"","lat","lon","num_flr","retrofit","struc_type","occ_day","class"
"711",27.7439126,85.3279372,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",11,"Non-retrofitted URM"
"712",27.7438406,85.3278746,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",14,"Non-retrofitted URM"
"713",27.7406496,85.3334948,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",76,"Non-retrofitted URM"
"714",27.7437932,85.3281578,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",11,"Non-retrofitted URM"
"715",27.734089,85.3152626,1,"No","Mixed",100,"Non-retrofitted URM"
"716",27.734156,85.3154616,1,"No","Mixed",400,"Non-retrofitted URM"
"717",27.73392,85.3153687,1,"No","Mixed",150,"Non-retrofitted URM"
"718",27.7332067,85.3198401,3,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",162,"Non-retrofitted URM"
"719",27.734778,85.3209653,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",88,"Non-retrofitted URM"
"720",27.7349121,85.3209436,4,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",340,"Non-retrofitted URM"
"721",27.7330725,85.2884771,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",40,"Non-retrofitted URM"
"722",27.7301383,85.2946899,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",148,"Non-retrofitted URM"
"723",27.6752135,85.425914,1,"No","Mud_Brick_in_Surkhi",155,"Non-retrofitted URM"
"724",27.6752897,85.425923,1,"No","Mud_Brick_in_Surkhi",21,"Non-retrofitted URM"
"725",27.7239941,85.2933256,1,"No","Mixed",80,"Non-retrofitted URM"
"726",27.7240732,85.2932435,1,"No","Mixed",90,"Non-retrofitted URM"
