@id,building_usage,age,bays_x,bays_y,building_condition,floor_material,floor_material_others,num_floors,neighbour_attachement,overhang,owner_rent,retrofit,roof_material,roof_material_others,roof_slope,roof_slope_others,shape_elevation,shape_plan,soft_storey,structur_type,structure_others,column_size,earthquake_resistant_element,occupants_day,occupants_evening,occupants_morning,occupants_night,facility_number,operator_name,Lat,Lon
120435385,hospital,1990-2000,4,2,Good,RCC/RBC,,2,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,Multi-Projected,No,Engineered_RC_Frame,,12x12,No,,,,,,,85.3507516,27.7054003
135739030,school,Before_1960,10,8,Poor,Jack_Arch,,3,One_Side_Same_Height,No,Rent,No,Clay_Tiles,,Sloped,,Regular,Multi-Projected,No,Load_Bearing_Stone_Wall_in_Mud_Mortar,,,No,101,,,,1,,85.3313445,27.7135384
163346193,hospital,After_2000,7,2,Good,RCC/RBC,,N/A,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Narrow_and_Tall,Narrow_and_Long,No,Engineered_RC_Frame,,16x16,N/A,50,,,50,1,Kantipur Hospital,85.3449407,27.6855961
169429526,school,Before_1960,4,1,Poor,Wood,,4,Two_Sides_Different_Height,No,Self,No,CGI,,Flat,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Mud_Mortar,,,No,310,,,,1,Nava Adarsha Secondary School,85.3067494,27.7036471
169442497,college,1960-1990,3,5,Average,RCC/RBC,,4,Free_Standing,No,Self,No,CGI,,Sloped,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,,,,,1,Tri Chandra College,85.3165893,27.7083517
169444610,college,1990-2000,3,6,Good,N/A,,1,Free_Standing,No,Self,No,CGI,,Sloped,,Regular,Rectangular,No,Engineered_RC_Frame,,12x12,No,,,,,5,Tri Chandra College,85.3171911,27.7078732
169444613,college,Before_1960,2,1,Poor,Others,wooden and RCC/RBC,2,Free_Standing,No,Self,No,Others,CGI and RCC/RBC,Flat,,Setback,Multi-Projected,No,Mud_Brick_in_Surkhi,,,No,,,,,4,Tri Chandra College,85.3170498,27.7074288
177618131,school,1960-1990,1,1,Poor,RCC/RBC,,3,One_Side_Different_Height,No,Self,No,RCC/RBC,,Flat,,Regular,L-Shaped,No,Load_Bearing_Brick_Wall_in_Mud_Mortar,,,No,294,60,60,0,1,Panga Seconday Boarding School,85.2819714,27.6711465
178427761,school,After_2000,1,6,Average,RCC/RBC,,2,One_Side_Different_Height,No,Rent,No,CGI,,Flat,,Setback,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,100,,,0,2,NIBS School,85.3486526,27.7369249
178772727,school,1960-1990,2,3,Poor,RCC/RBC,,3,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Setback,Rectangular,N/A,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,Yes,70,,,0,1,Lumbini Beginner's Academy,85.346003,27.7346935
178772789,hospital,After_2000,2,4,Good,RCC/RBC,,6,Free_Standing,Yes,Rent,No,CGI,,Flat,,Regular,Rectangular,Yes,Engineered_RC_Frame,,22x22,No,50,50,50,25,1,anmol hospital and research centre,85.3439461,27.7318705
178915834,school,1960-1990,2,3,Average,RCC/RBC,,3,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,No,Non_Engineered_RC_Frame,,9x9,N/A,100,1,1,1,1,Dibya Deep Secondary School,85.3582505,27.6721797
178915843,college,After_2000,8,2,Good,RCC/RBC,,7,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Setback,Narrow_and_Long,Yes,Engineered_RC_Frame,,9x12,No,39,0,30,0,,,85.3608713,27.674435
179096425,hospital,1960-1990,3,1,Average,RCC/RBC,,3,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,T-Shaped,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,30,20,20,10,1,Bhaktapur Hospital,85.4216671,27.6724839
179096426,hospital,1990-2000,2,3,Average,N/A,,1,Free_Standing,No,Self,No,CGI,,Sloped,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,10,20,20,0,4,Bhaktapur Hospital,85.4220853,27.6720769
179591264,college,1990-2000,2,13,Poor,RCC/RBC,,2,Free_Standing,No,Self,No,Clay_Tiles,,Sloped,,Regular,Multi-Projected,No,Engineered_RC_Frame,,12x12,No,44,0,0,0,2,,85.2870287,27.6831561
179591267,college,1960-1990,3,13,Good,Wood,,2,Free_Standing,No,Self,No,CGI,,Sloped,,Regular,Narrow_and_Long,No,Engineered_RC_Frame,,12x12,Partial,220,0,0,0,,Tribhuwan University,85.2873515,27.681763
179591271,college,1990-2000,3,3,Average,RCC/RBC,,2,Free_Standing,No,Self,No,Clay_Tiles,,Sloped,,Regular,Rectangular,No,Engineered_RC_Frame,,12x18,No,286,,155,1,,Tribhuwan University,85.2865197,27.6819065
179591275,college,1990-2000,2,13,Average,RCC/RBC,,2,Free_Standing,No,Self,No,Clay_Tiles,,Sloped,,Regular,Multi-Projected,No,Engineered_RC_Frame,,12x12,No,124,0,0,1,,Tribhuwan University,85.2879069,27.681553
179591276,college,1990-2000,3,13,Good,RCC/RBC,,2,Free_Standing,No,Self,No,Clay_Tiles,,Sloped,,Regular,Narrow_and_Long,No,Engineered_RC_Frame,,12x12,No,92,0,0,1,,Tribhuwan University,85.2881782,27.6818869
179591277,college,1990-2000,2,13,Poor,RCC/RBC,,2,Free_Standing,No,Self,No,Clay_Tiles,,Sloped,,Regular,Multi-Projected,No,Engineered_RC_Frame,,12x12,No,36,0,0,0,,Tribhuwan University,85.2881929,27.6822961
179591279,college,1960-1990,2,3,Good,RCC/RBC,,2,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,Multi-Projected,No,Engineered_RC_Frame,,12x12,No,3510,,0,0,,Tribhuwan University,85.2877792,27.6826255
179591283,college,1990-2000,3,15,Good,RCC/RBC,,2,Free_Standing,No,Self,No,Clay_Tiles,,Sloped,,Regular,Narrow_and_Long,No,Engineered_RC_Frame,,12x12,No,139,0,0,0,,Tribhuwan University,85.2872986,27.683008
180082316,hospital,After_2000,6,4,Average,RCC/RBC,,4,One_Side_Same_Height,Yes,Self,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Non_Engineered_RC_Frame,,9x9,No,12,12,12,0,,,85.335976,27.7410196
180682218,college,After_2000,1,2,Good,N/A,,1,One_Side_Different_Height,No,Self,No,CGI,,Flat,,Regular,Multi-Projected,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,N/A,100,,,,,Namuna College of Fashion Technology,85.3414054,27.7442017
180771961,school,1960-1990,1,1,Poor,RCC/RBC,,3,Free_Standing,No,Self,No,RCC/RBC,,Sloped,,Regular,U-Shaped,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,1035,1,1,1,,Guheswori Higher Secondary School,85.3519589,27.6948936
181003115,college,1990-2000,2,3,Average,RCC/RBC,,5,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Non_Engineered_RC_Frame,,9x9,N/A,5,,35,,4,CITE,85.3453892,27.683931
181003122,college,After_2000,3,3,Average,RCC/RBC,,7,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Engineered_RC_Frame,,,N/A,6,,400,2,1,CITE,85.3456556,27.6842539
181032086,college,1990-2000,2,2,Average,RCC/RBC,,2,Free_Standing,Yes,Rent,No,RCC/RBC,,Sloped,,Setback,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,50,6,,6,3,Ratna Sikshya Sadan,85.3487071,27.6798743
181032113,college,1990-2000,2,1,Average,RCC/RBC,,3,Free_Standing,No,Rent,No,CGI,,Flat,,Setback,L-Shaped,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,50,,,,2,Ratna Sikshya Sadan,85.3483882,27.6799216
181032115,clinic,After_2000,3,3,Good,RCC/RBC,,4,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Setback,Rectangular,Yes,Non_Engineered_RC_Frame,,9x9,N/A,6,5,5,5,1,Biraj Dental Hospital,85.3488415,27.6798629
181240981,school,After_2000,2,1,Good,RCC/RBC,,3,Free_Standing,Yes,Self,No,RCC/RBC,,Flat,,Regular,L-Shaped,No,Engineered_RC_Frame,,14x14,No,400,0,0,0,1,Rarahil Memorial School,85.2706947,27.6699149
181240984,school,After_2000,5,2,Good,RCC/RBC,,3,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,Rectangular,No,Non_Engineered_RC_Frame,,9x9,No,140,0,0,1,2,Rarahil Memorial School,85.2705725,27.6694993
181525963,college,After_2000,3,3,Average,RCC/RBC,,5,One_Side_Different_Height,Yes,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Engineered_RC_Frame,,12x12,No,80,7,45,7,1,Everest College of Nursing,85.3437153,27.6854271
181525998,school,After_2000,3,2,Good,RCC/RBC,,3,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Non_Engineered_RC_Frame,,9x9,N/A,,10,10,10,2,Apollo International Academy,85.3444715,27.6840893
181573536,school,1990-2000,1,1,Average,RCC/RBC,,2,One_Side_Different_Height,No,Self,No,CGI,,Flat,,Regular,L-Shaped,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,N/A,437,0,0,0,3,Ujjwal Sishu Niketan Academy,85.2820283,27.668605
181675599,school,1990-2000,2,3,Average,RCC/RBC,,3,Free_Standing,Yes,Rent,No,Others,Clay tile and RCC,Sloped,,Setback,Rectangular,No,Non_Engineered_RC_Frame,,9x9,N/A,105,4,4,4,1,Kenji International School,85.3428724,27.6819031
181675600,college,After_2000,3,3,Average,RCC/RBC,,7,Free_Standing,Yes,Self,No,RCC/RBC,,Flat,,Regular,Triangular,No,Engineered_RC_Frame,,12x12,N/A,0,,500,3,1,Triton International College,85.3437897,27.6825753
181689167,school,1960-1990,1,2,Average,RCC/RBC,,3,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Setback,Multi-Projected,Yes,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,20,,,,1,City English School,85.3472086,27.6815089
181689219,school,1960-1990,1,2,Average,RCC/RBC,,3,Free_Standing,Yes,Self,No,RCC/RBC,,Flat,,Setback,Multi-Projected,Yes,Non_Engineered_RC_Frame,,9X9,N/A,127,2,2,2,1,Sai Trinity School,85.3475568,27.6816993
182106571,school,After_2000,2,3,Good,RCC/RBC,,5,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,No,Non_Engineered_RC_Frame,,9x9,No,125,,,,2,Navajyoti Higher Secondary School (Junior Block),85.3469795,27.678778
182115996,clinic,1960-1990,1,2,Average,RCC/RBC,,3,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Setback,Multi-Projected,No,Load_Bearing_Brick_Wall_in_Mud_Mortar,,,No,8,,2,,,City Polyclinic,85.3462146,27.6783085
182130238,school,1990-2000,4,1,Average,RCC/RBC,,1,Free_Standing,No,Rent,No,CGI,,Flat,,Regular,Rectangular,No,Non_Engineered_RC_Frame,,9x9,No,50,,,,2,new vision academy,85.3430054,27.6753299
182130797,college,After_2000,1,3,Average,N/A,,1,Free_Standing,No,Rent,No,CGI,,Flat,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,16,0,16,1,3,Hillside College of Engineering,85.342311,27.6744148
182130812,college,After_2000,2,5,Good,RCC/RBC,,6,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Setback,Rectangular,Yes,Engineered_RC_Frame,,14x16,No,30,0,30,1,1,,85.3422135,27.6739676
182130813,college,After_2000,1,3,Average,N/A,,1,One_Side_Different_Height,No,Rent,No,CGI,,Flat,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,16,0,16,0,2,Hillside College of Engineering,85.3423357,27.6742527
184102884,hospital,1960-1990,1,1,Average,RCC/RBC,,2,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,Multi-Projected,No,Engineered_RC_Frame,,16x16,Yes,180,0,0,0,2,National Tuberculosis Center,85.3810925,27.673886
184253587,school,1960-1990,1,1,Average,RCC/RBC,,2,Free_Standing,No,Self,No,Clay_Tiles,,Sloped,,Regular,Multi-Projected,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,Partial,950,0,0,0,32,Budhanilkantha School,85.3578113,27.7811041
184390567,school,1960-1990,4,1,Average,RCC/RBC,,2,Free_Standing,No,Self,No,RCC/RBC,,Sloped,,Regular,Narrow_and_Long,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,50,0,0,0,33,Budhanilkantha School,85.3573168,27.7807734
184390574,school,After_2000,1,1,Good,N/A,,1,Free_Standing,No,Self,No,CGI,,Sloped,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,Partial,,,85,,5,Budhanilkantha School,85.3597068,27.7828044
184390575,school,After_2000,1,1,Good,Others,truss,1,Free_Standing,No,Self,No,CGI,,Sloped,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,Partial,,,85,,8,Budhanilkantha School,85.3594703,27.7830059
184395340,school,Before_1960,,,Average,Jack_Arch,,2,Free_Standing,No,Self,No,CGI,,Flat,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Mud_Mortar,,,No,350,0,0,3-Mar,1,Madan Smarak Girl's High School,85.3185272,27.6762984
184395346,school,1960-1990,,,Poor,N/A,,1,Free_Standing,No,Self,No,CGI,,Sloped,,Regular,Multi-Projected,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,15,0,0,0,5,Madan Smarak Girl's High School,85.3179881,27.6766102
184395347,school,1960-1990,2,1,Poor,N/A,,1,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,Narrow_and_Long,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,Yes,20,0,0,0,6,Madan Smarak Girl's High School,85.3189094,27.6766792
184395353,school,1990-2000,1,1,Poor,N/A,,1,Free_Standing,No,Self,No,CGI,,Sloped,,Regular,Narrow_and_Long,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,0,0,0,0,4,Madan Smarak Girl's High School,85.3182668,27.6763324
184885781,college,1960-1990,8,2,Poor,RCC/RBC,,2,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,Narrow_and_Long,No,Non_Engineered_RC_Frame,,9x9,No,20,0,20,0,1,Ratna Rajya Campus,85.3197136,27.702087
185749317,school,1990-2000,3,6,Good,RCC/RBC,,5,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,Multi-Projected,No,Engineered_RC_Frame,,12x12,Yes,720,0,0,16,2,Rato Bangala School,85.3196134,27.6774488
185943730,hospital,After_2000,2,7,Good,RCC/RBC,,5,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,Narrow_and_Long,No,Engineered_RC_Frame,,18x18,Yes,30,0,0,0,,SAARCTuberculosis Center,85.3819758,27.6739208
185943731,hospital,1960-1990,1,1,Average,RCC/RBC,,2,Free_Standing,No,Self,No,RCC/RBC,,N/A,,Regular,U-Shaped,No,Engineered_RC_Frame,,16x16,Yes,5,0,0,0,3,National Tuberculosis Center,85.3835828,27.6736919
186148745,college,1960-1990,3,2,Poor,RCC/RBC,,3,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Setback,Rectangular,No,Load_Bearing_Brick_Wall_in_Mud_Mortar,,,No,100,0,50,0,1,Nepal Law Campus,85.3194696,27.7024677
186148748,college,1960-1990,5,3,Poor,RCC/RBC,,3,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,T-Shaped,Yes,Load_Bearing_Brick_Wall_in_Mud_Mortar,,,No,400,200,400,0,1,Bishwa Bhasha Campus,85.3192343,27.7029376
186148750,college,After_2000,6,1,Average,RCC/RBC,,3,One_Side_Different_Height,Yes,Self,No,RCC/RBC,,Flat,,Regular,Narrow_and_Long,No,Non_Engineered_RC_Frame,,9x14,No,,,,,3,Nepal Law Campus,85.3195829,27.7031799
186148752,college,1990-2000,3,2,Average,RCC/RBC,,2,Free_Standing,No,Self,No,Clay_Tiles,,Sloped,,Regular,Rectangular,No,Non_Engineered_RC_Frame,,14x14,No,600,80,200,0,3,Balmeeki Campus,85.3204521,27.7024458
186148767,college,1990-2000,6,4,Average,RCC/RBC,,6,Free_Standing,Yes,Self,No,RCC/RBC,,Flat,,Setback,Rectangular,No,Engineered_RC_Frame,,18x20,No,150,200,150,0,2,Bishwa Bhasha Campus,85.3191737,27.7022854
186281381,school,1990-2000,2,2,Average,RCC/RBC,,2,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Regular,U-Shaped,No,Engineered_RC_Frame,,12x12,N/A,320,2,2,2,1,Shree Azad Secondary School,85.4270627,27.6869397
188440134,hospital,After_2000,3,2,Poor,RCC/RBC,,4,One_Side_Same_Height,No,Self,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Non_Engineered_RC_Frame,,9x9,N/A,50,,,,1,Nagarik Community Hospital,85.3749624,27.6735885
188440139,college,After_2000,3,3,Poor,RCC/RBC,,5,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Setback,Rectangular,Yes,Engineered_RC_Frame,,14x16,N/A,150,0,25,0,1,Vibes College,85.3765785,27.6733334
189989841,school,After_2000,1,1,Good,N/A,,1,Free_Standing,No,Rent,No,CGI,,Sloped,,Regular,L-Shaped,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,N/A,3,0,0,0,1,New Leera School,85.3289436,27.7209023
190013714,hospital,1960-1990,1,1,Average,RCC/RBC,,6,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Setback,Multi-Projected,Yes,Non_Engineered_RC_Frame,,9x9,N/A,80,50,25,33,1,Himal Hospital,85.3282532,27.7103689
190156494,hospital,After_2000,4,2,Average,RCC/RBC,,4,One_Side_Different_Height,No,Self,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Non_Engineered_RC_Frame,,9x9,No,15,10,10,10,4,Nobel Hospital,85.3482027,27.6983348
190559080,school,Before_1960,1,1,Average,RCC/RBC,,2,Free_Standing,No,Rent,No,CGI,,Flat,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Mud_Mortar,,,No,110,,,,2,Shree Bal Sewak Lower Secondary School,85.4339822,27.6696279
190900948,school,Before_1960,1,1,Poor,Wood,,2,Free_Standing,No,Self,No,Clay_Tiles,,Sloped,,Regular,N/A,Yes,Load_Bearing_Brick_Wall_in_Mud_Mortar,,,No,152,,,,,Gyan Bijaya Lower Secondary School,85.4227952,27.672816
190954800,kindergarten,1960-1990,3,3,Average,RCC/RBC,,3,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Setback,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,N/A,55,,,0,1,Asian Kids,85.3338691,27.7227758
190954900,school,1960-1990,3,3,Average,RCC/RBC,,3,Free_Standing,Yes,Rent,No,CGI,,Sloped,,Setback,Multi-Projected,Yes,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,N/A,65,,,3,1,Wendy's House,85.3336578,27.7226894
190954915,school,1960-1990,1,2,Average,RCC/RBC,,3,Free_Standing,No,Rent,No,Others,some part cgi sheet some part RCC,Sloped,,Setback,Multi-Projected,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,N/A,75,,,0,2,Wendy's House,85.3329078,27.722625
191533974,clinic,1990-2000,2,2,Average,RCC/RBC,,3,Free_Standing,No,Self,No,RCC/RBC,,Flat,,Setback,Rectangular,Yes,Non_Engineered_RC_Frame,,,No,10,0,0,0,,Community City Health Clinic,85.3397368,27.7249358
192049627,school,1990-2000,1,3,Poor,RCC/RBC,,3,One_Side_Different_Height,Yes,Rent,No,RCC/RBC,,Sloped,,Setback,Rectangular,Yes,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,N/A,90,2,2,2,3,Mount Gaurishankar School,85.3281138,27.7219492
192049637,school,1990-2000,2,3,Poor,RCC/RBC,,2,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Regular,Multi-Projected,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,N/A,2,,,10,4,Mount Gaurishankar School,85.3280734,27.7220883
192052563,college,1990-2000,3,3,Poor,RCC/RBC,,3,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Engineered_RC_Frame,,12x12,N/A,5,0,100,1,2,Sauriya Education Foundation,85.3507699,27.691197
192052576,school,After_2000,6,1,Average,N/A,,1,Free_Standing,No,Rent,No,CGI,,Flat,,Regular,Narrow_and_Long,No,Mixed,load bearing concrete block in cement mortar,,No,20,0,0,0,3,Nepal Pathfinder Co-ed School,85.3457381,27.702917
192052581,school,After_2000,1,3,Average,N/A,,1,One_Side_Different_Height,No,Rent,No,CGI,,Flat,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,64,0,0,0,2,Continental academy,85.3506989,27.6929314
192052589,college,1960-1990,2,2,Poor,RCC/RBC,,3,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,0,0,105,0,1,Sauriya Education Foundation,85.3506186,27.6912268
192052596,school,After_2000,1,2,Average,N/A,,1,Free_Standing,No,Rent,No,CGI,,Flat,,Regular,L-Shaped,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,19,0,0,0,1,Continental academy,85.3509199,27.6927624
192052598,school,1990-2000,5,1,Average,N/A,,1,One_Side_Different_Height,No,Rent,No,CGI,,Flat,,Regular,Narrow_and_Long,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,63,0,0,0,4,Continental academy,85.3505689,27.6930424
192052599,school,After_2000,1,4,Average,N/A,,1,Free_Standing,No,Rent,No,CGI,,Flat,,Regular,Narrow_and_Long,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,58,0,0,0,3,Continental academy,85.3508603,27.6930337
192052605,college,After_2000,2,1,Average,N/A,,1,Free_Standing,No,Rent,No,CGI,,Sloped,,Regular,Narrow_and_Long,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,80,0,0,0,1,Himalayan Institute of Science & Technology,85.3501774,27.69131
192180311,school,1960-1990,2,3,Average,RCC/RBC,,4,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Setback,Rectangular,Yes,Non_Engineered_RC_Frame,,9x9,No,75,6,6,6,,Blue Horizon Academy,85.3259629,27.723348
192182251,school,After_2000,2,2,Average,RCC/RBC,,3,One_Side_Different_Height,Yes,Rent,No,RCC/RBC,,Flat,,Setback,Rectangular,No,Non_Engineered_RC_Frame,,9x9,N/A,50,15,15,10,2,Diana Secondary School,85.3423835,27.6796004
192229528,clinic,1990-2000,4,3,Good,RCC/RBC,,4,One_Side_Different_Height,Yes,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Engineered_RC_Frame,,14x14,No,15,0,0,0,1,Sahara Health Care,85.3389853,27.6907483
192307561,college,1990-2000,5,7,Average,RCC/RBC,,4,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Engineered_RC_Frame,,12x12,No,,,,,2,Golden Gate International College,85.3412437,27.703884
192435712,college,1990-2000,3,3,Average,RCC/RBC,,5,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Regular,L-Shaped,No,Non_Engineered_RC_Frame,,9x9,No,970,0,0,0,1,Ace Institute of Management,85.3393596,27.6909414
192481676,school,After_2000,3,3,Average,RCC/RBC,,2,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Regular,Rectangular,Yes,Non_Engineered_RC_Frame,,9x9,No,120,0,0,50,4,Blooming Buds International School,85.3412784,27.7007823
192612629,college,Before_1960,1,1,Average,Wood,,2,Free_Standing,No,Rent,No,Clay_Tiles,,Sloped,,Setback,L-Shaped,No,Mixed,"brick, cement",,No,15,,,0,1,Malpi International College,85.3278485,27.7238552
192612631,college,Before_1960,1,1,Average,Wood,,2,Free_Standing,No,Rent,No,Clay_Tiles,,Sloped,,Regular,L-Shaped,No,Mixed,"brick, cement",,No,100,,,0,2,Malpi International College,85.3279221,27.7240783
193090654,clinic,1990-2000,4,1,Poor,RCC/RBC,,4,One_Side_Different_Height,Yes,Rent,No,CGI,,Flat,,Regular,Rectangular,Yes,Non_Engineered_RC_Frame,,,N/A,36,,,0,,,85.3307924,27.7186685
193293208,school,1990-2000,1,2,Average,N/A,,1,Free_Standing,No,Rent,No,CGI,,Sloped,,Regular,L-Shaped,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,55,0,0,0,2,Olympia World H.S School,85.3276962,27.688288
193293221,school,1990-2000,2,2,Average,N/A,,1,Free_Standing,No,Rent,No,CGI,,Sloped,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,55,0,0,0,,Olympia World H.S School,85.3277743,27.6884721
193340883,school,1990-2000,2,2,Average,RCC/RBC,,2,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Setback,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,30,0,0,5,2,Kavya School,85.3321085,27.6868879
193340948,school,After_2000,3,3,Average,RCC/RBC,,4,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Setback,Rectangular,No,Non_Engineered_RC_Frame,,9x12,No,30,0,0,5,3,Kavya School,85.3322348,27.6868051
193340959,school,1960-1990,2,3,Poor,RCC/RBC,,3,Free_Standing,No,Rent,No,RCC/RBC,,Flat,,Regular,L-Shaped,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,250,0,0,0,1,Kavya School,85.3321885,27.6869546
193350118,college,1990-2000,2,2,Average,RCC/RBC,,4,One_Side_Different_Height,Yes,Rent,No,RCC/RBC,,Flat,,Setback,T-Shaped,Yes,Non_Engineered_RC_Frame,,12x12,No,140,0,0,1,1,Kathmandu Institute of Technical  Science(KiTS),85.3315956,27.6868418
193350142,school,1960-1990,2,2,Average,RCC/RBC,,3,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Setback,Multi-Projected,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,94,,,1,1,Rainbow Kids International Pre-School,85.3302587,27.685158
193427344,school,1960-1990,1,3,Poor,N/A,,1,One_Side_Different_Height,No,Self,No,CGI,,Sloped,,Regular,Rectangular,No,Load_Bearing_Brick_Wall_in_Cement_Mortar,,,No,5,0,0,0,1,Balpith pravi,85.3517147,27.6993417
193443037,college,1990-2000,1,3,Average,RCC/RBC,,4,Free_Standing,No,Self,No,CGI,,Flat,,Regular,Rectangular,No,Non_Engineered_RC_Frame,,9x9,No,270,,,1,1,Yeti Health Science Academy,85.327988,27.7356017
193443047,college,1990-2000,3,3,Average,RCC/RBC,,5,Free_Standing,No,Self,No,CGI,,Flat,,Setback,Multi-Projected,No,Non_Engineered_RC_Frame,,9x9,No,110,,,3,2,Yeti Health Science Academy,85.3282697,27.7355156
193443059,college,After_2000,1,7,Good,RCC/RBC,,5,One_Side_Same_Height,No,Self,No,RCC/RBC,,Flat,,Regular,L-Shaped,No,Engineered_RC_Frame,,12x12,N/A,443,0,160,0,1,Kantipur Dental College,85.3239105,27.7363396
193634773,college,After_2000,2,3,Good,RCC/RBC,,4,Free_Standing,Yes,Rent,No,RCC/RBC,,Flat,,Setback,Multi-Projected,No,Non_Engineered_RC_Frame,,9x9,N/A,12,1,43,1,1,Innovative College of Health Science Pvt. Ltd.,85.3402884,27.7113416
