"lat","lon","num_flr","retrofit","struc_type","occ_day","pga"
27.7135384,85.3313445,3,"No","Load_Bearing_Stone_Wall_in_Mud_Mortar",101,0.627534573643
27.7036471,85.3067494,4,"No","Load_Bearing_Brick_Wall_in_Mud_Mortar",310,0.630498278988
27.6711465,85.2819714,3,"No","Load_Bearing_Brick_Wall_in_Mud_Mortar",60,0.637594645932
27.7369249,85.3486526,2,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",100,0.640028680071
27.7346935,85.346003,3,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",70,0.640028680071
27.6721797,85.3582505,3,"No","Non_Engineered_RC_Frame",100,0.61334520022
27.6831561,85.2870287,2,"No","Engineered_RC_Frame",44,0.634456183965
27.681763,85.2873515,2,"No","Engineered_RC_Frame",220,0.634456183965
27.6819065,85.2865197,2,"No","Engineered_RC_Frame",286,0.634456183965
27.681553,85.2879069,2,"No","Engineered_RC_Frame",124,0.622511121946
27.6818869,85.2881782,2,"No","Engineered_RC_Frame",92,0.622511121946
27.6822961,85.2881929,2,"No","Engineered_RC_Frame",36,0.622511121946
27.683008,85.2872986,2,"No","Engineered_RC_Frame",139,0.634456183965
27.7442017,85.3414054,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",100,0.637841559139
27.6948936,85.3519589,3,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",1035,0.618069673925
27.683931,85.3453892,5,"No","Non_Engineered_RC_Frame",5,0.645052396186
27.6798743,85.3487071,2,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",50,0.634773884797
27.6799216,85.3483882,3,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",50,0.634773884797
27.6699149,85.2706947,3,"No","Engineered_RC_Frame",400,0.535353748104
27.6694993,85.2705725,3,"No","Non_Engineered_RC_Frame",140,0.535353748104
27.6854271,85.3437153,5,"No","Engineered_RC_Frame",80,0.645052396186
27.6840893,85.3444715,3,"No","Non_Engineered_RC_Frame",10,0.645052396186
27.668605,85.2820283,2,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",437,0.636602348365
27.6819031,85.3428724,3,"No","Non_Engineered_RC_Frame",4,0.645052396186
27.6815089,85.3472086,3,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",20,0.634773884797
27.6816993,85.3475568,3,"No","Non_Engineered_RC_Frame",2,0.634773884797
27.678778,85.3469795,5,"No","Non_Engineered_RC_Frame",125,0.619276007489
27.6753299,85.3430054,1,"No","Non_Engineered_RC_Frame",50,0.645674445402
27.6744148,85.342311,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",16,0.645674445402
27.6742527,85.3423357,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",16,0.645674445402
27.7811041,85.3578113,2,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",950,0.520634338786
27.7807734,85.3573168,2,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",50,0.520634338786
27.7828044,85.3597068,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",85,0.520634338786
27.7830059,85.3594703,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",85,0.520634338786
27.6762984,85.3185272,2,"No","Load_Bearing_Brick_Wall_in_Mud_Mortar",350,0.647858929173
27.6766102,85.3179881,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",15,0.647858929173
27.6766792,85.3189094,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",20,0.647858929173
27.702087,85.3197136,2,"No","Non_Engineered_RC_Frame",20,0.642110928546
27.6774488,85.3196134,5,"No","Engineered_RC_Frame",720,0.647858929173
27.7024677,85.3194696,3,"No","Load_Bearing_Brick_Wall_in_Mud_Mortar",50,0.642110928546
27.7029376,85.3192343,3,"No","Load_Bearing_Brick_Wall_in_Mud_Mortar",400,0.642110928546
27.7024458,85.3204521,2,"No","Non_Engineered_RC_Frame",600,0.642110928546
27.6869397,85.4270627,2,"No","Engineered_RC_Frame",320,0.636625745228
27.6733334,85.3765785,5,"No","Engineered_RC_Frame",25,0.628995209072
27.7209023,85.3289436,1,"No","Load_Bearing_Brick_Wall_in_Cement_Mortar",3,0.637104278084
27.6696279,85.4339822,2,"No","Load_Bearing_Brick_Wall_in_Mud_Mortar",110,0.635611394472
27.672816,85.4227952,2,"No","Load_Bearing_Brick_Wall_in_Mud_Mortar",152,0.641018195706
