#,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.12.0', start_date='2022-03-22T12:41:52', checksum=3502110342, kind='mean', investigation_time=1.0, imt='PGA'"
lon,lat,depth,poe-0.0010000,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000
85.34865,27.73692,0.00000,1.859035E-01,1.639856E-01,1.432689E-01,1.254500E-01,1.067372E-01,8.772361E-02,6.840086E-02,5.149008E-02,3.669911E-02,2.497171E-02,1.605226E-02,9.804420E-03,6.344460E-03,3.287027E-03,1.769938E-03,6.953326E-04,4.424844E-04,1.896362E-04,0.000000E+00
85.34600,27.73469,0.00000,1.858570E-01,1.623566E-01,1.429181E-01,1.242283E-01,1.069620E-01,8.884131E-02,7.052841E-02,5.323540E-02,3.801305E-02,2.457574E-02,1.640173E-02,9.947547E-03,5.309813E-03,2.528482E-03,1.011393E-03,5.056965E-04,1.264241E-04,0.000000E+00,0.000000E+00
85.34141,27.74420,0.00000,1.853153E-01,1.601924E-01,1.385798E-01,1.215929E-01,1.022941E-01,8.349614E-02,6.431852E-02,4.986646E-02,3.473618E-02,2.328169E-02,1.458528E-02,8.912900E-03,5.499449E-03,2.591694E-03,1.580301E-03,8.849688E-04,3.792723E-04,1.896362E-04,0.000000E+00
85.35196,27.69489,0.00000,1.850361E-01,1.639350E-01,1.440017E-01,1.265679E-01,1.088353E-01,9.100957E-02,7.116803E-02,5.371425E-02,3.845754E-02,2.625921E-02,1.583282E-02,8.809730E-03,5.625873E-03,2.528482E-03,8.217567E-04,3.792723E-04,6.321206E-05,0.000000E+00,0.000000E+00
85.34871,27.67987,0.00000,1.853366E-01,1.657717E-01,1.460342E-01,1.297926E-01,1.102119E-01,9.178883E-02,7.401457E-02,5.649758E-02,3.957706E-02,2.641744E-02,1.560323E-02,9.252215E-03,4.867328E-03,2.402058E-03,1.264241E-03,4.424844E-04,6.321206E-05,0.000000E+00,0.000000E+00
85.34839,27.67992,0.00000,1.850241E-01,1.669838E-01,1.474946E-01,1.305501E-01,1.111868E-01,9.272645E-02,7.457533E-02,5.719386E-02,4.113865E-02,2.764987E-02,1.517744E-02,8.769773E-03,4.677692E-03,2.591694E-03,1.201029E-03,4.424844E-04,1.896362E-04,1.264241E-04,0.000000E+00
85.28203,27.66860,0.00000,1.807097E-01,1.525752E-01,1.274726E-01,1.111938E-01,9.222075E-02,7.580977E-02,5.770156E-02,4.201052E-02,2.924688E-02,1.732665E-02,1.102215E-02,6.660520E-03,3.413451E-03,1.517089E-03,5.056965E-04,3.160603E-04,1.896362E-04,6.321206E-05,0.000000E+00
85.34721,27.68151,0.00000,1.849973E-01,1.644035E-01,1.447278E-01,1.282935E-01,1.117903E-01,9.278111E-02,7.295762E-02,5.474529E-02,3.967982E-02,2.747694E-02,1.776914E-02,9.694699E-03,5.562661E-03,2.907755E-03,1.390665E-03,5.056965E-04,2.528482E-04,0.000000E+00,0.000000E+00
85.34231,27.67441,0.00000,1.848309E-01,1.662680E-01,1.470298E-01,1.306634E-01,1.134159E-01,9.544653E-02,7.573100E-02,5.749121E-02,4.241759E-02,2.720739E-02,1.579286E-02,9.481808E-03,5.499449E-03,2.465270E-03,1.327453E-03,5.056965E-04,1.896362E-04,0.000000E+00,0.000000E+00
85.34234,27.67425,0.00000,1.850621E-01,1.653765E-01,1.475333E-01,1.307767E-01,1.135028E-01,9.409226E-02,7.469721E-02,5.754988E-02,4.084944E-02,2.825874E-02,1.808520E-02,1.005072E-02,5.120176E-03,2.591694E-03,1.011393E-03,3.160603E-04,6.321206E-05,6.321206E-05,6.321206E-05
85.35781,27.78110,0.00000,1.827404E-01,1.480438E-01,1.249219E-01,1.060232E-01,8.686308E-02,6.726623E-02,5.061391E-02,3.700366E-02,2.530648E-02,1.670309E-02,1.117183E-02,6.763690E-03,3.855935E-03,1.959574E-03,8.217567E-04,1.264241E-04,1.264241E-04,0.000000E+00,0.000000E+00
85.35732,27.78077,0.00000,1.823516E-01,1.495585E-01,1.221346E-01,1.055456E-01,8.713104E-02,6.704720E-02,5.193976E-02,3.843228E-02,2.675835E-02,1.697064E-02,1.136147E-02,6.700478E-03,3.729511E-03,2.022786E-03,1.137817E-03,6.321206E-04,4.424844E-04,1.264241E-04,6.321206E-05
85.35971,27.78280,0.00000,1.821766E-01,1.496176E-01,1.234786E-01,1.040624E-01,8.509970E-02,6.635801E-02,5.115395E-02,3.794328E-02,2.543090E-02,1.693068E-02,1.129826E-02,6.763690E-03,3.729511E-03,2.212422E-03,1.327453E-03,3.792723E-04,1.896362E-04,0.000000E+00,0.000000E+00
85.35947,27.78301,0.00000,1.824785E-01,1.479910E-01,1.209682E-01,1.035142E-01,8.464010E-02,6.710640E-02,5.150183E-02,3.666234E-02,2.612623E-02,1.784905E-02,1.061963E-02,6.826902E-03,3.666299E-03,2.275634E-03,1.137817E-03,5.056965E-04,1.896362E-04,0.000000E+00,0.000000E+00
85.31799,27.67661,0.00000,1.841938E-01,1.595348E-01,1.386952E-01,1.221292E-01,1.025807E-01,8.391897E-02,6.606721E-02,4.940313E-02,3.460975E-02,2.194769E-02,1.332104E-02,7.648659E-03,4.551268E-03,2.212422E-03,1.074605E-03,3.160603E-04,1.264241E-04,0.000000E+00,0.000000E+00
85.31891,27.67668,0.00000,1.838879E-01,1.614125E-01,1.394035E-01,1.231335E-01,1.037533E-01,8.546226E-02,6.545474E-02,4.946594E-02,3.432550E-02,2.256310E-02,1.351068E-02,8.430458E-03,4.384886E-03,2.149210E-03,7.585447E-04,3.792723E-04,6.321206E-05,0.000000E+00,0.000000E+00
85.32894,27.72090,0.00000,1.857306E-01,1.623489E-01,1.422072E-01,1.255629E-01,1.077492E-01,8.866523E-02,7.017440E-02,5.309268E-02,3.816633E-02,2.480893E-02,1.551021E-02,9.228961E-03,4.361632E-03,2.338846E-03,1.201029E-03,3.792723E-04,1.264241E-04,0.000000E+00,0.000000E+00
85.33387,27.72278,0.00000,1.853741E-01,1.638044E-01,1.422029E-01,1.244224E-01,1.064567E-01,8.837362E-02,7.010423E-02,5.358942E-02,3.777691E-02,2.464910E-02,1.595924E-02,9.505062E-03,5.206643E-03,2.654906E-03,7.585447E-04,4.424844E-04,1.264241E-04,0.000000E+00,0.000000E+00
85.33366,27.72269,0.00000,1.849671E-01,1.634939E-01,1.421009E-01,1.254925E-01,1.070787E-01,8.990381E-02,6.897137E-02,5.148017E-02,3.665579E-02,2.605647E-02,1.597595E-02,9.821123E-03,5.333067E-03,2.275634E-03,1.264241E-03,6.953326E-04,1.896362E-04,6.321206E-05,0.000000E+00
85.33291,27.72262,0.00000,1.853088E-01,1.633214E-01,1.422763E-01,1.248313E-01,1.069664E-01,8.633654E-02,6.733239E-02,5.126568E-02,3.662439E-02,2.410345E-02,1.574635E-02,8.936155E-03,5.562661E-03,2.907755E-03,1.390665E-03,3.160603E-04,0.000000E+00,0.000000E+00,0.000000E+00
85.32811,27.72195,0.00000,1.856314E-01,1.651346E-01,1.438089E-01,1.260003E-01,1.071310E-01,8.774805E-02,7.078126E-02,5.334153E-02,3.979314E-02,2.573026E-02,1.648164E-02,1.005072E-02,5.309813E-03,2.212422E-03,1.390665E-03,5.056965E-04,1.264241E-04,0.000000E+00,0.000000E+00
