#,,"generated_by='OpenQuake engine 3.12.0', start_date='2022-03-22T12:41:52', checksum=3502110342"
site_id,lon,lat
1130,85.24667,27.69241
1131,85.24599,27.69215
1132,85.25746,27.68622
1133,85.25232,27.68404
1134,85.24313,27.68706
1135,85.24901,27.68722
1136,85.24762,27.67717
1137,85.26461,27.69031
1138,85.30166,27.70113
1139,85.30160,27.70115
1140,85.30164,27.70035
1141,85.30147,27.70105
1142,85.30163,27.70095
1143,85.30098,27.70025
1144,85.26777,27.69450
1145,85.24662,27.67645
1146,85.26754,27.69522
1147,85.27134,27.68889
1148,85.22613,27.68893
1149,85.26138,27.69396
1150,85.27148,27.68900
1151,85.24636,27.67674
1152,85.22638,27.68898
1153,85.29710,27.69221
1154,85.30824,27.67499
1155,85.30849,27.67495
1156,85.30846,27.67489
1157,85.31417,27.66604
1158,85.31406,27.66633
1159,85.31768,27.66456
1160,85.31744,27.66432
1161,85.31770,27.66428
1162,85.31741,27.66476
1163,85.29618,27.68954
1164,85.29782,27.69004
1165,85.29613,27.68965
1166,85.29052,27.69331
1167,85.28998,27.69360
1168,85.29046,27.69339
1169,85.31718,27.70682
1170,85.31009,27.71138
1171,85.31805,27.70654
1172,85.31816,27.70641
1173,85.32129,27.70681
1174,85.32021,27.70595
1175,85.32023,27.70641
1176,85.32123,27.70707
1177,85.32031,27.70605
1178,85.31899,27.70647
1179,85.30672,27.71352
1180,85.30785,27.71757
1181,85.30751,27.71761
1182,85.31152,27.71715
1183,85.32658,27.67945
1184,85.32027,27.67928
1185,85.32641,27.67937
1186,85.32641,27.67991
1187,85.32018,27.67924
1188,85.31267,27.71592
1189,85.31354,27.71068
1190,85.31334,27.71086
1191,85.31322,27.71093
1192,85.31345,27.71060
1193,85.31325,27.71084
1194,85.31249,27.71598
1195,85.31334,27.71070
1196,85.31330,27.71099
1197,85.32251,27.67949
1198,85.32254,27.67939
1199,85.31714,27.68172
1200,85.31709,27.68139
1201,85.31122,27.71003
1202,85.37664,27.66847
1203,85.31193,27.70598
1204,85.37592,27.66781
1205,85.36840,27.66548
1206,85.36859,27.66543
1207,85.36974,27.66216
1208,85.36633,27.66511
1209,85.36990,27.66857
1210,85.36571,27.66967
1211,85.30478,27.68996
1212,85.31285,27.69040
1213,85.31131,27.69090
1214,85.31280,27.69032
1215,85.30468,27.68990
1216,85.31309,27.69027
1217,85.31301,27.69045
1218,85.31819,27.67614
1219,85.31688,27.67543
1220,85.32399,27.67946
1221,85.31647,27.67557
1222,85.31023,27.67730
1223,85.30711,27.67944
1224,85.30719,27.67966
1225,85.30481,27.68133
1226,85.30664,27.68056
1227,85.31016,27.67741
1228,85.30295,27.68813
1229,85.30732,27.68367
1230,85.30748,27.68372
1231,85.34743,27.67976
1232,85.34756,27.67986
1233,85.34749,27.67998
1234,85.34753,27.68152
1235,85.34766,27.68285
1236,85.32627,27.70217
1237,85.32631,27.70229
1238,85.32617,27.70327
1239,85.30136,27.67446
1240,85.29680,27.68572
1241,85.29580,27.68606
1242,85.29776,27.68607
1243,85.30518,27.67430
1244,85.29614,27.68617
1245,85.30005,27.67753
1246,85.30004,27.67746
1247,85.30287,27.68377
1248,85.26706,27.66640
1249,85.26677,27.66672
1250,85.27597,27.65448
1251,85.25405,27.66206
1252,85.25415,27.66193
1253,85.28244,27.66938
1254,85.28276,27.66943
1255,85.28210,27.66938
1256,85.28181,27.67126
1257,85.36045,27.73995
1258,85.35889,27.73533
1259,85.35893,27.73568
1260,85.35879,27.73100
1261,85.36054,27.74010
1262,85.35984,27.73122
1263,85.36125,27.74020
1264,85.35898,27.73540
1265,85.35860,27.73093
1266,85.35592,27.74483
1267,85.35702,27.74365
1268,85.35572,27.74496
1269,85.36012,27.74498
1270,85.36233,27.73454
1271,85.28395,27.65113
1272,85.28011,27.65255
1273,85.28014,27.65234
1274,85.27667,27.67527
1275,85.27407,27.67466
1276,85.27595,27.67451
1277,85.33346,27.66995
1278,85.27801,27.67451
1279,85.28394,27.67242
1280,85.27856,27.67566
1281,85.32849,27.67232
1282,85.33245,27.67210
1283,85.34907,27.70392
1284,85.35177,27.70513
1285,85.34925,27.70312
1286,85.34919,27.70374
1287,85.34604,27.70138
1288,85.34946,27.70321
1289,85.35016,27.70151
1290,85.34762,27.70013
1291,85.34759,27.70247
1292,85.34876,27.70475
1293,85.32667,27.67214
1294,85.32676,27.67215
1295,85.32672,27.67223
1296,85.28411,27.70325
1297,85.28594,27.70306
1298,85.28609,27.69957
1299,85.28681,27.70240
1300,85.28669,27.70243
1301,85.28662,27.70204
1302,85.28673,27.70221
1303,85.28835,27.69917
1304,85.28718,27.69931
1305,85.28720,27.69937
1306,85.32596,27.65843
1307,85.32612,27.65912
1308,85.32586,27.65893
1309,85.32634,27.65819
1310,85.32584,27.64561
1311,85.32583,27.64571
1312,85.32600,27.64579
1313,85.32601,27.67338
1314,85.31246,27.68899
1315,85.31243,27.68890
1316,85.32113,27.65464
1317,85.32260,27.65636
1318,85.32251,27.65651
1319,85.28385,27.69333
1320,85.28376,27.69343
1321,85.28414,27.69469
1322,85.31408,27.64487
1323,85.31779,27.65744
1324,85.31401,27.64500
1325,85.31778,27.65729
1326,85.31425,27.64504
1327,85.31578,27.64967
1328,85.31771,27.65060
1329,85.31711,27.65129
1330,85.31444,27.64508
1331,85.31774,27.65071
1332,85.31679,27.65995
1333,85.28588,27.69173
1334,85.28564,27.69197
1335,85.28567,27.69177
1336,85.32370,27.59650
1337,85.32379,27.59674
1338,85.32417,27.59791
1339,85.32406,27.59781
1340,85.32906,27.59612
1341,85.32666,27.60514
1342,85.32737,27.60465
1343,85.32723,27.60469
1344,85.33190,27.60902
1345,85.33193,27.60887
1346,85.30630,27.66738
1347,85.30504,27.66403
1348,85.30366,27.66735
1349,85.30472,27.66396
1350,85.30412,27.66382
1351,85.30498,27.66415
1352,85.27827,27.69320
1353,85.27803,27.69466
1354,85.28060,27.69357
1355,85.28048,27.69356
1356,85.28060,27.69370
1357,85.28075,27.69409
1358,85.28027,27.69357
1359,85.28045,27.69369
1360,85.27813,27.69461
1361,85.34917,27.69751
1362,85.34926,27.69742
1363,85.35092,27.69047
1364,85.33344,27.75041
1365,85.33347,27.75052
1366,85.33584,27.74668
1367,85.32769,27.74578
1368,85.32778,27.74572
1369,85.33078,27.74894
1370,85.34878,27.69776
1371,85.34759,27.69846
1372,85.34747,27.69841
1373,85.34762,27.69828
1374,85.27940,27.69681
1375,85.27926,27.69699
1376,85.27058,27.69622
1377,85.27922,27.69691
1378,85.27457,27.69351
1379,85.27037,27.69621
1380,85.27491,27.69772
1381,85.27836,27.69477
1382,85.33776,27.67996
1383,85.33783,27.68008
1384,85.32078,27.66697
1385,85.31984,27.66697
1386,85.32048,27.66681
1387,85.32009,27.66706
1388,85.32011,27.66584
1389,85.32088,27.66575
1390,85.32027,27.66578
1391,85.32017,27.66565
1392,85.32003,27.66490
1393,85.32004,27.66474
1394,85.31939,27.66186
1395,85.31964,27.66356
1396,85.31668,27.66461
1397,85.31654,27.66464
1398,85.31647,27.66689
1399,85.34673,27.70403
1400,85.37019,27.69645
1401,85.37005,27.69660
1402,85.36947,27.69661
1403,85.36964,27.69666
1404,85.37428,27.69694
1405,85.37431,27.69681
1406,85.34675,27.70536
1407,85.28335,27.69184
1408,85.28570,27.69457
1409,85.31946,27.67017
1410,85.31926,27.67069
1411,85.31909,27.67036
1412,85.31834,27.66904
1413,85.31808,27.66914
1414,85.31848,27.66967
1415,85.31882,27.66973
1416,85.36370,27.68669
1417,85.35819,27.68867
1418,85.36382,27.68657
1419,85.35790,27.68867
1420,85.35800,27.68862
1421,85.27986,27.68238
1422,85.27630,27.67993
1423,85.27175,27.68248
1424,85.27210,27.68251
1425,85.27193,27.68250
1426,85.35155,27.71415
1427,85.39702,27.73565
1428,85.40128,27.74072
1429,85.40009,27.73989
1430,85.40131,27.74087
1431,85.39997,27.73989
1432,85.40123,27.74060
1433,85.39976,27.73980
1434,85.38697,27.73972
1435,85.38718,27.74009
1436,85.42218,27.75648
1437,85.38724,27.73975
1438,85.42175,27.75672
1439,85.38722,27.73989
1440,85.38709,27.73978
1441,85.38718,27.74018
1442,85.38712,27.73963
1443,85.40730,27.74440
1444,85.40688,27.74453
1445,85.41457,27.75266
1446,85.41446,27.75269
1447,85.40697,27.74445
1448,85.40715,27.74429
1449,85.40423,27.74579
1450,85.40443,27.74596
1451,85.40425,27.74819
1452,85.33072,27.66710
1453,85.32952,27.66722
1454,85.32938,27.66720
1455,85.32617,27.66698
1456,85.32749,27.66707
1457,85.32783,27.66637
1458,85.32690,27.66743
1459,85.32763,27.66650
1460,85.32711,27.66749
1461,85.32602,27.66740
1462,85.32702,27.66752
1463,85.32686,27.66693
1464,85.31697,27.67112
1465,85.31582,27.66748
1466,85.31589,27.67014
1467,85.31581,27.66763
1468,85.31374,27.67508
1469,85.31015,27.66292
1470,85.30982,27.66303
1471,85.31407,27.66399
1472,85.31542,27.66325
1473,85.31625,27.66479
1474,85.31581,27.66261
1475,85.31567,27.66252
1476,85.32558,27.66729
1477,85.32457,27.66645
1478,85.32310,27.66050
1479,85.32159,27.65945
1480,85.32164,27.65958
1481,85.32255,27.65943
1482,85.32542,27.66646
1483,85.32567,27.66654
1484,85.32446,27.66809
1485,85.34410,27.68839
1486,85.35364,27.73563
1487,85.35347,27.73570
1488,85.34596,27.69327
1489,85.34669,27.69455
1490,85.34076,27.68828
1491,85.34085,27.68821
1492,85.34097,27.69187
1493,85.34163,27.69650
1494,85.34151,27.69649
1495,85.34362,27.69603
1496,85.34401,27.69615
1497,85.34390,27.69610
1498,85.34414,27.69608
1499,85.34269,27.69761
1500,85.34255,27.69769
1501,85.30710,27.73838
1502,85.29776,27.72627
1503,85.30693,27.73809
1504,85.30655,27.73737
1505,85.33187,27.66768
1506,85.32600,27.66910
1507,85.33172,27.66766
1508,85.32509,27.66896
1509,85.25998,27.71485
1510,85.25995,27.71504
1511,85.25989,27.71471
1512,85.29813,27.72553
1513,85.29819,27.72529
1514,85.27690,27.71105
1515,85.34432,27.69575
1516,85.32937,27.68524
1517,85.31339,27.72654
1518,85.31338,27.72634
1519,85.33069,27.72317
1520,85.31279,27.73544
1521,85.33070,27.72324
1522,85.31286,27.73568
1523,85.31333,27.72644
1524,85.31990,27.64235
1525,85.31942,27.64243
1526,85.31918,27.64252
1527,85.32099,27.64018
1528,85.31830,27.64025
1529,85.32126,27.64005
1530,85.31920,27.63577
1531,85.31833,27.63763
1532,85.31763,27.75110
1533,85.32000,27.75039
1534,85.32190,27.74141
1535,85.31990,27.63456
1536,85.31958,27.63462
1537,85.32226,27.63437
1538,85.32218,27.63428
1539,85.32009,27.63452
1540,85.32068,27.63026
1541,85.32040,27.63026
1542,85.32070,27.63038
1543,85.32058,27.63020
1544,85.31958,27.62938
1545,85.32034,27.62977
1546,85.35295,27.73302
1547,85.35316,27.73289
1548,85.35305,27.73307
1549,85.35214,27.73225
1550,85.34144,27.70565
1551,85.34113,27.70371
1552,85.34964,27.72739
1553,85.34958,27.72733
1554,85.34231,27.70347
1555,85.34396,27.70594
1556,85.34215,27.70297
1557,85.34213,27.70322
1558,85.34228,27.70303
1559,85.34432,27.70584
1560,85.34416,27.70581
1561,85.34340,27.70428
1562,85.34410,27.70603
1563,85.34369,27.70383
1564,85.34333,27.70392
1565,85.34343,27.70398
1566,85.34401,27.69805
1567,85.34579,27.69413
1568,85.31966,27.67399
1569,85.31821,27.67388
1570,85.31822,27.67372
1571,85.32930,27.67441
1572,85.28018,27.70415
1573,85.28055,27.70426
1574,85.22796,27.72469
1575,85.22803,27.72460
1576,85.28081,27.70938
1577,85.28069,27.70953
1578,85.28078,27.70963
1579,85.28099,27.70960
1580,85.28155,27.70543
1581,85.32082,27.68556
1582,85.32276,27.68557
1583,85.32255,27.68570
1584,85.24109,27.72681
1585,85.34472,27.69392
1586,85.34449,27.69389
1587,85.34483,27.69390
1588,85.34458,27.69384
1589,85.34527,27.69412
1590,85.34536,27.69399
1591,85.31586,27.67503
1592,85.31647,27.67459
1593,85.31629,27.67461
1594,85.31564,27.67501
1595,85.31643,27.67443
1596,85.31583,27.67527
1597,85.31595,27.67519
1598,85.31573,27.67491
1599,85.34699,27.68949
1600,85.31297,27.67528
1601,85.31277,27.67527
1602,85.31310,27.67520
1603,85.34434,27.66789
1604,85.34391,27.65950
1605,85.30549,27.67488
1606,85.32042,27.68595
1607,85.34073,27.69848
1608,85.38586,27.72261
1609,85.30237,27.67072
1610,85.30229,27.67101
1611,85.33871,27.69907
1612,85.33887,27.69902
1613,85.40462,27.72584
1614,85.40352,27.72749
1615,85.40316,27.72735
1616,85.33943,27.69911
1617,85.41145,27.72518
1618,85.41091,27.72537
1619,85.32708,27.65840
1620,85.32734,27.65835
1621,85.32871,27.65812
1622,85.32844,27.65817
1623,85.46108,27.72850
1624,85.26267,27.68654
1625,85.43363,27.72990
1626,85.33568,27.64635
1627,85.32035,27.67293
1628,85.32042,27.67303
1629,85.32886,27.67766
1630,85.42374,27.74356
1631,85.41912,27.72690
1632,85.41943,27.72709
1633,85.43166,27.75142
1634,85.42684,27.71559
1635,85.43293,27.71692
1636,85.43280,27.71697
1637,85.44425,27.71600
1638,85.43242,27.71702
1639,85.42676,27.71572
1640,85.37511,27.64140
1641,85.34872,27.65683
1642,85.34180,27.65256
1643,85.34886,27.65697
1644,85.34187,27.65253
1645,85.30872,27.70877
1646,85.29403,27.69838
1647,85.29348,27.69846
1648,85.30511,27.70746
1649,85.29329,27.69827
1650,85.29369,27.69844
1651,85.29621,27.70041
1652,85.29630,27.70073
1653,85.29610,27.70041
1654,85.29627,27.70060
1655,85.29579,27.70030
1656,85.29603,27.70070
1657,85.29513,27.70031
1658,85.29580,27.63567
1659,85.30201,27.63701
1660,85.29555,27.63582
1661,85.29553,27.63560
1662,85.29543,27.63566
1663,85.30180,27.63734
1664,85.33487,27.69020
1665,85.33833,27.70269
1666,85.35189,27.69951
1667,85.35088,27.69806
1668,85.35133,27.69934
1669,85.34096,27.68875
1670,85.34129,27.68893
1671,85.31495,27.65553
1672,85.31492,27.65559
1673,85.32727,27.67177
1674,85.32452,27.59792
1675,85.32414,27.59803
1676,85.32448,27.59807
1677,85.32009,27.58830
1678,85.31998,27.58822
1679,85.33318,27.59181
1680,85.34238,27.56703
1681,85.34221,27.56701
1682,85.34266,27.56437
1683,85.34162,27.56686
1684,85.32945,27.56541
1685,85.32941,27.56524
1686,85.32019,27.65798
1687,85.31997,27.65811
1688,85.32867,27.67075
1689,85.32012,27.65788
1690,85.35669,27.68556
1691,85.35683,27.68551
1692,85.33630,27.66454
1693,85.33580,27.66439
1694,85.35671,27.68564
1695,85.35702,27.68550
1696,85.33573,27.66459
1697,85.37919,27.70611
1698,85.37911,27.70623
1699,85.37893,27.70670
1700,85.37901,27.70649
1701,85.34758,27.62433
1702,85.34760,27.62469
1703,85.35095,27.61736
1704,85.34785,27.62447
1705,85.35132,27.61767
1706,85.35122,27.61745
1707,85.34773,27.62428
1708,85.34755,27.62448
1709,85.35400,27.64901
1710,85.36294,27.64833
1711,85.36256,27.64859
1712,85.35390,27.64892
1713,85.37739,27.63004
1714,85.36249,27.64849
1715,85.38597,27.63239
1716,85.36249,27.64836
1717,85.37730,27.62973
1718,85.35939,27.64757
1719,85.37756,27.63005
1720,85.38605,27.63231
1721,85.36061,27.64503
1722,85.32810,27.66280
1723,85.33140,27.66661
1724,85.37207,27.62545
1725,85.32323,27.65744
1726,85.32825,27.66289
1727,85.37294,27.62589
1728,85.35578,27.61130
1729,85.37667,27.60406
1730,85.35583,27.61651
1731,85.37677,27.60146
1732,85.35546,27.61665
1733,85.35584,27.61120
1734,85.37678,27.60125
1735,85.37676,27.60382
1736,85.37354,27.60925
1737,85.37366,27.60949
1738,85.24970,27.62617
1739,85.24545,27.60917
1740,85.24526,27.60882
1741,85.25410,27.61850
1742,85.25413,27.61858
1743,85.25421,27.61851
1744,85.25401,27.61860
1745,85.26375,27.61418
1746,85.25193,27.60275
1747,85.26414,27.61343
1748,85.25191,27.60265
1749,85.26416,27.61326
1750,85.25181,27.60266
1751,85.35886,27.62261
1752,85.35888,27.62269
1753,85.27056,27.64836
1754,85.27912,27.63789
1755,85.27960,27.64211
1756,85.26522,27.62036
1757,85.36414,27.61302
1758,85.36437,27.61283
1759,85.36366,27.61561
1760,85.36419,27.61278
1761,85.26472,27.62745
1762,85.26478,27.62745
1763,85.26202,27.60999
1764,85.26462,27.62746
1765,85.25902,27.59103
1766,85.26058,27.59647
1767,85.27736,27.60285
1768,85.26378,27.59743
1769,85.26348,27.59823
1770,85.26366,27.59818
1771,85.33137,27.69830
1772,85.33249,27.74079
1773,85.23928,27.68946
1774,85.23924,27.68936
1775,85.23961,27.68934
1776,85.26610,27.68697
1777,85.26610,27.68667
1778,85.24061,27.68692
1779,85.24078,27.68691
1780,85.23491,27.67638
1781,85.23280,27.68095
1782,85.23479,27.67613
1783,85.23777,27.68509
1784,85.23267,27.68076
1785,85.24083,27.67890
1786,85.23159,27.67292
1787,85.24113,27.67853
1788,85.23252,27.68074
1789,85.24124,27.67864
1790,85.23771,27.68533
1791,85.22808,27.67267
1792,85.22573,27.68681
1793,85.21884,27.69085
1794,85.23577,27.68795
1795,85.21537,27.69503
1796,85.23716,27.68845
1797,85.22964,27.69192
1798,85.21883,27.69062
1799,85.21565,27.69502
1800,85.21560,27.69565
1801,85.22556,27.68690
1802,85.22567,27.68673
1803,85.22022,27.69390
1804,85.22410,27.68632
1805,85.21513,27.69501
1806,85.21603,27.69569
1807,85.21559,27.69494
1808,85.21170,27.68769
1809,85.21210,27.68742
1810,85.21200,27.68793
1811,85.21177,27.68761
1812,85.21177,27.68788
1813,85.21214,27.68773
1814,85.37966,27.59238
1815,85.31899,27.79017
1816,85.31884,27.78990
1817,85.31346,27.79889
1818,85.33224,27.79723
1819,85.31368,27.79895
1820,85.31342,27.79885
1821,85.33212,27.79736
1822,85.33231,27.79706
1823,85.32088,27.78471
1824,85.31086,27.73534
1825,85.31514,27.74179
1826,85.32628,27.74834
1827,85.31525,27.74179
1828,85.32620,27.74840
1829,85.31077,27.73529
1830,85.31511,27.74191
1831,85.31087,27.73543
1832,85.31537,27.74185
1833,85.22855,27.70808
1834,85.23932,27.66557
1835,85.25040,27.67162
1836,85.19192,27.70348
1837,85.20418,27.70129
1838,85.25065,27.67181
1839,85.21159,27.70454
1840,85.22848,27.70834
1841,85.25069,27.67175
1842,85.19187,27.70331
1843,85.21139,27.70452
1844,85.23948,27.66565
1845,85.21153,27.70434
1846,85.23590,27.70255
1847,85.23096,27.70506
1848,85.24959,27.66992
1849,85.31236,27.78731
1850,85.32903,27.77053
1851,85.32892,27.77074
1852,85.32906,27.77085
1853,85.30583,27.63908
1854,85.30575,27.63907
1855,85.30596,27.63901
1856,85.30558,27.64009
1857,85.37400,27.64220
1858,85.37007,27.64743
1859,85.37082,27.64767
1860,85.30045,27.65826
1861,85.30544,27.66067
1862,85.30047,27.65836
1863,85.39455,27.62327
1864,85.39602,27.62783
1865,85.39445,27.62362
1866,85.39619,27.62785
1867,85.38900,27.63701
1868,85.37918,27.64143
1869,85.37895,27.64127
1870,85.29401,27.71725
1871,85.32167,27.61238
1872,85.31741,27.62679
1873,85.32124,27.61388
1874,85.32241,27.61428
1875,85.32255,27.61446
1876,85.31842,27.62326
1877,85.32122,27.61397
1878,85.32273,27.61278
1879,85.32269,27.61444
1880,85.32037,27.61941
1881,85.32250,27.61402
1882,85.32107,27.61357
1883,85.32218,27.61292
1884,85.33167,27.66442
1885,85.42439,27.66889
1886,85.42634,27.66882
1887,85.28998,27.71088
1888,85.28757,27.71377
1889,85.28983,27.71111
1890,85.28895,27.71408
1891,85.28901,27.71396
1892,85.29001,27.71107
1893,85.28995,27.71054
1894,85.32067,27.68903
1895,85.32210,27.68885
1896,85.32305,27.69110
1897,85.32270,27.69103
1898,85.32298,27.69121
1899,85.32276,27.69079
1900,85.32263,27.69086
1901,85.37283,27.67301
1902,85.32431,27.68979
1903,85.37152,27.59806
1904,85.37139,27.59800
1905,85.37111,27.59824
1906,85.37145,27.59803
1907,85.37133,27.59795
1908,85.37100,27.59883
1909,85.37260,27.59937
1910,85.32459,27.69006
1911,85.32472,27.69036
1912,85.32668,27.69226
1913,85.32662,27.69235
1914,85.27935,27.75633
1915,85.27800,27.75615
1916,85.27931,27.75808
1917,85.29170,27.75427
1918,85.43872,27.74492
1919,85.44715,27.74828
1920,85.43877,27.74480
1921,85.35126,27.61787
1922,85.32748,27.79849
1923,85.30230,27.71761
1924,85.26909,27.68655
1925,85.26919,27.68669
1926,85.38724,27.65782
1927,85.39578,27.65920
1928,85.38883,27.65768
1929,85.44670,27.75489
1930,85.44666,27.75474
1931,85.39135,27.65484
1932,85.39134,27.65300
1933,85.45455,27.75314
1934,85.45465,27.75303
1935,85.39334,27.63795
1936,85.39344,27.63774
1937,85.43938,27.75041
1938,85.28987,27.75917
1939,85.28983,27.75940
1940,85.38334,27.65060
1941,85.29579,27.75265
1942,85.29573,27.75253
1943,85.37032,27.65900
1944,85.48057,27.74745
1945,85.48043,27.74749
1946,85.50176,27.73787
1947,85.48034,27.74738
1948,85.51084,27.74340
1949,85.51072,27.74329
1950,85.36435,27.61299
1951,85.33125,27.69490
1952,85.49634,27.74966
1953,85.49654,27.74967
1954,85.49634,27.75064
1955,85.49717,27.75017
1956,85.49682,27.75023
1957,85.49645,27.74950
1958,85.49696,27.75023
1959,85.49729,27.76460
1960,85.49731,27.76471
1961,85.49733,27.76446
1962,85.29813,27.78958
1963,85.49852,27.74888
1964,85.28974,27.78664
1965,85.50398,27.76158
1966,85.50419,27.76162
1967,85.50409,27.76172
1968,85.28114,27.77523
1969,85.27901,27.77277
1970,85.27884,27.77284
1971,85.28109,27.76844
1972,85.25967,27.77524
1973,85.34770,27.67684
1974,85.34679,27.67550
1975,85.35622,27.67882
1976,85.34523,27.67479
1977,85.35635,27.67896
1978,85.34772,27.67673
1979,85.34392,27.67836
1980,85.34768,27.67669
1981,85.34380,27.67837
1982,85.34631,27.67530
1983,85.34327,27.67782
1984,85.34339,27.67778
1985,85.35848,27.68741
1986,85.36389,27.68226
1987,85.36392,27.68247
1988,85.34937,27.62461
1989,85.34840,27.62740
1990,85.34897,27.62728
1991,85.35095,27.62593
1992,85.35118,27.62167
1993,85.35577,27.60912
1994,85.35550,27.60899
1995,85.34893,27.62739
1996,85.34860,27.62734
1997,85.35455,27.61885
1998,85.35481,27.61893
1999,85.35081,27.62612
2000,85.34876,27.62747
2001,85.34850,27.62751
2002,85.35459,27.61866
2003,85.32986,27.63191
2004,85.34409,27.62948
2005,85.34344,27.63324
2006,85.34527,27.63136
2007,85.46974,27.70138
2008,85.46949,27.70084
2009,85.46981,27.70127
2010,85.46936,27.70124
2011,85.46984,27.70121
2012,85.46888,27.70059
2013,85.46923,27.70112
2014,85.46955,27.70132
2015,85.37009,27.74118
2016,85.36996,27.74116
2017,85.37030,27.74122
2018,85.36984,27.74128
2019,85.37000,27.74132
2020,85.39520,27.76392
2021,85.39532,27.76415
2022,85.38920,27.75748
2023,85.38916,27.75738
2024,85.38909,27.75747
2025,85.39044,27.75287
2026,85.39047,27.75301
2027,85.38519,27.74954
2028,85.37662,27.74750
2029,85.36704,27.75257
2030,85.40627,27.65430
2031,85.42626,27.65276
2032,85.42893,27.63426
2033,85.42903,27.63403
2034,85.42897,27.63415
2035,85.41145,27.75576
2036,85.41163,27.75567
2037,85.39931,27.74141
2038,85.39969,27.74129
2039,85.47843,27.72235
2040,85.48130,27.72002
2041,85.47834,27.72224
2042,85.47845,27.72218
2043,85.48071,27.72063
2044,85.42516,27.66903
2045,85.36800,27.75498
2046,85.36798,27.75479
2047,85.36762,27.76243
2048,85.36769,27.76247
2049,85.36564,27.76260
2050,85.36561,27.76275
2051,85.36540,27.76276
2052,85.35418,27.75407
2053,85.29108,27.62740
2054,85.29127,27.62735
2055,85.27511,27.61843
2056,85.28126,27.61569
2057,85.28124,27.61586
2058,85.28509,27.62643
2059,85.28521,27.62657
2060,85.33425,27.70231
2061,85.33392,27.70228
2062,85.33387,27.70217
2063,85.32709,27.70253
2064,85.33314,27.70546
2065,85.33301,27.70544
2066,85.33073,27.70903
2067,85.35327,27.72662
2068,85.30493,27.63576
2069,85.30545,27.63584
2070,85.31447,27.76928
2071,85.31470,27.76934
2072,85.30343,27.74183
2073,85.31451,27.76910
2074,85.31217,27.76392
2075,85.30325,27.62986
2076,85.29540,27.60694
2077,85.29521,27.60685
2078,85.30439,27.62767
2079,85.30464,27.62845
2080,85.30511,27.61874
2081,85.30511,27.61884
2082,85.28360,27.56976
2083,85.30272,27.56625
2084,85.31389,27.57169
2085,85.30789,27.58341
2086,85.31386,27.57158
2087,85.31197,27.57318
2088,85.30770,27.58343
2089,85.30794,27.58364
2090,85.31185,27.57322
2091,85.31394,27.57167
2092,85.31262,27.60192
2093,85.34879,27.77717
2094,85.34894,27.77659
2095,85.34907,27.77657
2096,85.34508,27.75916
2097,85.36503,27.67522
2098,85.36441,27.78017
2099,85.36478,27.78003
2100,85.36460,27.78016
2101,85.36942,27.78942
2102,85.36945,27.78956
2103,85.37012,27.77703
2104,85.36498,27.54574
2105,85.36506,27.54551
2106,85.35142,27.54658
2107,85.36515,27.54577
2108,85.38415,27.54583
2109,85.37689,27.54733
2110,85.37723,27.54720
2111,85.37734,27.54725
2112,85.33895,27.72828
2113,85.33899,27.72838
2114,85.33912,27.73264
2115,85.33929,27.73257
2116,85.48941,27.72267
2117,85.25026,27.68352
2118,85.25004,27.68371
2119,85.25029,27.68461
2120,85.49862,27.71428
2121,85.48503,27.71495
2122,85.50776,27.70933
2123,85.48720,27.71051
2124,85.48736,27.71048
2125,85.45967,27.65479
2126,85.46015,27.65351
2127,85.46272,27.65728
2128,85.46291,27.65719
2129,85.46424,27.64931
2130,85.46416,27.64943
2131,85.47484,27.65160
2132,85.32728,27.63845
2133,85.32735,27.63835
2134,85.32734,27.63856
2135,85.32489,27.62127
2136,85.32709,27.62537
2137,85.32700,27.62486
2138,85.33944,27.64590
2139,85.32705,27.62498
2140,85.32714,27.62523
2141,85.32704,27.62538
2142,85.34195,27.63762
2143,85.33925,27.64206
2144,85.27446,27.72231
2145,85.28073,27.72060
2146,85.30380,27.73759
2147,85.30374,27.73748
2148,85.30412,27.73756
2149,85.30416,27.73743
2150,85.30903,27.66731
2151,85.30816,27.67254
2152,85.30921,27.66760
2153,85.30817,27.67243
2154,85.30853,27.66761
2155,85.30901,27.66749
2156,85.30895,27.66736
2157,85.32117,27.65775
2158,85.44037,27.65497
2159,85.44035,27.65488
2160,85.45380,27.65400
2161,85.45391,27.65404
2162,85.47972,27.65376
2163,85.42432,27.67650
2164,85.42629,27.67545
2165,85.42639,27.67561
2166,85.42432,27.67666
2167,85.30634,27.73918
2168,85.30436,27.73625
2169,85.30649,27.73923
2170,85.32272,27.66834
2171,85.32289,27.66831
2172,85.32261,27.66803
2173,85.32259,27.66832
2174,85.32239,27.66823
2175,85.32278,27.66799
2176,85.32475,27.67004
2177,85.30760,27.66796
2178,85.30764,27.66815
2179,85.36329,27.69114
2180,85.36398,27.69132
2181,85.31558,27.67275
2182,85.29445,27.67789
2183,85.29470,27.67712
2184,85.29420,27.67773
2185,85.29445,27.67695
2186,85.29404,27.67720
2187,85.29507,27.67763
2188,85.29554,27.67750
2189,85.28193,27.69185
2190,85.29420,27.67678
2191,85.29471,27.67834
2192,85.29395,27.67754
2193,85.29471,27.67806
2194,85.34469,27.70974
2195,85.34452,27.70987
2196,85.34538,27.70966
2197,85.34431,27.70985
2198,85.34424,27.70951
2199,85.34927,27.59150
2200,85.34946,27.58683
2201,85.34917,27.59145
