#,,"generated_by='OpenQuake engine 3.12.0', start_date='2022-03-22T12:41:52', checksum=3502110342"
site_id,lon,lat
685,85.45723,27.63165
686,85.46394,27.64356
687,85.37974,27.72120
688,85.45102,27.64932
689,85.45102,27.64921
690,85.45894,27.64555
691,85.31419,27.72823
692,85.31383,27.72818
693,85.32425,27.72648
694,85.32546,27.72619
695,85.32501,27.72700
696,85.32399,27.72369
697,85.32402,27.72361
698,85.32532,27.72607
699,85.33270,27.69359
700,85.33377,27.69456
701,85.33546,27.69445
702,85.33235,27.69314
703,85.33254,27.69263
704,85.33361,27.69474
705,85.33456,27.69448
706,85.33441,27.69440
707,85.33269,27.69354
708,85.33281,27.69353
709,85.41938,27.66482
710,85.41194,27.66184
711,85.44464,27.67965
712,85.31351,27.73731
713,85.33523,27.69468
714,85.33700,27.69806
715,85.33720,27.69699
716,85.33726,27.69584
717,85.40082,27.65761
718,85.30809,27.72531
719,85.30796,27.72559
720,85.31231,27.72585
721,85.30653,27.72610
722,85.31034,27.73120
723,85.30668,27.72632
724,85.31077,27.72971
725,85.30809,27.72614
726,85.31074,27.72987
727,85.30771,27.72633
728,85.31053,27.73127
729,85.31079,27.72737
730,85.30776,27.72627
731,85.31052,27.73366
732,85.31090,27.72983
733,85.31077,27.72750
734,85.31086,27.73349
735,85.31037,27.73127
736,85.36878,27.69561
737,85.35798,27.67187
738,85.35795,27.67394
739,85.35968,27.67576
740,85.35983,27.67567
741,85.35979,27.67518
742,85.35954,27.67570
743,85.36129,27.67693
744,85.33817,27.69605
745,85.33812,27.69609
746,85.33815,27.69617
747,85.33567,27.69500
748,85.33554,27.69507
749,85.33577,27.69497
750,85.33653,27.69508
751,85.33672,27.69223
752,85.30880,27.72119
753,85.30894,27.72114
754,85.30940,27.72188
755,85.30890,27.72171
756,85.30891,27.72193
757,85.30956,27.72185
758,85.31372,27.72563
759,85.31012,27.71842
760,85.30870,27.72181
761,85.31358,27.72546
762,85.30871,27.72189
763,85.30857,27.72404
764,85.37111,27.71526
765,85.36955,27.71597
766,85.36984,27.71571
767,85.37269,27.71656
768,85.36984,27.71584
769,85.37262,27.71639
770,85.37160,27.71509
771,85.36645,27.71930
772,85.36676,27.72052
773,85.36995,27.72044
774,85.36997,27.72052
775,85.36579,27.71984
776,85.36757,27.71476
777,85.36637,27.71500
778,85.36838,27.71412
779,85.38051,27.67485
780,85.35967,27.67785
781,85.31085,27.72298
782,85.31051,27.72309
783,85.31072,27.72288
784,85.30151,27.70979
785,85.41610,27.66703
786,85.40853,27.67464
787,85.40937,27.67411
788,85.40860,27.67475
789,85.36330,27.77465
790,85.36488,27.76812
791,85.36485,27.76795
792,85.36457,27.76811
793,85.36506,27.76828
794,85.36498,27.76811
795,85.35524,27.76768
796,85.34114,27.67502
797,85.35232,27.72190
798,85.35233,27.72203
799,85.35267,27.72281
800,85.35252,27.72197
801,85.35747,27.72555
802,85.35716,27.72531
803,85.35800,27.72558
804,85.35739,27.72563
805,85.35555,27.72332
806,85.36290,27.72985
807,85.36295,27.73021
808,85.36300,27.73051
809,85.35592,27.60927
810,85.36573,27.60330
811,85.35618,27.60923
812,85.35579,27.60901
813,85.35563,27.60905
814,85.33604,27.69281
815,85.33587,27.69289
816,85.31294,27.71984
817,85.31360,27.71838
818,85.33643,27.69763
819,85.33960,27.69691
820,85.41496,27.63907
821,85.41503,27.63891
822,85.41512,27.63877
823,85.41087,27.65054
824,85.41097,27.65044
825,85.40684,27.64651
826,85.41801,27.65226
827,85.40828,27.66254
828,85.36166,27.77710
829,85.36134,27.77861
830,85.36377,27.77553
831,85.35256,27.78010
832,85.36282,27.77660
833,85.36268,27.77662
834,85.35249,27.76788
835,85.35578,27.78283
836,85.36418,27.77536
837,85.35277,27.76796
838,85.36248,27.77685
839,85.40462,27.67096
840,85.40463,27.67120
841,85.40489,27.67115
842,85.40412,27.66842
843,85.40661,27.66936
844,85.40671,27.66932
845,85.40480,27.67103
846,85.40499,27.67103
847,85.40435,27.66948
848,85.40412,27.66826
849,85.34353,27.67082
850,85.36662,27.68282
851,85.38700,27.67470
852,85.36706,27.68297
853,85.36669,27.68292
854,85.36672,27.68105
855,85.44116,27.70121
856,85.33974,27.67237
857,85.45099,27.70128
858,85.38289,27.68067
859,85.37484,27.67964
860,85.37654,27.68160
861,85.38590,27.67750
862,85.37546,27.67969
863,85.37553,27.67984
864,85.44767,27.69269
865,85.36818,27.69713
866,85.29796,27.70847
867,85.38993,27.68934
868,85.39219,27.68640
869,85.39205,27.68975
870,85.38822,27.68554
871,85.38623,27.68515
872,85.39023,27.68287
873,85.38870,27.68511
874,85.38856,27.68519
875,85.38885,27.68858
876,85.39227,27.68641
877,85.34345,27.67105
878,85.29852,27.70077
879,85.29857,27.70046
880,85.34075,27.67261
881,85.34796,27.66093
882,85.34073,27.67252
883,85.34912,27.66724
884,85.34766,27.66101
885,85.30097,27.70869
886,85.30085,27.70895
887,85.29406,27.70190
888,85.29445,27.70181
889,85.29484,27.70331
890,85.35058,27.73624
891,85.35086,27.73603
892,85.35078,27.73366
893,85.34985,27.73334
894,85.34944,27.73296
895,85.35095,27.73364
896,85.35085,27.73255
897,85.34325,27.69724
898,85.34329,27.69710
899,85.34318,27.69718
900,85.34399,27.69696
901,85.34199,27.69874
902,85.34255,27.70036
903,85.34243,27.70040
904,85.34038,27.69359
905,85.38351,27.66880
906,85.38295,27.66690
907,85.38349,27.66871
908,85.38791,27.66745
909,85.38587,27.67222
910,85.38610,27.67227
911,85.30731,27.75034
912,85.30727,27.75042
913,85.30625,27.75687
914,85.30710,27.75042
915,85.31295,27.72321
916,85.30067,27.76210
917,85.31149,27.75944
918,85.30734,27.75082
919,85.30552,27.74297
920,85.30707,27.75033
921,85.30703,27.75066
922,85.30540,27.74928
923,85.34007,27.69295
924,85.30553,27.71466
925,85.30521,27.71475
926,85.30525,27.71475
927,85.30574,27.71457
928,85.46537,27.66991
929,85.46500,27.66971
930,85.46470,27.66946
931,85.31993,27.70261
932,85.46855,27.66299
933,85.47076,27.66677
934,85.46924,27.66302
935,85.48298,27.66475
936,85.48132,27.67789
937,85.48078,27.67022
938,85.47348,27.67828
939,85.48142,27.67785
940,85.48058,27.67020
941,85.48141,27.67800
942,85.47326,27.67828
943,85.31109,27.66807
944,85.47977,27.68636
945,85.48538,27.68206
946,85.48552,27.68204
947,85.48531,27.68215
948,85.48572,27.68219
949,85.31143,27.74518
950,85.31236,27.74310
951,85.31135,27.74531
952,85.31129,27.74543
953,85.31436,27.74427
954,85.34219,27.72699
955,85.34230,27.72865
956,85.34197,27.72711
957,85.34334,27.72570
958,85.31863,27.72056
959,85.34176,27.72692
960,85.34185,27.72670
961,85.38201,27.68789
962,85.38233,27.68778
963,85.38823,27.67945
964,85.38635,27.68076
965,85.38398,27.67548
966,85.38365,27.67618
967,85.38373,27.67601
968,85.38340,27.67629
969,85.38646,27.68089
970,85.38382,27.67536
971,85.37683,27.70760
972,85.37706,27.70751
973,85.37688,27.70720
974,85.36410,27.69227
975,85.36183,27.69211
976,85.36733,27.69253
977,85.36773,27.69260
978,85.36150,27.69223
979,85.36730,27.69241
980,85.35029,27.70657
981,85.34489,27.70930
982,85.34504,27.70976
983,85.31274,27.65973
984,85.32822,27.63063
985,85.32988,27.63180
986,85.32812,27.63067
987,85.32978,27.63174
988,85.45962,27.70608
989,85.30370,27.71056
990,85.30352,27.71055
991,85.30370,27.71066
992,85.30414,27.71059
993,85.30298,27.71288
994,85.30335,27.71591
995,85.30324,27.71599
996,85.31878,27.70354
997,85.32035,27.73232
998,85.29866,27.73519
999,85.29874,27.73303
1000,85.30979,27.68488
1001,85.30851,27.68648
1002,85.31044,27.68946
1003,85.30856,27.68615
1004,85.31046,27.68953
1005,85.31113,27.68917
1006,85.30828,27.68645
1007,85.30844,27.68614
1008,85.31107,27.68934
1009,85.33137,27.76626
1010,85.33097,27.76632
1011,85.33084,27.76630
1012,85.46992,27.70858
1013,85.47985,27.69678
1014,85.48037,27.69660
1015,85.48023,27.69663
1016,85.47989,27.69665
1017,85.47850,27.69471
1018,85.47792,27.69276
1019,85.47557,27.69201
1020,85.47549,27.69199
1021,85.40243,27.69364
1022,85.32678,27.75560
1023,85.32487,27.75078
1024,85.32695,27.75565
1025,85.32658,27.75538
1026,85.32487,27.75068
1027,85.32574,27.75551
1028,85.32482,27.75047
1029,85.32380,27.73828
1030,85.32214,27.73810
1031,85.32184,27.73841
1032,85.33543,27.75205
1033,85.33685,27.74926
1034,85.33853,27.75156
1035,85.32351,27.73836
1036,85.32384,27.73843
1037,85.33676,27.74937
1038,85.32292,27.71851
1039,85.32312,27.71847
1040,85.32284,27.71878
1041,85.49050,27.69103
1042,85.50299,27.68491
1043,85.48958,27.69510
1044,85.50311,27.68502
1045,85.48959,27.69497
1046,85.48417,27.69818
1047,85.48408,27.69826
1048,85.48403,27.69816
1049,85.50287,27.68525
1050,85.50288,27.68496
1051,85.50285,27.68510
1052,85.36195,27.72902
1053,85.36177,27.72910
1054,85.36303,27.73222
1055,85.36350,27.73185
1056,85.36290,27.73222
1057,85.36359,27.73159
1058,85.36490,27.73108
1059,85.30446,27.70016
1060,85.31333,27.68913
1061,85.31336,27.68927
1062,85.31655,27.68206
1063,85.31422,27.68887
1064,85.31414,27.68871
1065,85.31231,27.68880
1066,85.46568,27.68768
1067,85.46561,27.68777
1068,85.30397,27.69413
1069,85.30377,27.69406
1070,85.30408,27.69547
1071,85.35637,27.66617
1072,85.35771,27.65909
1073,85.35741,27.65798
1074,85.35425,27.66006
1075,85.35440,27.65976
1076,85.35427,27.65957
1077,85.35434,27.65995
1078,85.34942,27.66191
1079,85.36831,27.72869
1080,85.36845,27.72865
1081,85.36905,27.72610
1082,85.36929,27.72611
1083,85.36911,27.72598
1084,85.36782,27.72213
1085,85.37050,27.72425
1086,85.37117,27.72327
1087,85.37127,27.72323
1088,85.37415,27.72499
1089,85.37402,27.72500
1090,85.37452,27.72542
1091,85.37433,27.72542
1092,85.37411,27.72513
1093,85.37195,27.72016
1094,85.37185,27.72000
1095,85.37582,27.72500
1096,85.37570,27.72518
1097,85.37540,27.72513
1098,85.37672,27.72512
1099,85.37703,27.72696
1100,85.37685,27.72676
1101,85.38563,27.73732
1102,85.37395,27.73047
1103,85.37395,27.73032
1104,85.37409,27.73114
1105,85.37396,27.73119
1106,85.37674,27.73351
1107,85.38679,27.73876
1108,85.34781,27.72016
1109,85.34542,27.71649
1110,85.34549,27.71658
1111,85.34573,27.71641
1112,85.34056,27.71461
1113,85.34030,27.71470
1114,85.34909,27.67186
1115,85.34902,27.67189
1116,85.34881,27.67155
1117,85.35049,27.67181
1118,85.35046,27.67206
1119,85.35049,27.67199
1120,85.35119,27.67225
1121,85.30047,27.69670
1122,85.30017,27.69660
1123,85.30011,27.69657
1124,85.30009,27.69670
1125,85.30043,27.69664
1126,85.37107,27.69892
1127,85.37105,27.69877
1128,85.35231,27.67110
1129,85.28336,27.68966
