#,,,,"generated_by='OpenQuake engine 3.12.0', start_date='2022-03-22T06:37:34', checksum=3502110342"
event_id,rup_id,rlz_id,year,ses_id
174,169,2559,1,1
175,170,3472,1,1
176,171,4389,1,1
177,172,8755,1,1
178,173,2779,1,1
179,174,9390,1,1
180,175,6251,1,1
181,176,9960,1,1
182,177,3195,1,1
183,178,6704,1,1
184,179,1185,1,1
185,180,7160,1,1
186,181,1700,1,1
187,182,2934,1,1
188,183,3803,1,1
189,184,4731,1,1
190,185,6821,1,1
191,186,8111,1,1
192,187,9398,1,1
193,188,9227,1,1
194,189,1494,1,1
195,190,4989,1,1
196,191,5192,1,1
197,192,9566,1,1
198,193,8796,1,1
199,194,6269,1,1
200,195,8482,1,1
201,196,5523,1,1
202,197,41,1,1
203,198,7077,1,1
204,199,8136,1,1
205,200,1689,1,1
206,201,6240,1,1
207,202,903,1,1
208,203,361,1,1
209,204,5465,1,1
210,205,7716,1,1
211,206,301,1,1
212,207,296,1,1
213,208,7601,1,1
214,209,5379,1,1
215,210,6514,1,1
216,211,7906,1,1
217,212,886,1,1
218,213,5128,1,1
219,214,9874,1,1
220,215,2546,1,1
221,216,3437,1,1
222,217,5730,1,1
223,218,7906,1,1
224,219,7789,1,1
225,220,3116,1,1
226,221,1592,1,1
227,222,7787,1,1
228,223,5480,1,1
229,224,9146,1,1
230,225,1059,1,1
231,226,311,1,1
232,227,870,1,1
233,228,7407,1,1
234,229,9443,1,1
235,230,327,1,1
236,231,5326,1,1
237,232,423,1,1
238,233,6895,1,1
239,234,2977,1,1
240,235,3285,1,1
241,236,6902,1,1
242,237,785,1,1
243,237,9484,1,1
244,238,3169,1,1
245,239,980,1,1
246,240,5174,1,1
247,241,5754,1,1
248,242,8982,1,1
249,243,9581,1,1
250,244,2068,1,1
251,245,981,1,1
252,246,2287,1,1
253,247,1283,1,1
254,248,6264,1,1
255,249,9398,1,1
256,250,7672,1,1
257,251,9649,1,1
258,252,5652,1,1
259,253,6263,1,1
260,254,2656,1,1
261,255,4545,1,1
262,256,827,1,1
263,257,5626,1,1
264,258,5745,1,1
265,259,5083,1,1
266,259,6802,1,1
267,260,7702,1,1
268,261,8054,1,1
269,262,5815,1,1
270,263,6107,1,1
271,264,1911,1,1
272,265,7860,1,1
273,266,8935,1,1
274,267,2756,1,1
275,268,8452,1,1
276,269,7295,1,1
277,270,9803,1,1
278,271,5463,1,1
279,272,3660,1,1
280,273,2793,1,1
281,274,6635,1,1
282,275,7727,1,1
283,276,4680,1,1
284,277,2784,1,1
285,278,9782,1,1
286,279,1845,1,1
287,280,4592,1,1
288,281,1838,1,1
289,282,5772,1,1
290,283,9807,1,1
291,284,4619,1,1
292,285,5219,1,1
293,286,8497,1,1
294,287,3914,1,1
295,288,7082,1,1
296,289,6031,1,1
297,290,3739,1,1
298,291,7473,1,1
299,292,2863,1,1
300,292,7631,1,1
301,293,4859,1,1
302,294,1539,1,1
303,295,9240,1,1
304,296,9416,1,1
305,297,2546,1,1
306,297,3340,1,1
307,298,1958,1,1
308,299,610,1,1
309,300,9948,1,1
310,301,6544,1,1
311,302,2016,1,1
312,303,6200,1,1
313,304,6972,1,1
314,305,7417,1,1
315,306,6314,1,1
316,307,4857,1,1
317,308,7338,1,1
318,309,9413,1,1
319,310,8538,1,1
320,311,9299,1,1
321,312,3200,1,1
322,313,9718,1,1
323,314,531,1,1
324,315,5999,1,1
325,315,8629,1,1
326,316,621,1,1
327,317,9196,1,1
328,318,8146,1,1
329,319,2410,1,1
330,320,7464,1,1
331,321,5469,1,1
332,322,641,1,1
333,323,5047,1,1
334,324,4981,1,1
335,325,1279,1,1
336,326,7512,1,1
337,327,6701,1,1
338,328,4323,1,1
339,329,1407,1,1
340,330,7728,1,1
341,331,3365,1,1
342,332,724,1,1
343,333,9313,1,1
344,334,2953,1,1
345,335,2445,1,1
346,336,2544,1,1
347,337,8512,1,1
348,338,7965,1,1
349,339,290,1,1
350,340,9961,1,1
351,341,9184,1,1
352,342,3611,1,1
353,343,3753,1,1
354,344,7085,1,1
355,345,6991,1,1
356,346,3160,1,1
357,347,8712,1,1
358,348,5856,1,1
359,349,3571,1,1
360,350,8397,1,1
361,351,3512,1,1
362,352,3025,1,1
363,353,5638,1,1
364,353,9188,1,1
365,354,8783,1,1
366,355,1106,1,1
367,356,1365,1,1
368,357,4909,1,1
369,358,6725,1,1
370,359,8263,1,1
371,360,3719,1,1
372,361,8963,1,1
373,362,9716,1,1
374,363,6287,1,1
375,364,8241,1,1
376,365,257,1,1
377,366,2674,1,1
378,367,6654,1,1
379,368,605,1,1
380,369,7158,1,1
381,370,4477,1,1
382,371,5776,1,1
383,372,3077,1,1
384,373,2203,1,1
385,374,7322,1,1
386,375,6023,1,1
387,376,3235,1,1
388,377,265,1,1
389,378,4034,1,1
390,379,7153,1,1
391,380,2083,1,1
392,381,2033,1,1
393,382,1697,1,1
394,383,8178,1,1
395,384,9695,1,1
396,385,3217,1,1
397,386,1899,1,1
398,387,9998,1,1
399,388,1755,1,1
400,389,2461,1,1
401,390,5660,1,1
402,391,5108,1,1
403,392,4554,1,1
404,393,2527,1,1
405,394,9815,1,1
406,395,7287,1,1
407,396,7182,1,1
408,397,8984,1,1
409,398,7780,1,1
410,399,9243,1,1
411,400,7188,1,1
412,401,4169,1,1
413,402,861,1,1
414,403,3680,1,1
415,404,4603,1,1
416,405,9083,1,1
417,406,5037,1,1
418,407,3442,1,1
419,408,7986,1,1
420,409,5878,1,1
421,409,9081,1,1
422,410,6551,1,1
423,411,789,1,1
424,412,8705,1,1
425,413,5314,1,1
426,414,3933,1,1
427,415,8302,1,1
428,416,1050,1,1
429,417,7701,1,1
430,418,6588,1,1
431,419,4495,1,1
432,420,5264,1,1
433,421,1534,1,1
434,422,4793,1,1
435,423,6591,1,1
436,424,9413,1,1
437,425,927,1,1
438,425,5351,1,1
439,426,544,1,1
440,427,8770,1,1
441,428,1111,1,1
442,429,2292,1,1
443,430,2487,1,1
444,431,3543,1,1
445,432,8374,1,1
446,433,5374,1,1
447,434,7973,1,1
448,435,8243,1,1
449,436,7507,1,1
450,437,236,1,1
451,438,1619,1,1
452,439,7765,1,1
453,440,9152,1,1
454,441,69,1,1
455,441,3443,1,1
456,442,7006,1,1
457,443,6871,1,1
458,444,7686,1,1
459,445,9905,1,1
460,446,695,1,1
461,447,7959,1,1
462,448,2158,1,1
463,449,2766,1,1
464,450,9289,1,1
465,451,7357,1,1
466,452,7181,1,1
467,453,3314,1,1
468,454,8329,1,1
469,455,8616,1,1
470,456,3373,1,1
471,457,1824,1,1
472,457,9516,1,1
473,458,7699,1,1
474,459,6191,1,1
475,460,453,1,1
476,461,9415,1,1
477,462,3497,1,1
478,463,3574,1,1
479,464,692,1,1
480,465,738,1,1
481,466,1387,1,1
482,467,6210,1,1
483,468,4626,1,1
484,469,1027,1,1
485,470,5918,1,1
486,471,8974,1,1
487,472,5888,1,1
488,473,216,1,1
489,474,5495,1,1
490,474,8878,1,1
491,475,9120,1,1
492,476,1513,1,1
493,477,5485,1,1
494,478,3755,1,1
495,479,9750,1,1
496,480,8608,1,1
497,481,9259,1,1
498,482,7215,1,1
499,483,6473,1,1
500,484,7043,1,1
501,485,1371,1,1
502,486,775,1,1
503,487,5694,1,1
504,488,2638,1,1
505,489,9836,1,1
506,490,6803,1,1
507,491,2686,1,1
508,491,4565,1,1
509,492,7303,1,1
510,493,8018,1,1
511,494,4722,1,1
512,495,9445,1,1
513,496,6624,1,1
514,497,4929,1,1
515,498,1159,1,1
516,499,7572,1,1
517,500,1783,1,1
518,501,1726,1,1
519,502,3369,1,1
520,502,8323,1,1
521,503,6591,1,1
522,504,7255,1,1
523,505,5630,1,1
524,506,6678,1,1
525,507,2578,1,1
526,508,5405,1,1
527,509,113,1,1
528,509,9521,1,1
529,510,3067,1,1
530,511,8869,1,1
531,512,9631,1,1
532,513,5067,1,1
533,514,1750,1,1
534,514,7266,1,1
535,515,2923,1,1
536,516,4741,1,1
537,517,7927,1,1
538,518,6864,1,1
539,519,2776,1,1
540,519,8836,1,1
541,520,2875,1,1
542,521,2608,1,1
543,522,8307,1,1
544,523,7839,1,1
545,524,4843,1,1
546,525,9620,1,1
547,526,663,1,1
548,527,9171,1,1
549,528,222,1,1
550,529,8843,1,1
551,530,6960,1,1
552,531,2509,1,1
553,532,4747,1,1
554,533,1299,1,1
555,534,824,1,1
556,534,4827,1,1
557,535,5562,1,1
558,536,1730,1,1
559,537,4888,1,1
560,538,2933,1,1
561,539,9576,1,1
562,540,3772,1,1
563,541,428,1,1
564,542,6479,1,1
565,543,8395,1,1
566,544,3893,1,1
567,545,2740,1,1
568,546,8431,1,1
569,547,3658,1,1
570,548,7263,1,1
571,549,8249,1,1
572,550,8311,1,1
573,551,4197,1,1
574,552,2186,1,1
575,553,8599,1,1
576,554,7451,1,1
577,555,743,1,1
578,556,3063,1,1
579,556,7019,1,1
580,557,3764,1,1
581,558,6785,1,1
582,559,6194,1,1
583,559,8378,1,1
584,560,1801,1,1
585,561,1312,1,1
586,562,8548,1,1
587,563,719,1,1
588,564,2078,1,1
589,565,5288,1,1
590,566,5256,1,1
591,567,3788,1,1
592,568,2835,1,1
593,569,9294,1,1
594,570,2658,1,1
595,571,1,1,1
596,572,921,1,1
597,573,8021,1,1
598,574,251,1,1
599,575,9750,1,1
600,576,7724,1,1
601,577,9527,1,1
602,578,8377,1,1
603,579,5919,1,1
604,580,2325,1,1
605,581,3551,1,1
606,582,7142,1,1
607,583,2862,1,1
608,584,3122,1,1
609,585,6208,1,1
610,586,2445,1,1
611,587,200,1,1
612,588,2586,1,1
613,589,6107,1,1
614,590,6631,1,1
615,591,5531,1,1
616,592,4594,1,1
617,593,64,1,1
618,593,717,1,1
619,593,9615,1,1
620,594,7882,1,1
621,595,5188,1,1
622,596,1055,1,1
623,597,7025,1,1
624,598,679,1,1
625,599,3850,1,1
626,600,61,1,1
627,601,2997,1,1
628,601,7695,1,1
629,602,3994,1,1
630,603,9435,1,1
631,604,8362,1,1
632,605,41,1,1
633,606,1260,1,1
634,607,1316,1,1
635,608,6992,1,1
636,609,4567,1,1
637,610,6459,1,1
638,611,2619,1,1
639,612,2029,1,1
640,613,1051,1,1
641,614,3600,1,1
642,615,5698,1,1
643,616,4410,1,1
644,617,8831,1,1
645,618,9002,1,1
646,619,3664,1,1
647,620,5716,1,1
648,621,7073,1,1
649,622,1998,1,1
650,623,2169,1,1
651,623,5573,1,1
652,624,7735,1,1
653,625,7152,1,1
654,626,2724,1,1
655,627,8853,1,1
656,628,9806,1,1
657,629,4590,1,1
658,630,577,1,1
659,631,564,1,1
660,632,8395,1,1
661,633,4374,1,1
662,634,1422,1,1
663,635,5216,1,1
664,636,1032,1,1
665,637,3407,1,1
666,637,6752,1,1
667,637,7259,1,1
668,638,9384,1,1
669,639,6172,1,1
670,640,2432,1,1
671,641,3635,1,1
672,642,2412,1,1
673,643,871,1,1
674,644,5929,1,1
675,645,1938,1,1
676,646,1280,1,1
677,647,9636,1,1
678,648,6987,1,1
679,649,7474,1,1
680,650,3452,1,1
681,651,7900,1,1
682,652,4696,1,1
683,653,4454,1,1
684,654,8185,1,1
685,654,8862,1,1
686,655,2169,1,1
687,656,9546,1,1
688,657,6914,1,1
689,658,2803,1,1
690,659,3870,1,1
691,660,5292,1,1
692,661,3186,1,1
693,661,6079,1,1
694,662,8345,1,1
695,663,274,1,1
696,664,2210,1,1
697,665,142,1,1
698,666,7415,1,1
699,667,2684,1,1
700,667,7949,1,1
701,668,9172,1,1
702,669,7863,1,1
703,670,5285,1,1
704,671,7924,1,1
705,672,3089,1,1
706,673,9647,1,1
707,674,7422,1,1
708,675,4752,1,1
709,676,7936,1,1
710,677,3654,1,1
711,678,7543,1,1
712,679,7328,1,1
713,680,9584,1,1
714,681,6879,1,1
715,682,9611,1,1
716,683,3916,1,1
717,684,1851,1,1
718,685,3383,1,1
719,686,8758,1,1
720,687,9072,1,1
721,688,4092,1,1
722,689,4915,1,1
723,690,583,1,1
724,691,9568,1,1
725,691,9655,1,1
726,692,3094,1,1
727,693,274,1,1
728,694,1969,1,1
729,695,7595,1,1
730,696,8133,1,1
731,697,4875,1,1
732,698,4973,1,1
733,699,5617,1,1
734,700,8453,1,1
735,701,9687,1,1
736,702,1765,1,1
737,703,2506,1,1
738,704,9328,1,1
739,705,6014,1,1
740,705,6850,1,1
741,706,8126,1,1
742,707,9076,1,1
743,708,6550,1,1
744,709,6135,1,1
745,710,2650,1,1
746,711,8431,1,1
747,712,2818,1,1
748,713,5721,1,1
749,714,9636,1,1
750,715,2025,1,1
751,716,1109,1,1
752,717,1485,1,1
753,717,6453,1,1
754,718,575,1,1
755,718,3952,1,1
756,719,1862,1,1
757,719,3545,1,1
758,720,6107,1,1
759,721,1959,1,1
760,722,2972,1,1
761,723,5409,1,1
762,724,7278,1,1
763,725,2577,1,1
764,726,4126,1,1
765,727,7469,1,1
766,728,541,1,1
767,729,7592,1,1
768,730,9098,1,1
769,731,5122,1,1
770,732,1176,1,1
771,733,6684,1,1
772,734,9826,1,1
773,735,6399,1,1
774,736,5290,1,1
775,737,3102,1,1
776,738,8482,1,1
777,739,7885,1,1
778,740,1694,1,1
779,741,2646,1,1
780,742,567,1,1
781,742,839,1,1
782,743,5814,1,1
783,744,4258,1,1
784,745,1388,1,1
785,746,2542,1,1
786,746,8939,1,1
787,747,1508,1,1
788,748,7266,1,1
789,749,6458,1,1
790,750,7699,1,1
791,751,8990,1,1
792,752,7563,1,1
793,753,1956,1,1
794,754,1274,1,1
795,755,5510,1,1
796,756,1933,1,1
797,757,3446,1,1
798,758,5840,1,1
799,759,7900,1,1
800,760,6771,1,1
801,761,7397,1,1
802,762,5650,1,1
803,763,8382,1,1
804,764,7248,1,1
805,765,1446,1,1
806,766,8253,1,1
807,767,9519,1,1
808,768,8061,1,1
809,769,5194,1,1
810,769,5746,1,1
811,770,3020,1,1
812,771,9844,1,1
813,772,7183,1,1
814,773,7979,1,1
815,774,5534,1,1
816,775,1212,1,1
817,776,3460,1,1
818,777,6880,1,1
819,778,3679,1,1
820,779,2545,1,1
821,780,7212,1,1
822,781,8214,1,1
823,782,4514,1,1
824,783,4003,1,1
825,784,962,1,1
826,785,5681,1,1
827,786,4803,1,1
828,787,5810,1,1
829,788,3496,1,1
830,789,2709,1,1
831,790,6100,1,1
832,791,8996,1,1
833,792,7127,1,1
834,793,8493,1,1
835,794,1821,1,1
836,795,4351,1,1
837,796,292,1,1
838,797,9900,1,1
839,798,1022,1,1
840,799,3587,1,1
841,800,2627,1,1
842,800,9880,1,1
843,801,8709,1,1
844,802,9991,1,1
845,803,4743,1,1
846,804,8848,1,1
847,805,6698,1,1
848,806,5288,1,1
849,807,9050,1,1
850,808,2302,1,1
851,809,8048,1,1
852,810,3142,1,1
853,811,4469,1,1
854,812,5289,1,1
855,813,3987,1,1
856,814,2774,1,1
857,815,8093,1,1
858,816,5443,1,1
859,817,3476,1,1
860,818,2867,1,1
861,819,9934,1,1
862,820,9646,1,1
863,821,7507,1,1
864,821,9663,1,1
865,822,7956,1,1
866,823,9133,1,1
867,824,8021,1,1
868,825,2635,1,1
869,826,3241,1,1
870,827,4233,1,1
871,828,4005,1,1
872,829,6040,1,1
873,830,1105,1,1
874,831,8387,1,1
875,832,4482,1,1
876,833,6274,1,1
877,834,2370,1,1
878,835,1428,1,1
879,836,3436,1,1
880,837,5053,1,1
881,838,9666,1,1
882,839,5709,1,1
883,840,7402,1,1
884,841,5886,1,1
885,842,7623,1,1
886,843,6347,1,1
887,844,1691,1,1
888,845,6338,1,1
889,846,8769,1,1
890,847,4110,1,1
891,848,7665,1,1
892,849,6855,1,1
893,850,6240,1,1
894,851,1219,1,1
895,852,6315,1,1
896,853,2043,1,1
897,854,1685,1,1
898,855,7089,1,1
899,856,42,1,1
900,857,6955,1,1
901,858,9153,1,1
902,859,1792,1,1
903,860,5646,1,1
904,861,9772,1,1
905,862,6049,1,1
906,863,3637,1,1
907,864,2901,1,1
908,865,571,1,1
909,866,6569,1,1
910,866,7427,1,1
911,867,1660,1,1
912,868,3538,1,1
913,869,7734,1,1
914,870,4695,1,1
915,871,1455,1,1
916,872,4704,1,1
917,873,850,1,1
918,874,623,1,1
919,874,1499,1,1
920,875,2055,1,1
921,876,6721,1,1
922,877,5150,1,1
923,878,7609,1,1
924,879,1085,1,1
925,880,3716,1,1
926,881,4252,1,1
927,881,7405,1,1
928,882,2156,1,1
929,883,4969,1,1
930,884,6550,1,1
931,885,5312,1,1
932,885,6285,1,1
933,886,5619,1,1
934,887,7995,1,1
935,888,196,1,1
936,888,2574,1,1
937,889,6014,1,1
938,890,906,1,1
939,891,4498,1,1
940,892,3481,1,1
941,893,9787,1,1
942,894,8710,1,1
943,895,7212,1,1
944,896,4907,1,1
945,897,1165,1,1
946,898,5029,1,1
947,899,8189,1,1
948,900,6613,1,1
949,901,8199,1,1
950,902,7022,1,1
951,903,545,1,1
952,904,5361,1,1
953,905,3437,1,1
954,906,4025,1,1
955,907,9415,1,1
956,908,4333,1,1
957,909,9724,1,1
958,910,4516,1,1
959,911,5832,1,1
960,912,8112,1,1
961,913,5230,1,1
962,914,853,1,1
963,915,5994,1,1
964,916,7259,1,1
965,917,9614,1,1
966,918,9586,1,1
967,919,1359,1,1
968,920,4844,1,1
969,921,4970,1,1
970,921,9071,1,1
971,922,3877,1,1
972,923,4786,1,1
973,924,8060,1,1
974,925,2774,1,1
975,926,1973,1,1
976,927,8020,1,1
977,928,4871,1,1
978,928,8196,1,1
979,929,2769,1,1
980,929,6465,1,1
981,930,6238,1,1
982,931,5601,1,1
983,932,2461,1,1
984,932,7349,1,1
985,933,9818,1,1
986,934,4597,1,1
987,935,1126,1,1
988,936,4355,1,1
989,936,6826,1,1
990,937,4509,1,1
991,938,2231,1,1
992,939,7729,1,1
993,940,825,1,1
994,941,1179,1,1
995,942,2254,1,1
996,943,2357,1,1
997,944,5597,1,1
998,945,5472,1,1
999,946,3184,1,1
1000,947,2808,1,1
1001,948,402,1,1
1002,949,504,1,1
1003,950,3820,1,1
1004,951,4386,1,1
1005,952,2598,1,1
1006,953,6994,1,1
1007,954,38,1,1
1008,955,803,1,1
1009,956,7240,1,1
1010,957,7019,1,1
1011,958,6399,1,1
1012,959,3953,1,1
1013,960,6573,1,1
1014,961,9547,1,1
1015,962,8778,1,1
1016,963,4952,1,1
1017,964,6229,1,1
1018,965,1748,1,1
1019,966,9223,1,1
1020,967,276,1,1
1021,968,3034,1,1
1022,969,7977,1,1
1023,970,3126,1,1
1024,971,8729,1,1
1025,972,4549,1,1
1026,973,1267,1,1
1027,974,3333,1,1
1028,975,1086,1,1
1029,976,1080,1,1
1030,977,6914,1,1
1031,978,9754,1,1
1032,979,9276,1,1
1033,980,8608,1,1
1034,981,5720,1,1
1035,982,3801,1,1
1036,983,7030,1,1
1037,983,7123,1,1
1038,984,3220,1,1
1039,985,2966,1,1
1040,986,59,1,1
1041,987,1441,1,1
1042,988,6958,1,1
1043,989,5433,1,1
1044,990,8891,1,1
1045,991,7748,1,1
1046,992,779,1,1
1047,993,5619,1,1
1048,993,9119,1,1
1049,994,33,1,1
1050,995,6967,1,1
1051,996,6858,1,1
1052,997,8139,1,1
1053,998,3751,1,1
1054,999,2813,1,1
1055,999,5114,1,1
1056,1000,7014,1,1
1057,1001,3505,1,1
1058,1002,9574,1,1
1059,1003,5426,1,1
1060,1004,1675,1,1
1061,1004,4318,1,1
1062,1005,6373,1,1
1063,1006,2833,1,1
1064,1007,9053,1,1
1065,1008,998,1,1
1066,1009,7498,1,1
1067,1010,8420,1,1
1068,1011,3729,1,1
1069,1012,7120,1,1
1070,1013,2302,1,1
1071,1014,9921,1,1
1072,1015,8562,1,1
1073,1016,6171,1,1
1074,1017,3007,1,1
1075,1018,6760,1,1
1076,1019,6068,1,1
1077,1020,2046,1,1
1078,1021,8042,1,1
1079,1022,716,1,1
1080,1023,4673,1,1
1081,1024,5820,1,1
1082,1025,6382,1,1
1083,1026,1375,1,1
1084,1027,127,1,1
1085,1027,2863,1,1
1086,1028,5855,1,1
1087,1029,3131,1,1
1088,1030,5443,1,1
1089,1031,7725,1,1
1090,1031,7866,1,1
1091,1032,4913,1,1
1092,1033,2982,1,1
1093,1034,1355,1,1
1094,1035,9316,1,1
1095,1036,119,1,1
1096,1037,3038,1,1
1097,1038,1423,1,1
1098,1039,529,1,1
1099,1040,6049,1,1
1100,1041,7135,1,1
1101,1042,472,1,1
1102,1043,7931,1,1
1103,1044,1914,1,1
1104,1045,5276,1,1
1105,1046,9164,1,1
1106,1047,7479,1,1
1107,1048,5131,1,1
1108,1049,7927,1,1
1109,1050,9679,1,1
1110,1050,9943,1,1
1111,1051,8376,1,1
1112,1052,2298,1,1
1113,1053,5378,1,1
1114,1053,7439,1,1
1115,1054,4550,1,1
1116,1055,3922,1,1
1117,1056,1504,1,1
1118,1057,7071,1,1
1119,1058,6795,1,1
1120,1059,9131,1,1
1121,1060,7695,1,1
1122,1061,8102,1,1
1123,1062,9876,1,1
1124,1063,6949,1,1
1125,1064,9075,1,1
1126,1065,7708,1,1
1127,1066,557,1,1
1128,1067,4863,1,1
1129,1068,6405,1,1
1130,1069,9707,1,1
1131,1070,8547,1,1
1132,1071,2625,1,1
1133,1072,9946,1,1
1134,1073,2650,1,1
1135,1074,7920,1,1
1136,1075,7402,1,1
1137,1076,4448,1,1
1138,1076,4983,1,1
1139,1077,9803,1,1
1140,1078,2888,1,1
1141,1079,7702,1,1
1142,1080,107,1,1
1143,1081,8739,1,1
1144,1082,9869,1,1
1145,1083,293,1,1
1146,1084,6288,1,1
1147,1085,445,1,1
1148,1086,1647,1,1
1149,1087,5170,1,1
1150,1088,968,1,1
1151,1089,2253,1,1
1152,1089,6412,1,1
1153,1090,9932,1,1
1154,1091,4077,1,1
1155,1092,3034,1,1
1156,1093,4569,1,1
1157,1094,6117,1,1
1158,1095,7119,1,1
1159,1096,4926,1,1
1160,1097,9584,1,1
1161,1098,4293,1,1
1162,1099,7183,1,1
1163,1100,9041,1,1
1164,1101,2503,1,1
1165,1102,2010,1,1
1166,1103,712,1,1
1167,1104,6965,1,1
1168,1105,2010,1,1
1169,1106,4333,1,1
1170,1107,7956,1,1
1171,1108,8951,1,1
1172,1109,4376,1,1
1173,1110,723,1,1
1174,1111,1289,1,1
1175,1112,9484,1,1
1176,1113,7612,1,1
1177,1114,145,1,1
1178,1115,2977,1,1
1179,1116,1339,1,1
1180,1117,5007,1,1
1181,1118,3710,1,1
1182,1119,3491,1,1
1183,1120,7123,1,1
1184,1121,6758,1,1
1185,1122,2549,1,1
1186,1123,3061,1,1
1187,1124,9521,1,1
1188,1125,7225,1,1
1189,1126,971,1,1
1190,1127,341,1,1
1191,1128,1776,1,1
1192,1129,1799,1,1
1193,1130,4170,1,1
1194,1131,1342,1,1
1195,1132,1141,1,1
1196,1133,8137,1,1
1197,1134,9079,1,1
1198,1135,7502,1,1
1199,1136,5205,1,1
1200,1137,2117,1,1
1201,1138,9831,1,1
1202,1139,3913,1,1
1203,1139,7111,1,1
1204,1140,8868,1,1
1205,1141,98,1,1
1206,1142,7586,1,1
1207,1143,6468,1,1
1208,1144,3665,1,1
1209,1145,5073,1,1
1210,1146,8839,1,1
1211,1147,5549,1,1
1212,1148,479,1,1
1213,1149,8565,1,1
1214,1150,536,1,1
1215,1151,7254,1,1
1216,1152,1169,1,1
1217,1153,7553,1,1
1218,1154,862,1,1
1219,1154,5398,1,1
1220,1155,5250,1,1
1221,1156,1479,1,1
1222,1157,6116,1,1
1223,1158,6273,1,1
1224,1159,7211,1,1
1225,1160,3357,1,1
1226,1161,9322,1,1
1227,1162,1364,1,1
1228,1163,8286,1,1
1229,1164,6627,1,1
1230,1165,4971,1,1
1231,1166,3995,1,1
