lon,lat,vs30,z1pt0,z2pt5,vs30measured,backarc
85.3067811,27.7264269,286,469.057954307151,1.85622595216456,0,0
85.3490589,27.7561576,312,449.079086819509,1.68035377759207,0,0
85.3507428,27.7587936,312,449.079086819509,1.68035377759207,0,0
85.3508563,27.7586256,312,449.079086819509,1.68035377759207,0,0
85.3448582,27.7378545,381,378.637547006877,1.33701232283181,0,0
85.3449581,27.7378935,381,378.637547006877,1.33701232283181,0,0
85.3438279,27.7413713,381,378.637547006877,1.33701232283181,0,0
85.3507564,27.6979359,377,383.31051273228,1.35325324626731,0,0
85.3506392,27.6721624,246,492.398260896414,2.20538196993834,0,0
85.3337412,27.683873,274,476.983180512725,1.94951660367277,0,0
85.3337324,27.6838035,274,476.983180512725,1.94951660367277,0,0
85.3194474,27.7028429,313,448.233975365419,1.67421357912001,0,0
85.3205774,27.7030755,313,448.233975365419,1.67421357912001,0,0
85.3734642,27.6422207,540,182.960661425289,0.897129465520044,0,0
85.3740051,27.6423508,540,182.960661425289,0.897129465520044,0,0
85.3738784,27.6422698,540,182.960661425289,0.897129465520044,0,0
85.3487892,27.6976782,377,383.31051273228,1.35325324626731,0,0
85.2469115,27.6923645,522,202.950054579393,0.932606690561848,0,0
85.3788541,27.5927891,891,16.4412399952121,0.505886964469447,0,0
85.3787501,27.5933331,891,16.4412399952121,0.505886964469447,0,0
85.3794333,27.5932464,747,45.3217046333994,0.618920423074499,0,0
85.379126,27.5933751,891,16.4412399952121,0.505886964469447,0,0
85.3792825,27.5928042,747,45.3217046333994,0.618920423074499,0,0
85.3786993,27.5929849,891,16.4412399952121,0.505886964469447,0,0
85.305614,27.6532865,389,369.12367706988,1.30560329752256,0,0
85.3318181,27.692585,340,423.335762853123,1.52300630453384,0,0
85.3322284,27.6897722,340,423.335762853123,1.52300630453384,0,0
85.3338164,27.6908912,340,423.335762853123,1.52300630453384,0,0
85.3013504,27.6484049,482,251.102016809965,1.0216632469559,0,0
85.3368094,27.692089,340,423.335762853123,1.52300630453384,0,0
85.3376013,27.6929106,250,490.450794774234,2.16506137539656,0,0
85.3402026,27.6897474,250,490.450794774234,2.16506137539656,0,0
85.335744,27.6874858,274,476.983180512725,1.94951660367277,0,0
85.337091,27.6854795,274,476.983180512725,1.94951660367277,0,0
85.3314661,27.6883177,340,423.335762853123,1.52300630453384,0,0
85.3314893,27.6882287,340,423.335762853123,1.52300630453384,0,0
85.3322732,27.6847508,274,476.983180512725,1.94951660367277,0,0
85.4228798,27.6698268,476,258.661896526822,1.03640912559756,0,0
85.422086,27.6693735,476,258.661896526822,1.03640912559756,0,0
85.3271112,27.802475,900,15.4580116559365,0.500103796430675,0,0
85.4268907,27.6687504,476,258.661896526822,1.03640912559756,0,0
85.3863518,27.6692706,290,466.235060536893,1.82696518997886,0,0
85.2678881,27.6202514,644,93.6411520032547,0.733412233713868,0,0
85.347268,27.7052484,298,460.315640500052,1.77096580699043,0,0
85.3465557,27.7042486,298,460.315640500052,1.77096580699043,0,0
85.3479668,27.7024062,377,383.31051273228,1.35325324626731,0,0
85.3478109,27.7042809,298,460.315640500052,1.77096580699043,0,0
85.3478649,27.7022867,377,383.31051273228,1.35325324626731,0,0
85.3474954,27.7048892,298,460.315640500052,1.77096580699043,0,0
85.3473057,27.7048706,298,460.315640500052,1.77096580699043,0,0
85.3285898,27.7941437,615,113.956772224491,0.773108502820932,0,0
85.328456,27.794199,615,113.956772224491,0.773108502820932,0,0
85.2948515,27.7368375,542,180.815282378336,0.89334332844781,0,0
85.4023878,27.7620343,714,57.3354252997349,0.651752683424543,0,0
85.4024779,27.7619112,714,57.3354252997349,0.651752683424543,0,0
85.4294251,27.6741159,248,491.434802024872,2.18504738407354,0,0
85.3780115,27.6858221,365,396.957374361821,1.40426976505787,0,0
85.3379335,27.6992628,279,473.779592924582,1.90959985783769,0,0
85.4249184,27.6763942,294,463.321004728019,1.79855712488399,0,0
85.4288557,27.6782813,294,463.321004728019,1.79855712488399,0,0
85.4245677,27.6767741,294,463.321004728019,1.79855712488399,0,0
85.4247864,27.6766653,294,463.321004728019,1.79855712488399,0,0
85.2826064,27.7303438,761,41.0129921954356,0.605911973694426,0,0
85.2964268,27.7360903,366,395.84267375538,1.3998813269847,0,0
85.2985161,27.7351067,366,395.84267375538,1.3998813269847,0,0
85.3629362,27.7263157,389,369.12367706988,1.30560329752256,0,0
85.3629977,27.7263923,389,369.12367706988,1.30560329752256,0,0
85.2963085,27.7264024,323,439.475347709072,1.61504971944256,0,0
85.2964051,27.7265796,323,439.475347709072,1.61504971944256,0,0
85.2918687,27.7259671,418,333.140428177991,1.20250783815371,0,0
85.2811277,27.7225533,582,141.360572577101,0.823458444899498,0,0
85.2769834,27.7231907,663,82.1178796513744,0.70941784012329,0,0
85.287102,27.7086966,365,396.957374361821,1.40426976505787,0,0
85.2817665,27.7169292,463,275.234245155899,1.06976633928363,0,0
85.4272192,27.6730442,294,463.321004728019,1.79855712488399,0,0
85.271125,27.717326,552,170.327274025185,0.874853386507611,0,0
85.3914342,27.708873,433,313.927154702522,1.1549719282872,0,0
85.3932502,27.7088972,433,313.927154702522,1.1549719282872,0,0
85.3929842,27.7085805,433,313.927154702522,1.1549719282872,0,0
85.3912707,27.7089774,433,313.927154702522,1.1549719282872,0,0
85.3933398,27.7120345,433,313.927154702522,1.1549719282872,0,0
85.3019786,27.6014511,650,89.8552827940878,0.725672561476803,0,0
85.2988246,27.5911111,664,81.5483979791154,0.70819572269971,0,0
85.2987809,27.5910386,664,81.5483979791154,0.70819572269971,0,0
85.308567,27.5930252,624,107.285166236241,0.760365514325263,0,0
85.3085516,27.5928595,624,107.285166236241,0.760365514325263,0,0
85.3007067,27.744975,542,180.815282378336,0.89334332844781,0,0
85.3006603,27.745318,542,180.815282378336,0.89334332844781,0,0
85.3008162,27.7452951,542,180.815282378336,0.89334332844781,0,0
85.3350573,27.718674,291,465.515101145248,1.81978467264502,0,0
85.2962927,27.7447253,542,180.815282378336,0.89334332844781,0,0
85.2964545,27.7446829,542,180.815282378336,0.89334332844781,0,0
85.2965,27.7450276,542,180.815282378336,0.89334332844781,0,0
85.3485836,27.6969685,377,383.31051273228,1.35325324626731,0,0
85.3425159,27.7000775,279,473.779592924582,1.90959985783769,0,0
85.3470429,27.6942761,282,471.789971064271,1.88637747660492,0,0
85.3434363,27.6992429,279,473.779592924582,1.90959985783769,0,0
85.331402,27.7479924,432,315.214996490475,1.15803097448006,0,0
85.3311589,27.7481733,432,315.214996490475,1.15803097448006,0,0
85.3037448,27.7323245,366,395.84267375538,1.3998813269847,0,0
85.3038549,27.7329351,366,395.84267375538,1.3998813269847,0,0
85.3039187,27.733064,366,395.84267375538,1.3998813269847,0,0
85.3047503,27.7331303,300,458.778710889146,1.75746573662477,0,0
85.2675325,27.7175229,580,143.172094515307,0.826707652196483,0,0
85.256777,27.7183646,514,212.203974438683,0.949230696428177,0,0
85.2508251,27.7214698,652,88.6238815687338,0.723126592460474,0,0
85.315349,27.7294659,348,415.220656061316,1.48301972400478,0,0
85.3382145,27.7493925,249,490.945377795092,2.17501135767026,0,0
85.2888852,27.7140072,399,356.949798742519,1.26823749716274,0,0
85.3428724,27.7421934,381,378.637547006877,1.33701232283181,0,0
85.3317042,27.74298,430,317.788400733027,1.16419483725697,0,0
85.3319646,27.742733,430,317.788400733027,1.16419483725697,0,0
85.3315569,27.7433215,430,317.788400733027,1.16419483725697,0,0
85.3324661,27.7436336,430,317.788400733027,1.16419483725697,0,0
85.3318834,27.7439256,430,317.788400733027,1.16419483725697,0,0
85.3318036,27.7426671,430,317.788400733027,1.16419483725697,0,0
85.3397132,27.7433737,381,378.637547006877,1.33701232283181,0,0
85.3393224,27.7435432,381,378.637547006877,1.33701232283181,0,0
85.3409203,27.7436516,381,378.637547006877,1.33701232283181,0,0
85.3407068,27.7440782,381,378.637547006877,1.33701232283181,0,0
85.3084037,27.7238449,286,469.057954307151,1.85622595216456,0,0
85.3453237,27.7442389,381,378.637547006877,1.33701232283181,0,0
85.3980236,27.6933804,336,427.271078606798,1.54376591862684,0,0
85.3420991,27.7068142,310,450.752394722168,1.69276162296955,0,0
85.4324219,27.6735238,248,491.434802024872,2.18504738407354,0,0
85.3587499,27.7223055,345,418.301389951152,1.49778176002697,0,0
85.3561902,27.7152347,281,472.458821974504,1.89405921402929,0,0
85.3525304,27.7686465,495,234.977783402387,0.991026424647402,0,0
85.4063096,27.6931869,410,343.256706642168,1.22938766157523,0,0
85.3627569,27.730109,433,313.927154702522,1.1549719282872,0,0
85.4159532,27.7366457,347,416.252507296052,1.48791000153267,0,0
85.2865,27.6832059,488,243.612812731662,1.0073057333035,0,0
85.3110918,27.6035618,592,132.562125040703,0.807565114239417,0,0
85.3109728,27.6034624,592,132.562125040703,0.807565114239417,0,0
85.4110568,27.6162161,876,18.2314882289803,0.515808963394269,0,0
85.3452076,27.7181432,309,451.580573667965,1.69903013464732,0,0
85.3033417,27.7568188,379,380.981351310458,1.34508684721017,0,0
85.3032468,27.7566474,379,380.981351310458,1.34508684721017,0,0
85.2790737,27.6785294,353,409.988564931238,1.45901352984779,0,0
85.3068578,27.7084392,254,488.420454051532,2.12610060174722,0,0
85.4388472,27.6731828,321,441.2715005146,1.62656650602995,0,0
85.3083576,27.6723516,435,311.349484087633,1.14889905509604,0,0
85.4088288,27.6896128,410,343.256706642168,1.22938766157523,0,0
85.4087127,27.6896785,410,343.256706642168,1.22938766157523,0,0
85.4328484,27.6708114,319,443.045548955107,1.63823817102036,0,0
85.4340048,27.6704792,319,443.045548955107,1.63823817102036,0,0
85.345435,27.6725066,232,498.58256718739,2.35827978079614,0,0
85.4275021,27.672004,294,463.321004728019,1.79855712488399,0,0
85.4595593,27.7062655,572,150.590496365114,0.839948241639949,0,0
85.3578545,27.7173721,281,472.458821974504,1.89405921402929,0,0
85.348861,27.7475155,421,329.319522820415,1.19271001116611,0,0
85.3572279,27.7268729,345,418.301389951152,1.49778176002697,0,0
85.3543765,27.7422442,417,334.411024303637,1.20580737371745,0,0
85.3543042,27.7421069,417,334.411024303637,1.20580737371745,0,0
85.3386034,27.6991072,279,473.779592924582,1.90959985783769,0,0
85.3221393,27.6494828,335,428.241887372848,1.54903889612214,0,0
85.2962826,27.6561002,490,241.133827228106,1.00260361611301,0,0
85.3326174,27.7006131,291,465.515101145248,1.81978467264502,0,0
85.4415788,27.6795278,309,451.580573667965,1.69903013464732,0,0
85.3412025,27.7006602,279,473.779592924582,1.90959985783769,0,0
85.3413586,27.7006812,279,473.779592924582,1.90959985783769,0,0
85.2764468,27.7078565,452,289.394810628217,1.09960121941636,0,0
85.4621128,27.7269794,541,181.886013353888,0.895232645839364,0,0
85.4644424,27.7319942,660,83.8480613059018,0.713108018629573,0,0
85.4619431,27.7270981,541,181.886013353888,0.895232645839364,0,0
85.3390779,27.7013363,279,473.779592924582,1.90959985783769,0,0
85.3383318,27.7015469,279,473.779592924582,1.90959985783769,0,0
85.3393027,27.7015644,279,473.779592924582,1.90959985783769,0,0
85.3666409,27.7203825,310,450.752394722168,1.69276162296955,0,0
85.3667465,27.7203611,310,450.752394722168,1.69276162296955,0,0
85.3666037,27.7202297,310,450.752394722168,1.69276162296955,0,0
85.3436173,27.703984,279,473.779592924582,1.90959985783769,0,0
85.3395509,27.7047264,310,450.752394722168,1.69276162296955,0,0
85.3497779,27.7167853,245,492.87233972936,2.21568277627367,0,0
85.3394614,27.6967568,279,473.779592924582,1.90959985783769,0,0
85.3344264,27.7269681,329,433.955554228222,1.58139905506591,0,0
85.3341419,27.727009,329,433.955554228222,1.58139905506591,0,0
85.3345307,27.7268075,329,433.955554228222,1.58139905506591,0,0
85.3342631,27.7270038,329,433.955554228222,1.58139905506591,0,0
85.3344834,27.7269208,329,433.955554228222,1.58139905506591,0,0
85.3512025,27.7157204,245,492.87233972936,2.21568277627367,0,0
85.344136,27.6958999,279,473.779592924582,1.90959985783769,0,0
85.3498214,27.7146892,245,492.87233972936,2.21568277627367,0,0
85.3277602,27.7203725,300,458.778710889146,1.75746573662477,0,0
85.3278655,27.7202499,300,458.778710889146,1.75746573662477,0,0
85.3250917,27.7115883,301,458.001688467652,1.75078779835435,0,0
85.3254647,27.7120297,301,458.001688467652,1.75078779835435,0,0
85.3253099,27.7115744,301,458.001688467652,1.75078779835435,0,0
85.3251832,27.7114435,301,458.001688467652,1.75078779835435,0,0
85.3258312,27.7067723,301,458.001688467652,1.75078779835435,0,0
85.3138113,27.7073742,279,473.779592924582,1.90959985783769,0,0
85.3296954,27.7312218,353,409.988564931238,1.45901352984779,0,0
85.3367459,27.7345624,353,409.988564931238,1.45901352984779,0,0
85.3363047,27.7342659,353,409.988564931238,1.45901352984779,0,0
85.3370951,27.7244657,329,433.955554228222,1.58139905506591,0,0
85.3370214,27.7246108,329,433.955554228222,1.58139905506591,0,0
85.3301926,27.741531,430,317.788400733027,1.16419483725697,0,0
85.3300808,27.7313409,353,409.988564931238,1.45901352984779,0,0
85.3295413,27.731605,353,409.988564931238,1.45901352984779,0,0
85.3359351,27.730054,353,409.988564931238,1.45901352984779,0,0
85.3360308,27.7301123,353,409.988564931238,1.45901352984779,0,0
85.3369311,27.7245506,329,433.955554228222,1.58139905506591,0,0
85.3299636,27.7314044,353,409.988564931238,1.45901352984779,0,0
85.3369452,27.7244789,329,433.955554228222,1.58139905506591,0,0
85.3351695,27.7250498,329,433.955554228222,1.58139905506591,0,0
85.3363537,27.7343394,353,409.988564931238,1.45901352984779,0,0
85.3285229,27.7391681,425,324.205884072816,1.17987675811829,0,0
85.327764,27.7389731,425,324.205884072816,1.17987675811829,0,0
85.3759418,27.6816558,365,396.957374361821,1.40426976505787,0,0
85.3755127,27.6814704,365,396.957374361821,1.40426976505787,0,0
85.3761191,27.6811747,365,396.957374361821,1.40426976505787,0,0
85.3765673,27.6812804,365,396.957374361821,1.40426976505787,0,0
85.3979543,27.7150388,498,231.314242123815,0.984199667767655,0,0
85.4006951,27.7155971,498,231.314242123815,0.984199667767655,0,0
85.3978694,27.714827,498,231.314242123815,0.984199667767655,0,0
85.4011291,27.7152985,498,231.314242123815,0.984199667767655,0,0
85.3977945,27.7151771,498,231.314242123815,0.984199667767655,0,0
85.3295922,27.7036232,291,465.515101145248,1.81978467264502,0,0
85.3334077,27.7057516,274,476.983180512725,1.94951660367277,0,0
85.3291668,27.7034536,291,465.515101145248,1.81978467264502,0,0
85.3331242,27.7056554,274,476.983180512725,1.94951660367277,0,0
85.3330941,27.7063271,274,476.983180512725,1.94951660367277,0,0
85.3332381,27.7060685,274,476.983180512725,1.94951660367277,0,0
85.3456683,27.7343171,414,338.212883479962,1.21580854663153,0,0
85.3483677,27.7369313,310,450.752394722168,1.69276162296955,0,0
85.3472544,27.7352351,310,450.752394722168,1.69276162296955,0,0
85.3186879,27.6944578,237,496.48439301783,2.30144963053497,0,0
85.3187855,27.6952376,237,496.48439301783,2.30144963053497,0,0
85.4354578,27.6959914,488,243.612812731662,1.0073057333035,0,0
85.434783,27.6959645,488,243.612812731662,1.0073057333035,0,0
85.3373849,27.7164246,291,465.515101145248,1.81978467264502,0,0
85.3337961,27.7133577,291,465.515101145248,1.81978467264502,0,0
85.3336497,27.7126031,291,465.515101145248,1.81978467264502,0,0
85.3336815,27.7130974,291,465.515101145248,1.81978467264502,0,0
85.3339676,27.7135118,291,465.515101145248,1.81978467264502,0,0
85.3338463,27.7135064,291,465.515101145248,1.81978467264502,0,0
85.3365849,27.7125165,291,465.515101145248,1.81978467264502,0,0
85.3249392,27.7116167,301,458.001688467652,1.75078779835435,0,0
85.3337291,27.7181147,291,465.515101145248,1.81978467264502,0,0
85.3338507,27.718233,291,465.515101145248,1.81978467264502,0,0
85.325685,27.7139127,300,458.778710889146,1.75746573662477,0,0
85.3742849,27.680967,365,396.957374361821,1.40426976505787,0,0
85.3383844,27.7205393,309,451.580573667965,1.69903013464732,0,0
85.338185,27.7204808,309,451.580573667965,1.69903013464732,0,0
85.3364458,27.7096743,274,476.983180512725,1.94951660367277,0,0
85.3361703,27.7094734,274,476.983180512725,1.94951660367277,0,0
85.3347176,27.7064157,274,476.983180512725,1.94951660367277,0,0
85.33637,27.7097113,274,476.983180512725,1.94951660367277,0,0
85.3425904,27.7176602,309,451.580573667965,1.69903013464732,0,0
85.343327,27.7170117,309,451.580573667965,1.69903013464732,0,0
85.3425331,27.7177304,309,451.580573667965,1.69903013464732,0,0
85.3424883,27.7175377,309,451.580573667965,1.69903013464732,0,0
85.3434227,27.7169224,309,451.580573667965,1.69903013464732,0,0
85.3438309,27.717271,309,451.580573667965,1.69903013464732,0,0
85.3434553,27.7171605,309,451.580573667965,1.69903013464732,0,0
85.325921,27.7404544,425,324.205884072816,1.17987675811829,0,0
85.3256915,27.7405023,425,324.205884072816,1.17987675811829,0,0
85.3315147,27.7485116,432,315.214996490475,1.15803097448006,0,0
85.3454596,27.7440651,381,378.637547006877,1.33701232283181,0,0
85.3394039,27.7435288,381,378.637547006877,1.33701232283181,0,0
85.345088,27.7428254,381,378.637547006877,1.33701232283181,0,0
85.3277535,27.7354944,363,399.173889980275,1.41312442563675,0,0
85.3291719,27.7384636,430,317.788400733027,1.16419483725697,0,0
85.3278939,27.7354668,363,399.173889980275,1.41312442563675,0,0
85.3279821,27.7354665,363,399.173889980275,1.41312442563675,0,0
85.3290439,27.7386837,425,324.205884072816,1.17987675811829,0,0
85.33219,27.7344108,353,409.988564931238,1.45901352984779,0,0
85.3291153,27.7387608,425,324.205884072816,1.17987675811829,0,0
85.4062397,27.6929874,410,343.256706642168,1.22938766157523,0,0
85.3300774,27.7279887,329,433.955554228222,1.58139905506591,0,0
85.3302292,27.7279611,329,433.955554228222,1.58139905506591,0,0
85.3301086,27.7281365,329,433.955554228222,1.58139905506591,0,0
85.3301818,27.7277815,329,433.955554228222,1.58139905506591,0,0
85.3364252,27.7260482,329,433.955554228222,1.58139905506591,0,0
85.3364215,27.7256749,329,433.955554228222,1.58139905506591,0,0
85.3169468,27.7319117,348,415.220656061316,1.48301972400478,0,0
85.3241004,27.7309022,363,399.173889980275,1.41312442563675,0,0
85.3211486,27.7274186,295,462.578226448207,1.79158408528115,0,0
85.3209801,27.7272783,295,462.578226448207,1.79158408528115,0,0
85.3159269,27.7308491,348,415.220656061316,1.48301972400478,0,0
85.3242572,27.7309541,363,399.173889980275,1.41312442563675,0,0
85.3241608,27.7308392,363,399.173889980275,1.41312442563675,0,0
85.3169675,27.7316531,348,415.220656061316,1.48301972400478,0,0
85.3242697,27.7308389,363,399.173889980275,1.41312442563675,0,0
85.315617,27.7309142,348,415.220656061316,1.48301972400478,0,0
85.3488566,27.7368227,310,450.752394722168,1.69276162296955,0,0
85.3283594,27.7219354,295,462.578226448207,1.79158408528115,0,0
85.3311054,27.7220262,329,433.955554228222,1.58139905506591,0,0
85.3290623,27.7210887,295,462.578226448207,1.79158408528115,0,0
85.3286416,27.7212185,295,462.578226448207,1.79158408528115,0,0
85.3310323,27.7221171,329,433.955554228222,1.58139905506591,0,0
85.3282397,27.7219445,295,462.578226448207,1.79158408528115,0,0
85.3256346,27.7204889,300,458.778710889146,1.75746573662477,0,0
85.3307767,27.7063123,274,476.983180512725,1.94951660367277,0,0
85.3306771,27.7063295,274,476.983180512725,1.94951660367277,0,0
85.3454825,27.7180542,309,451.580573667965,1.69903013464732,0,0
85.345326,27.7180885,309,451.580573667965,1.69903013464732,0,0
85.3438537,27.7166288,309,451.580573667965,1.69903013464732,0,0
85.3411098,27.7128642,309,451.580573667965,1.69903013464732,0,0
85.3412372,27.7129658,309,451.580573667965,1.69903013464732,0,0
85.342407,27.7150969,309,451.580573667965,1.69903013464732,0,0
85.3424832,27.7153003,309,451.580573667965,1.69903013464732,0,0
85.319116,27.7376633,331,432.072324833123,1.57047257706687,0,0
85.3193481,27.7376334,331,432.072324833123,1.57047257706687,0,0
85.3238318,27.7467419,370,391.341886012419,1.38258171802982,0,0
85.3433275,27.7141125,309,451.580573667965,1.69903013464732,0,0
85.3435385,27.7151591,309,451.580573667965,1.69903013464732,0,0
85.3439408,27.7152095,309,451.580573667965,1.69903013464732,0,0
85.3441761,27.7152397,309,451.580573667965,1.69903013464732,0,0
85.3440318,27.7151967,309,451.580573667965,1.69903013464732,0,0
85.3440488,27.7153013,309,451.580573667965,1.69903013464732,0,0
85.3439058,27.7150834,309,451.580573667965,1.69903013464732,0,0
85.3431279,27.7154764,309,451.580573667965,1.69903013464732,0,0
85.3359142,27.7083557,274,476.983180512725,1.94951660367277,0,0
85.3360017,27.7083492,274,476.983180512725,1.94951660367277,0,0
85.3210146,27.7411018,425,324.205884072816,1.17987675811829,0,0
85.3209256,27.7409863,425,324.205884072816,1.17987675811829,0,0
85.3473516,27.7306958,310,450.752394722168,1.69276162296955,0,0
85.3478977,27.7300998,310,450.752394722168,1.69276162296955,0,0
85.3474674,27.7303251,310,450.752394722168,1.69276162296955,0,0
85.3462584,27.7268741,299,459.550028877574,1.76419157102278,0,0
85.3465612,27.726804,299,459.550028877574,1.76419157102278,0,0
85.3328352,27.7005616,291,465.515101145248,1.81978467264502,0,0
85.3486325,27.7312043,310,450.752394722168,1.69276162296955,0,0
85.3486281,27.7249867,299,459.550028877574,1.76419157102278,0,0
85.3269559,27.7383833,425,324.205884072816,1.17987675811829,0,0
85.3489053,27.7228535,299,459.550028877574,1.76419157102278,0,0
85.3489415,27.7227358,299,459.550028877574,1.76419157102278,0,0
85.3487256,27.7224594,299,459.550028877574,1.76419157102278,0,0
85.3487971,27.7225044,299,459.550028877574,1.76419157102278,0,0
