"","lat","lon","num_flr","retrofit","struc_type","occ_day","class"
"58",27.7144859,85.3317248,4,"No","Engineered_RC_Frame",54,"Non-retrofitted RC"
"59",27.7148133,85.3310473,5,"No","Engineered_RC_Frame",695,"Non-retrofitted RC"
"60",27.7143765,85.3311861,3,"No","Non_Engineered_RC_Frame",70,"Non-retrofitted RC"
"61",27.7304175,85.3355661,3,"No","Non_Engineered_RC_Frame",370,"Non-retrofitted RC"
"62",27.6725944,85.3453318,3,"No","Engineered_RC_Frame",300,"Non-retrofitted RC"
"63",27.7020197,85.3031855,3,"No","Engineered_RC_Frame",100,"Non-retrofitted RC"
"64",27.6793809,85.2832453,2,"No","Engineered_RC_Frame",6,"Non-retrofitted RC"
"65",27.7068341,85.3304742,4,"No","Non_Engineered_RC_Frame",35,"Non-retrofitted RC"
"66",27.7086129,85.3354455,4,"No","Non_Engineered_RC_Frame",60,"Non-retrofitted RC"
"67",27.6676296,85.4342082,4,"No","Engineered_RC_Frame",540,"Non-retrofitted RC"
"68",27.7265369,85.3574259,3,"No","Non_Engineered_RC_Frame",190,"Non-retrofitted RC"
"69",27.7174974,85.34989,5,"No","Non_Engineered_RC_Frame",40,"Non-retrofitted RC"
"70",27.6877826,85.3286154,3,"No","Non_Engineered_RC_Frame",58,"Non-retrofitted RC"
"71",27.6850194,85.31001,3,"No","Non_Engineered_RC_Frame",50,"Non-retrofitted RC"
"72",27.7275223,85.3265057,4,"No","Non_Engineered_RC_Frame",427,"Non-retrofitted RC"
"73",27.7307106,85.3317857,4,"No","Non_Engineered_RC_Frame",135,"Non-retrofitted RC"
"74",27.7309966,85.3316596,3,"No","Engineered_RC_Frame",125,"Non-retrofitted RC"
"75",27.7428635,85.3449872,3,"No","Non_Engineered_RC_Frame",60,"Non-retrofitted RC"
"76",27.6724689,85.411267,3,"No","Engineered_RC_Frame",200,"Non-retrofitted RC"
"77",27.6722354,85.4111894,4,"No","Engineered_RC_Frame",16,"Non-retrofitted RC"
"78",27.735754,85.3382698,3,"No","Non_Engineered_RC_Frame",40,"Non-retrofitted RC"
"79",27.6934034,85.340517,3,"No","Non_Engineered_RC_Frame",180,"Non-retrofitted RC"
