lon,lat,iml
85.15417,27.55417,0.528015220072
85.15417,27.5625,0.52880904581
85.15417,27.57083,0.529070803988
85.15417,27.57917,0.528603009407
85.15417,27.5875,0.527643477238
85.15417,27.59583,0.526498145009
85.15417,27.60417,0.62196383664
85.15417,27.6125,0.635040816987
85.15417,27.62083,0.554877865086
85.15417,27.62917,0.633294790941
85.15417,27.6375,0.622377975487
85.15417,27.64583,0.552774460127
85.15417,27.65417,0.526222907435
85.15417,27.6625,0.52699915636
85.15417,27.67083,0.556325868717
85.15417,27.67917,0.5264355837
85.15417,27.6875,0.525478908103
85.15417,27.69583,0.52443105131
85.15417,27.70417,0.52421721267
85.15417,27.7125,0.539995037764
85.15417,27.72083,0.597069489417
85.15417,27.72917,0.623779927319
85.15417,27.7375,0.612973580021
85.15417,27.74583,0.519063443802
85.15417,27.75417,0.629868274404
85.15417,27.7625,0.525585663332
85.15417,27.77083,0.617655360555
85.15417,27.77917,0.516425661482
85.15417,27.7875,0.515478953188
85.15417,27.79583,0.514933957074
85.15417,27.80417,0.514931753995
85.15417,27.8125,0.514483803289
85.15417,27.82083,0.513634835973
85.15417,27.82917,0.512618728915
85.1625,27.55417,0.528168833202
85.1625,27.5625,0.529194556601
85.1625,27.57083,0.529501143668
85.1625,27.57917,0.52904533762
85.1625,27.5875,0.560949698358
85.1625,27.59583,0.641595630198
85.1625,27.60417,0.526621046667
85.1625,27.6125,0.527021357348
85.1625,27.62083,0.534510131452
85.1625,27.62917,0.638028083549
85.1625,27.6375,0.604834188048
85.1625,27.64583,0.536578640193
85.1625,27.65417,0.525407058283
85.1625,27.6625,0.530782285572
85.1625,27.67083,0.560868669005
85.1625,27.67917,0.525554612904
85.1625,27.6875,0.524722636328
85.1625,27.69583,0.523825991529
85.1625,27.70417,0.524134439618
85.1625,27.7125,0.523975871138
85.1625,27.72083,0.550216140134
85.1625,27.72917,0.626622368523
85.1625,27.7375,0.597167304918
85.1625,27.74583,0.533866480046
85.1625,27.75417,0.626372016192
85.1625,27.7625,0.520780248128
85.1625,27.77083,0.634940138801
85.1625,27.77917,0.518478880793
