lon,lat,iml
79,26,0.121806225449
79,26.15,0.129925606785
79,26.3,0.15529229616
79,26.45,0.155671691538
79,26.6,0.143466031398
79,26.75,0.148967678541
79,26.9,0.164115043657
79,27.05,0.174977834279
79,27.2,0.179158621997
79,27.35,0.186933740059
79,27.5,0.194605827202
79,27.65,0.191841140099
79,27.8,0.215852578039
79,27.95,0.226222852936
79,28.1,0.243839711914
79,28.25,0.262554102217
79,28.4,0.287413644669
79,28.55,0.306924739753
79,28.7,0.353375349184
79,28.85,0.40202014162
79,29,0.464161780741
79,29.15,0.544765951949
79,29.3,0.701702103865
79,29.45,1.24936887443
79,29.6,1.2294756711
79,29.75,1.09460376117
79,29.9,1.12688031671
79,30.05,1.05396681811
79,30.2,1.0304660932
79,30.35,0.951017149292
79,30.5,0.864849135221
79,30.65,0.656880437521
79,30.8,0.516433198773
79,30.95,0.432689449379
79.15,26,0.163264263131
79.15,26.15,0.20309494929
79.15,26.3,0.20745509344
79.15,26.45,0.207270842644
79.15,26.6,0.209778095758
79.15,26.75,0.221055068048
79.15,26.9,0.224027269739
79.15,27.05,0.226823205202
79.15,27.2,0.231387177367
79.15,27.35,0.239269871683
79.15,27.5,0.244934027335
79.15,27.65,0.247761823065
79.15,27.8,0.262195787054
79.15,27.95,0.269932487919
79.15,28.1,0.291415359293
79.15,28.25,0.309716774322
79.15,28.4,0.333019458802
79.15,28.55,0.362242656476
79.15,28.7,0.396978446551
79.15,28.85,0.442706773777
79.15,29,0.512088519506
79.15,29.15,0.605783367827
79.15,29.3,0.81718858649
79.15,29.45,1.22547574002
79.15,29.6,1.08614704014
79.15,29.75,1.09078316177
79.15,29.9,1.10528909316
79.15,30.05,1.04013308118
79.15,30.2,0.986516216364
79.15,30.35,0.910680776598
79.15,30.5,0.77364308663
79.15,30.65,0.558192969486
79.15,30.8,0.470811837753
79.15,30.95,0.408009587898
79.3,26,0.192694539967
79.3,26.15,0.232465156854
79.3,26.3,0.245867046133
79.3,26.45,0.2445422752
79.3,26.6,0.250294687203
79.3,26.75,0.253753110533
79.3,26.9,0.255243273505
79.3,27.05,0.25784346857
79.3,27.2,0.257767272869
79.3,27.35,0.267387868797
79.3,27.5,0.272026457384
79.3,27.65,0.281361747531
79.3,27.8,0.28834094985
79.3,27.95,0.298789807335
79.3,28.1,0.313998210589
79.3,28.25,0.333249076399
79.3,28.4,0.357715484857
79.3,28.55,0.381775811547
79.3,28.7,0.425491342923
79.3,28.85,0.468556085789
79.3,29,0.544744548611
79.3,29.15,0.671035564459
79.3,29.3,0.99149211338
79.3,29.45,1.05327231303
79.3,29.6,1.1037929105
79.3,29.75,1.12132418433
79.3,29.9,1.19181352074
79.3,30.05,1.02719784281
79.3,30.2,1.0178392727
79.3,30.35,0.874352397058
79.3,30.5,0.683350229359
79.3,30.65,0.509431935254
79.3,30.8,0.428702707056
79.3,30.95,0.371990563603
79.45,26,0.196886299389
79.45,26.15,0.243713257058
79.45,26.3,0.254887846761
79.45,26.45,0.251769447106
79.45,26.6,0.257933249514
79.45,26.75,0.264785474063
79.45,26.9,0.263770582175
79.45,27.05,0.264635146542
79.45,27.2,0.264539854448
79.45,27.35,0.276404154287
79.45,27.5,0.284811473303
79.45,27.65,0.291033708333
79.45,27.8,0.298145897041
79.45,27.95,0.306582125797
79.45,28.1,0.32490639526
79.45,28.25,0.347777292719
79.45,28.4,0.37034129731
79.45,28.55,0.410058486815
79.45,28.7,0.449505721841
79.45,28.85,0.510053336673
79.45,29,0.594117405348
79.45,29.15,0.782717127066
79.45,29.3,1.02969893282
79.45,29.45,1.08286897158
79.45,29.6,1.10624964207
79.45,29.75,1.23647784988
79.45,29.9,1.05499481382
79.45,30.05,1.00238959398
79.45,30.2,0.936693119855
79.45,30.35,0.824171630506
79.45,30.5,0.58325329152
79.45,30.65,0.471295991554
79.45,30.8,0.40342177701
79.45,30.95,0.352155317473
79.6,26,0.203227201087
79.6,26.15,0.23333323422
79.6,26.3,0.255746633135
79.6,26.45,0.263713130662
79.6,26.6,0.266037750684
79.6,26.75,0.267610310693
79.6,26.9,0.266914005921
79.6,27.05,0.267917257292
79.6,27.2,0.266544399802
79.6,27.35,0.280169717467
79.6,27.5,0.288752703741
79.6,27.65,0.295919008762
79.6,27.8,0.295658078415
79.6,27.95,0.313177481051
79.6,28.1,0.331145314493
79.6,28.25,0.358099826151
79.6,28.4,0.390341911716
79.6,28.55,0.426086202048
79.6,28.7,0.474086313128
79.6,28.85,0.549149990835
79.6,29,0.662800090341
79.6,29.15,0.960010114161
79.6,29.3,1.05459633641
79.6,29.45,1.09099545554
79.6,29.6,1.23436662366
79.6,29.75,1.10657090638
79.6,29.9,1.19565490039
79.6,30.05,0.985000020843
79.6,30.2,0.900893381607
79.6,30.35,0.738659074291
79.6,30.5,0.532728023623
79.6,30.65,0.43931451359
79.6,30.8,0.379366576853
79.6,30.95,0.33351734845
79.75,26,0.204848285574
79.75,26.15,0.236128205139
79.75,26.3,0.258956524691
79.75,26.45,0.258498025333
79.75,26.6,0.266268377766
79.75,26.75,0.268102734254
79.75,26.9,0.268200614302
79.75,27.05,0.272248740116
79.75,27.2,0.269795815449
79.75,27.35,0.283851051519
79.75,27.5,0.290821772179
79.75,27.65,0.296936378582
79.75,27.8,0.306672757223
79.75,27.95,0.318579204248
79.75,28.1,0.338719418312
79.75,28.25,0.364483062852
79.75,28.4,0.398994534302
79.75,28.55,0.438649091073
79.75,28.7,0.487947399468
79.75,28.85,0.587993082028
79.75,29,0.740820481084
79.75,29.15,1.05460839075
79.75,29.3,1.07354295851
79.75,29.45,1.24899599514
79.75,29.6,1.09983595428
79.75,29.75,1.06263555034
79.75,29.9,1.01356501096
79.75,30.05,0.956210917455
79.75,30.2,0.857755489085
79.75,30.35,0.623686568799
79.75,30.5,0.490525492431
79.75,30.65,0.426125840382
79.75,30.8,0.373360799992
79.75,30.95,0.312512195763
79.9,26,0.20502983397
79.9,26.15,0.236551561297
79.9,26.3,0.24799222499
79.9,26.45,0.262534722757
79.9,26.6,0.262339236499
79.9,26.75,0.26943866303
79.9,26.9,0.270133599641
79.9,27.05,0.264849144076
79.9,27.2,0.278621294038
79.9,27.35,0.281249867712
79.9,27.5,0.292517894062
79.9,27.65,0.300114410259
79.9,27.8,0.310723835003
79.9,27.95,0.323750693532
79.9,28.1,0.345225476974
79.9,28.25,0.374037748974
79.9,28.4,0.403514631948
79.9,28.55,0.454156707192
79.9,28.7,0.520568023776
79.9,28.85,0.62627902071
79.9,29,0.829787065155
79.9,29.15,1.21050259599
79.9,29.3,1.09482535729
79.9,29.45,1.09699859358
79.9,29.6,1.06951149023
79.9,29.75,1.03624493818
79.9,29.9,0.989535623086
79.9,30.05,0.920374070682
79.9,30.2,0.793194384782
79.9,30.35,0.561562750623
79.9,30.5,0.473107344663
79.9,30.65,0.387891604561
79.9,30.8,0.341430710715
79.9,30.95,0.301216475979
80.05,26,0.19661276034
80.05,26.15,0.239439814307
80.05,26.3,0.259861326573
80.05,26.45,0.265058137104
80.05,26.6,0.269100433544
80.05,26.75,0.271285375595
80.05,26.9,0.264942299662
80.05,27.05,0.266950119792
80.05,27.2,0.280386236842
80.05,27.35,0.289544902741
80.05,27.5,0.297770195252
80.05,27.65,0.305942731855
80.05,27.8,0.314500472187
80.05,27.95,0.331139705047
80.05,28.1,0.354091316836
80.05,28.25,0.387133819581
80.05,28.4,0.425912021489
80.05,28.55,0.475060088025
80.05,28.7,0.542066023881
80.05,28.85,0.660672698482
80.05,29,1.02180456487
80.05,29.15,1.21230465039
80.05,29.3,1.12365703311
80.05,29.45,1.10014344569
80.05,29.6,1.1138407396
80.05,29.75,1.05540695888
80.05,29.9,0.982683164412
80.05,30.05,0.8756263728
80.05,30.2,0.668858999612
80.05,30.35,0.516401074312
80.05,30.5,0.426651951595
80.05,30.65,0.370356448003
80.05,30.8,0.33527510475
80.05,30.95,0.360275013935
80.2,26,0.210273405153
80.2,26.15,0.246299099498
80.2,26.3,0.259599384111
80.2,26.45,0.267467196057
80.2,26.6,0.27007798982
80.2,26.75,0.272757185146
80.2,26.9,0.269010931801
80.2,27.05,0.2725433805
80.2,27.2,0.285182587635
80.2,27.35,0.288560144805
80.2,27.5,0.297381019856
80.2,27.65,0.310551759507
80.2,27.8,0.316917540437
80.2,27.95,0.332224969032
80.2,28.1,0.355716397565
80.2,28.25,0.393323305182
80.2,28.4,0.433835538237
