lon,lat,iml
79,26,0.00581702587405
79,26.075,0.0057511884495
79,26.15,0.0058042406027
79,26.225,0.00654059826795
79,26.3,0.00535831228305
79,26.375,0.00719620910365
79,26.45,0.00687578812775
79,26.525,0.0059841135026
79,26.6,0.006861540373
79,26.675,0.00617656333265
79,26.75,0.0068528511874
79,26.825,0.00714477727925
79,26.9,0.0069954236155
79,26.975,0.00762898887525
79,27.05,0.00740922510455
79,27.125,0.00801030530415
79,27.2,0.0090967678352
79,27.275,0.00955918901705
79,27.35,0.0087402719901
79,27.425,0.0076469577277
79,27.5,0.00890437061785
79,27.575,0.00759829117
79,27.65,0.00768241931125
79,27.725,0.008223693608
79,27.8,0.00848106586775
79,27.875,0.00845833909005
79,27.95,0.0085658061019
79,28.025,0.0085772199981
79,28.1,0.00791254080555
79,28.175,0.00769185312795
79,28.25,0.00859248841945
79,28.325,0.0069530211792
79,28.4,0.00746288964535
79,28.475,0.00855340304615
79,28.55,0.00714795886465
79,28.625,0.0068229547637
79,28.7,0.00837838457275
79,28.775,0.00815567828795
79,28.85,0.0083047794314
79,28.925,0.00720052952155
79,29,0.0067486467403
79,29.075,0.00767334673115
79,29.15,0.0059657529568
79,29.225,0.0066453113439
79,29.3,0.0055371175606
79,29.375,0.0066027911081
79,29.45,0.00630679077055
79,29.525,0.0063984346233
79,29.6,0.0049492465268
79,29.675,0.00481995276733
79,29.75,0.00461796091516
79,29.825,0.00487895206985
79,29.9,0.00524041382445
79,29.975,0.0053818472605
79,30.05,0.00454103368215
79,30.125,0.00414426242855
79,30.2,0.0047253320023
79,30.275,0.00373705212796
79,30.35,0.0043852327259
79,30.425,0.0047934525203
79,30.5,0.00465826680673
79,30.575,0.00395771320772
79,30.65,0.004151464732055
79,30.725,0.00486757608565
79,30.8,0.0042108498262
79,30.875,0.00453784283815
79,30.95,0.00339958036105
79,31.025,0.0034936334631
79.0749999999999,26,0.00627296778555
79.0749999999999,26.075,0.00591831135355
79.0749999999999,26.15,0.0062203094243
79.0749999999999,26.225,0.0068242886754
79.0749999999999,26.3,0.006620735529
79.0749999999999,26.375,0.0069895426309
79.0749999999999,26.45,0.006963856563
79.0749999999999,26.525,0.00669798216215
79.0749999999999,26.6,0.0071210065616
79.0749999999999,26.675,0.0069762167675
79.0749999999999,26.75,0.0063066248244
79.0749999999999,26.825,0.0086979197383
79.0749999999999,26.9,0.0080715798058
79.0749999999999,26.975,0.00773906729905
79.0749999999999,27.05,0.00872376021485
79.0749999999999,27.125,0.00834637593005
79.0749999999999,27.2,0.00958837455865
79.0749999999999,27.275,0.00814727701035
79.0749999999999,27.35,0.0069094020244
79.0749999999999,27.425,0.00775132264805
79.0749999999999,27.5,0.0083386971927
79.0749999999999,27.575,0.00862028003225
79.0749999999999,27.65,0.00856899975925
79.0749999999999,27.725,0.0083936318967
79.0749999999999,27.8,0.009234013371
79.0749999999999,27.875,0.0079456857378
79.0749999999999,27.95,0.0082463434106
79.0749999999999,28.025,0.00866013966985
79.0749999999999,28.1,0.00839057058815
79.0749999999999,28.175,0.00803410282955
79.0749999999999,28.25,0.0081721581005
79.0749999999999,28.325,0.0083053627652
79.0749999999999,28.4,0.00813611827195
79.0749999999999,28.475,0.00893355755775
79.0749999999999,28.55,0.0077588604689
79.0749999999999,28.625,0.0070139299277
79.0749999999999,28.7,0.00810425670955
79.0749999999999,28.775,0.00725583086425
79.0749999999999,28.85,0.00714337622395
79.0749999999999,28.925,0.00759492314595
79.0749999999999,29,0.0080082110932
79.0749999999999,29.075,0.0074206956802
79.0749999999999,29.15,0.00761896608845
79.0749999999999,29.225,0.00697050248255
79.0749999999999,29.3,0.00726636421025
79.0749999999999,29.375,0.00670271510005
79.0749999999999,29.45,0.0058866754611
79.0749999999999,29.525,0.0053826021765
79.0749999999999,29.6,0.0056984439078
79.0749999999999,29.675,0.0054999701055
79.0749999999999,29.75,0.0048463167126
79.0749999999999,29.825,0.00431401567745
79.0749999999999,29.9,0.0052042324416
79.0749999999999,29.975,0.0052404718677
79.0749999999999,30.05,0.00453757459095
79.0749999999999,30.125,0.00507721589405
