lon lat pga(cm/s/s)
86.7054 27.802 19.1371
86.7221 27.802 18.8727
86.7388 27.802 18.73
86.7555 27.802 18.5775
86.7722 27.802 18.3867
86.7889 27.802 18.1551
86.8056 27.802 17.88
86.8223 27.802 17.5634
86.839 27.802 17.226
86.8557 27.802 16.8931
86.8724 27.802 16.59
86.8891 27.802 16.3367
86.9058 27.802 16.1317
86.9225 27.802 15.9684
86.9392 27.802 15.84
86.9559 27.802 15.7397
86.9726 27.802 15.6608
86.9893 27.802 15.5964
84.0 27.8187 20.2651
84.0167 27.8187 19.1586
84.0334 27.8187 19.3902
84.0501 27.8187 20.6429
84.0668 27.8187 22.5994
84.0835 27.8187 24.9428
84.1002 27.8187 27.3558
84.1169 27.8187 29.5214
84.1336 27.8187 31.1224
84.1503 27.8187 31.9592
84.167 27.8187 32.3017
84.1837 27.8187 32.5371
84.2004 27.8187 33.0527
84.2171 27.8187 34.1121
84.2338 27.8187 35.4846
84.2505 27.8187 36.8156
84.2672 27.8187 37.7505
84.2839 27.8187 38.0493
84.3006 27.8187 37.9299
84.3173 27.8187 37.7245
84.334 27.8187 37.7654
84.3507 27.8187 38.2788
84.3674 27.8187 39.0665
84.3841 27.8187 39.8241
84.4008 27.8187 40.2472
84.4175 27.8187 40.2389
84.4342 27.8187 40.5315
84.4509 27.8187 42.0646
84.4676 27.8187 45.7778
84.4843 27.8187 52.1029
84.501 27.8187 59.4405
84.5177 27.8187 65.6832
84.5344 27.8187 68.7235
84.5511 27.8187 67.245
84.5678 27.8187 63.0939
84.5845 27.8187 58.907
84.6012 27.8187 57.3215
84.6179 27.8187 60.1367
84.6346 27.8187 65.8018
84.6513 27.8187 71.9284
84.668 27.8187 76.1283
84.6847 27.8187 76.6776
84.7014 27.8187 74.5108
84.7181 27.8187 71.2269
84.7348 27.8187 68.425
84.7515 27.8187 67.3808
84.7682 27.8187 68.0774
84.7849 27.8187 70.1745
84.8016 27.8187 73.3319
84.8183 27.8187 77.164
84.835 27.8187 81.1039
84.8517 27.8187 84.5391
84.8684 27.8187 86.8572
84.8851 27.8187 87.7201
84.9018 27.8187 87.8854
84.9185 27.8187 88.3849
84.9352 27.8187 90.2505
84.9519 27.8187 94.182
84.9686 27.8187 99.5516
84.9853 27.8187 105.3993
85.002 27.8187 110.7652
85.0187 27.8187 115.1103
85.0354 27.8187 119.5782
85.0521 27.8187 125.7333
85.0688 27.8187 135.1398
85.0855 27.8187 148.6485
85.1022 27.8187 164.254
85.1189 27.8187 179.2375
85.1356 27.8187 190.8798
85.1523 27.8187 197.1476
85.169 27.8187 198.7487
85.1857 27.8187 197.0769
85.2024 27.8187 193.5258
85.2191 27.8187 189.2509
85.2358 27.8187 184.4571
85.2525 27.8187 179.1109
85.2692 27.8187 173.1792
85.2859 27.8187 166.7726
85.3026 27.8187 160.5772
85.3193 27.8187 155.4232
85.336 27.8187 152.1406
85.3527 27.8187 151.4935
85.3694 27.8187 153.9835
85.3861 27.8187 160.0461
85.4028 27.8187 170.1168
85.4195 27.8187 184.0169
85.4362 27.8187 199.1092
85.4529 27.8187 212.1422
85.4696 27.8187 219.8645
85.4863 27.8187 220.2881
85.503 27.8187 216.4794
85.5197 27.8187 212.7683
85.5364 27.8187 213.4847
85.5531 27.8187 221.4408
85.5698 27.8187 233.3772
85.5865 27.8187 244.5166
85.6032 27.8187 250.0817
85.6199 27.8187 246.6909
85.6366 27.8187 236.545
85.6533 27.8187 223.2403
85.67 27.8187 210.3733
85.6867 27.8187 200.625
85.7034 27.8187 193.0163
85.7201 27.8187 185.6525
85.7368 27.8187 176.6391
85.7535 27.8187 164.7631
85.7702 27.8187 151.538
85.7869 27.8187 139.1585
85.8036 27.8187 129.8196
85.8203 27.8187 125.022
85.837 27.8187 123.4911
85.8537 27.8187 123.2579
85.8704 27.8187 122.3536
85.8871 27.8187 119.2298
85.9038 27.8187 114.0202
85.9205 27.8187 107.2787
85.9372 27.8187 99.5595
85.9539 27.8187 91.4772
85.9706 27.8187 83.889
85.9873 27.8187 77.7128
86.004 27.8187 73.8665
86.0207 27.8187 72.8133
86.0374 27.8187 73.198
86.0541 27.8187 73.2103
86.0708 27.8187 71.0405
86.0875 27.8187 65.5031
86.1042 27.8187 57.9112
86.1209 27.8187 50.2029
86.1376 27.8187 44.3159
86.1543 27.8187 41.6656
86.171 27.8187 41.5775
86.1877 27.8187 42.8545
86.2044 27.8187 44.2997
86.2211 27.8187 44.9145
86.2378 27.8187 44.4952
86.2545 27.8187 43.0363
86.2712 27.8187 40.5326
86.2879 27.8187 37.114
86.3046 27.8187 33.4511
86.3213 27.8187 30.3501
86.338 27.8187 28.6167
86.3547 27.8187 28.7604
86.3714 27.8187 30.1031
86.3881 27.8187 31.6702
86.4048 27.8187 32.4872
86.4215 27.8187 31.8424
86.4382 27.8187 30.0774
86.4549 27.8187 27.7969
86.4716 27.8187 25.6055
86.4883 27.8187 23.9947
86.505 27.8187 23.0037
86.5217 27.8187 22.5586
86.5384 27.8187 22.5854
86.5551 27.8187 22.9879
86.5718 27.8187 23.5797
86.5885 27.8187 24.1521
86.6052 27.8187 24.4966
86.6219 27.8187 24.45
86.6386 27.8187 24.0317
86.6553 27.8187 23.3068
86.672 27.8187 22.3403
86.6887 27.8187 21.2109
86.7054 27.8187 20.0525
86.7221 27.8187 19.0128
86.7388 27.8187 18.2392
86.7555 27.8187 17.8338
86.7722 27.8187 17.7167
86.7889 27.8187 17.7621
86.8056 27.8187 17.8444
86.8223 27.8187 17.8593
86.839 27.8187 17.787
86.8557 27.8187 17.6289
86.8724 27.8187 17.3864
86.8891 27.8187 17.0665
86.9058 27.8187 16.6987
86.9225 27.8187 16.3181
86.9392 27.8187 15.9598
86.9559 27.8187 15.6589
86.9726 27.8187 15.4505
86.9893 27.8187 15.3696
84.0 27.8354 20.3461
84.0167 27.8354 20.0209
84.0334 27.8354 20.6803
84.0501 27.8354 22.0722
84.0668 27.8354 23.9446
84.0835 27.8354 26.0456
84.1002 27.8354 28.1231
84.1169 27.8354 29.9252
84.1336 27.8354 31.1999
84.1503 27.8354 31.8161
84.167 27.8354 32.1269
84.1837 27.8354 32.6062
84.2004 27.8354 33.7282
84.2171 27.8354 35.7687
84.2338 27.8354 38.212
84.2505 27.8354 40.3443
84.2672 27.8354 41.4518
84.2839 27.8354 41.0785
84.3006 27.8354 39.8002
84.3173 27.8354 38.4503
84.334 27.8354 37.8625
84.3507 27.8354 38.6242
84.3674 27.8354 40.3379
84.3841 27.8354 42.3605
84.4008 27.8354 44.0484
84.4175 27.8354 45.0199
84.4342 27.8354 45.9407
84.4509 27.8354 47.7378
84.4676 27.8354 51.3386
84.4843 27.8354 57.2161
84.501 27.8354 64.0275
84.5177 27.8354 69.9756
84.5344 27.8354 73.2633
84.5511 27.8354 72.7115
84.5678 27.8354 69.6132
84.5845 27.8354 65.8794
84.6012 27.8354 63.4212
84.6179 27.8354 63.6489
84.6346 27.8354 65.9709
84.6513 27.8354 69.2949
84.668 27.8354 72.5285
84.6847 27.8354 74.7886
84.7014 27.8354 76.0279
84.7181 27.8354 76.4086
84.7348 27.8354 76.0926
84.7515 27.8354 75.3217
84.7682 27.8354 74.6569
84.7849 27.8354 74.7392
84.8016 27.8354 76.2096
84.8183 27.8354 79.4458
84.835 27.8354 83.7735
84.8517 27.8354 88.2552
84.8684 27.8354 91.9533
84.8851 27.8354 94.2219
84.9018 27.8354 95.5803
84.9185 27.8354 96.8397
84.9352 27.8354 98.811
84.9519 27.8354 102.1184
84.9686 27.8354 106.6394
84.9853 27.8354 112.0646
85.002 27.8354 118.0847
85.0187 27.8354 124.571
85.0354 27.8354 132.1171
85.0521 27.8354 141.4974
85.0688 27.8354 153.4861
85.0855 27.8354 168.317
85.1022 27.8354 184.0618
85.1189 27.8354 198.2519
85.1356 27.8354 208.4186
85.1523 27.8354 212.7713
85.169 27.8354 212.2332
85.1857 27.8354 208.4055
85.2024 27.8354 202.8895
85.2191 27.8354 197.0863
85.2358 27.8354 191.5951
85.2525 27.8354 186.8153
85.2692 27.8354 183.1459
85.2859 27.8354 180.7816
85.3026 27.8354 179.0997
85.3193 27.8354 177.2729
85.336 27.8354 174.4742
85.3527 27.8354 170.4205
85.3694 27.8354 167.0066
85.3861 27.8354 166.6714
85.4028 27.8354 171.8536
85.4195 27.8354 183.8177
85.4362 27.8354 199.1295
85.4529 27.8354 213.1805
85.4696 27.8354 221.3618
85.4863 27.8354 220.7945
85.503 27.8354 215.5186
85.5197 27.8354 211.3034
85.5364 27.8354 213.9187
85.5531 27.8354 227.0094
85.5698 27.8354 245.7237
85.5865 27.8354 263.0848
85.6032 27.8354 272.1165
85.6199 27.8354 267.9573
85.6366 27.8354 254.2063
85.6533 27.8354 236.5777
85.67 27.8354 220.7855
85.6867 27.8354 211.0119
85.7034 27.8354 205.3107
85.7201 27.8354 200.2037
85.7368 27.8354 192.2125
85.7535 27.8354 178.9686
85.7702 27.8354 162.5416
85.7869 27.8354 146.1109
85.8036 27.8354 132.8558
85.8203 27.8354 125.0849
85.837 27.8354 121.6243
85.8537 27.8354 120.4296
85.8704 27.8354 119.4563
85.8871 27.8354 117.0278
85.9038 27.8354 112.9397
85.9205 27.8354 107.3557
85.9372 27.8354 100.4393
85.9539 27.8354 92.5221
85.9706 27.8354 84.6083
85.9873 27.8354 77.8697
86.004 27.8354 73.4786
86.0207 27.8354 72.1128
86.0374 27.8354 72.4731
86.0541 27.8354 72.766
86.0708 27.8354 71.1982
86.0875 27.8354 66.5568
86.1042 27.8354 59.9512
86.1209 27.8354 53.0712
86.1376 27.8354 47.6067
86.1543 27.8354 44.8079
86.171 27.8354 44.1656
86.1877 27.8354 44.7308
86.2044 27.8354 45.5546
86.2211 27.8354 45.8195
86.2378 27.8354 45.2347
86.2545 27.8354 43.6407
86.2712 27.8354 40.878
86.2879 27.8354 36.9881
86.3046 27.8354 32.8162
86.3213 27.8354 29.4086
86.338 27.8354 27.8112
86.3547 27.8354 28.6666
86.3714 27.8354 31.0014
86.3881 27.8354 33.4387
86.4048 27.8354 34.6014
86.4215 27.8354 33.5149
86.4382 27.8354 30.8139
86.4549 27.8354 27.5352
86.4716 27.8354 24.7159
86.4883 27.8354 23.1413
86.505 27.8354 22.5907
86.5217 27.8354 22.592
86.5384 27.8354 22.6727
86.5551 27.8354 22.4836
86.5718 27.8354 22.1664
86.5885 27.8354 21.9856
86.6052 27.8354 22.2059
86.6219 27.8354 22.9666
86.6386 27.8354 23.9058
86.6553 27.8354 24.5361
86.672 27.8354 24.3702
86.6887 27.8354 23.0995
86.7054 27.8354 21.1284
86.7221 27.8354 19.0403
86.7388 27.8354 17.4181
86.7555 27.8354 16.6945
86.7722 27.8354 16.6997
86.7889 27.8354 17.1131
86.8056 27.8354 17.6143
86.8223 27.8354 17.9399
86.839 27.8354 18.0538
86.8557 27.8354 17.9766
86.8724 27.8354 17.7292
86.8891 27.8354 17.3384
86.9058 27.8354 16.8547
86.9225 27.8354 16.3346
86.9392 27.8354 15.8348
86.9559 27.8354 15.4119
86.9726 27.8354 15.1223
86.9893 27.8354 15.0226
84.0 27.8521 20.2191
84.0167 27.8521 20.6699
84.0334 27.8521 21.7544
84.0501 27.8521 23.2834
84.0668 27.8521 25.0675
84.0835 27.8521 26.9175
84.1002 27.8521 28.644
84.1169 27.8521 30.0579
84.1336 27.8521 30.9699
84.1503 27.8521 31.3168
84.167 27.8521 31.5407
84.1837 27.8521 32.2098
84.2004 27.8521 33.8921
84.2171 27.8521 36.8861
84.2338 27.8521 40.4105
84.2505 27.8521 43.4146
84.2672 27.8521 44.8472
84.2839 27.8521 44.0454
84.3006 27.8521 41.8985
84.3173 27.8521 39.6837
84.334 27.8521 38.6783
84.3507 27.8521 39.7873
84.3674 27.8521 42.4263
84.3841 27.8521 45.6387
84.4008 27.8521 48.4679
84.4175 27.8521 50.2686
84.4342 27.8521 51.6416
84.4509 27.8521 53.4989
84.4676 27.8521 56.7525
84.4843 27.8521 61.9251
84.501 27.8521 67.9806
84.5177 27.8521 73.4937
84.5344 27.8521 77.0389
84.5511 27.8521 77.6107
84.5678 27.8521 75.8841
84.5845 27.8521 72.954
84.6012 27.8521 69.9153
84.6179 27.8521 67.7182
84.6346 27.8521 66.7344
84.6513 27.8521 67.1909
84.668 27.8521 69.3145
84.6847 27.8521 73.0983
84.7014 27.8521 77.6
84.7181 27.8521 81.6432
84.7348 27.8521 84.0515
84.7515 27.8521 84.0791
84.7682 27.8521 82.702
84.7849 27.8521 81.3268
84.8016 27.8521 81.3599
84.8183 27.8521 83.7953
84.835 27.8521 87.976
84.8517 27.8521 92.8325
84.8684 27.8521 97.2953
84.8851 27.8521 100.566
84.9018 27.8521 102.9312
84.9185 27.8521 104.9486
84.9352 27.8521 107.176
84.9519 27.8521 110.1224
84.9686 27.8521 114.1029
84.9853 27.8521 119.3839
85.002 27.8521 126.2319
85.0187 27.8521 134.8662
85.0354 27.8521 145.3187
85.0521 27.8521 157.574
85.0688 27.8521 171.6168
85.0855 27.8521 187.0891
85.1022 27.8521 202.2623
85.1189 27.8521 215.0649
85.1356 27.8521 223.4255
85.1523 27.8521 225.9107
85.169 27.8521 223.6388
85.1857 27.8521 218.366
85.2024 27.8521 211.8485
85.2191 27.8521 205.6481
85.2358 27.8521 200.5476
85.2525 27.8521 197.1353
85.2692 27.8521 195.9997
85.2859 27.8521 197.2663
85.3026 27.8521 199.2101
85.3193 27.8521 199.6433
85.336 27.8521 196.3782
85.3527 27.8521 188.303
85.3694 27.8521 178.6099
85.3861 27.8521 171.5674
85.4028 27.8521 171.4436
85.4195 27.8521 180.8468
85.4362 27.8521 195.745
85.4529 27.8521 210.4461
85.4696 27.8521 219.2581
85.4863 27.8521 218.5691
85.503 27.8521 213.088
85.5197 27.8521 209.6039
85.5364 27.8521 214.9058
85.5531 27.8521 233.1741
85.5698 27.8521 258.1547
85.5865 27.8521 280.9845
85.6032 27.8521 292.8006
85.6199 27.8521 287.4962
85.6366 27.8521 269.9891
85.6533 27.8521 247.9532
85.67 27.8521 229.0625
85.6867 27.8521 218.9103
85.7034 27.8521 214.7676
85.7201 27.8521 211.8247
85.7368 27.8521 205.2722
85.7535 27.8521 191.7245
85.7702 27.8521 173.4928
85.7869 27.8521 154.3126
85.8036 27.8521 137.9191
85.8203 27.8521 127.1319
85.837 27.8521 121.1073
85.8537 27.8521 118.086
85.8704 27.8521 116.3084
85.8871 27.8521 114.2444
85.9038 27.8521 111.2815
85.9205 27.8521 107.0368
85.9372 27.8521 101.1269
85.9539 27.8521 93.474
85.9706 27.8521 85.2201
85.9873 27.8521 77.8127
86.004 27.8521 72.699
86.0207 27.8521 70.8006
86.0374 27.8521 70.9367
86.0541 27.8521 71.401
86.0708 27.8521 70.4869
86.0875 27.8521 66.9941
86.1042 27.8521 61.7473
86.1209 27.8521 56.0771
86.1376 27.8521 51.3141
86.1543 27.8521 48.4611
86.171 27.8521 47.2078
86.1877 27.8521 46.9159
86.2044 27.8521 46.9472
86.2211 27.8521 46.7218
86.2378 27.8521 45.8939
86.2545 27.8521 44.1764
86.2712 27.8521 41.2818
86.2879 27.8521 37.1674
86.3046 27.8521 32.7681
86.3213 27.8521 29.2634
86.338 27.8521 27.8326
86.3547 27.8521 29.1858
86.3714 27.8521 32.1548
86.3881 27.8521 35.102
86.4048 27.8521 36.39
86.4215 27.8521 34.8802
86.4382 27.8521 31.4312
86.4549 27.8521 27.4005
86.4716 27.8521 24.1458
86.4883 27.8521 22.6631
86.505 27.8521 22.5011
86.5217 27.8521 22.8473
86.5384 27.8521 22.8887
86.5551 27.8521 22.0656
86.5718 27.8521 20.8304
86.5885 27.8521 19.8883
86.6052 27.8521 19.9448
86.6219 27.8521 21.4206
86.6386 27.8521 23.599
86.6553 27.8521 25.4784
86.672 27.8521 26.0576
86.6887 27.8521 24.6666
86.7054 27.8521 21.9611
86.7221 27.8521 18.9284
86.7388 27.8521 16.5556
86.7555 27.8521 15.5794
86.7722 27.8521 15.7346
86.7889 27.8521 16.5058
86.8056 27.8521 17.3771
86.8223 27.8521 17.9292
86.839 27.8521 18.1279
86.8557 27.8521 18.035
86.8724 27.8521 17.7125
86.8891 27.8521 17.2231
86.9058 27.8521 16.6331
86.9225 27.8521 16.0097
86.9392 27.8521 15.4199
86.9559 27.8521 14.931
86.9726 27.8521 14.61
86.9893 27.8521 14.524
84.0 27.8688 19.96
84.0167 27.8688 20.8744
84.0334 27.8688 22.2585
84.0501 27.8688 23.9433
84.0668 27.8688 25.76
84.0835 27.8688 27.5399
84.1002 27.8688 29.114
84.1169 27.8688 30.3137
84.1336 27.8688 30.97
84.1503 27.8688 31.0522
84.167 27.8688 31.0817
84.1837 27.8688 31.7178
84.2004 27.8688 33.62
84.2171 27.8688 37.1313
84.2338 27.8688 41.3293
84.2505 27.8688 44.9751
84.2672 27.8688 46.83
84.2839 27.8688 46.1074
84.3006 27.8688 43.8299
84.3173 27.8688 41.4725
84.334 27.8688 40.51
84.3507 27.8688 41.9859
84.3674 27.8688 45.2174
84.3841 27.8688 49.0902
84.4008 27.8688 52.49
84.4175 27.8688 54.6395
84.4342 27.8688 56.1093
84.4509 27.8688 57.807
84.4676 27.8688 60.64
84.4843 27.8688 65.1754
84.501 27.8688 70.6178
84.5177 27.8688 75.8313
84.5344 27.8688 79.68
84.5511 27.8688 81.3011
84.5678 27.8688 80.9244
84.5845 27.8688 79.053
84.6012 27.8688 76.19
84.6179 27.8688 72.9237
84.6346 27.8688 70.1834
84.6513 27.8688 68.9839
84.668 27.8688 70.34
84.6847 27.8688 74.7965
84.7014 27.8688 81.0195
84.7181 27.8688 87.2053
84.7348 27.8688 91.55
84.7515 27.8688 92.8076
84.7682 27.8688 91.9623
84.7849 27.8688 90.5558
84.8016 27.8688 90.13
84.8183 27.8688 91.8174
84.835 27.8688 95.1138
84.8517 27.8688 99.1058
84.8684 27.8688 102.88
84.8851 27.8688 105.7547
84.9018 27.8688 107.975
84.9185 27.8688 110.0178
84.9352 27.8688 112.36
84.9519 27.8688 115.4726
84.9686 27.8688 119.8036
84.9853 27.8688 125.7953
85.002 27.8688 133.89
85.0187 27.8688 144.3728
85.0354 27.8688 156.9005
85.0521 27.8688 170.973
85.0688 27.8688 186.09
85.0855 27.8688 201.558
85.1022 27.8688 215.9106
85.1189 27.8688 227.4878
85.1356 27.8688 234.63
85.1523 27.8688 236.2534
85.169 27.8688 233.5785
85.1857 27.8688 228.4018
85.2024 27.8688 222.52
85.2191 27.8688 217.4917
85.2358 27.8688 213.9242
85.2525 27.8688 212.1872
85.2692 27.8688 212.65
85.2859 27.8688 215.193
85.3026 27.8688 217.7396
85.3193 27.8688 217.7239
85.336 27.8688 212.58
85.3527 27.8688 201.0171
85.3694 27.8688 186.8437
85.3861 27.8688 175.1435
85.4028 27.8688 171.0
85.4195 27.8688 177.6753
85.4362 27.8688 191.1455
85.4529 27.8688 205.5655
85.4696 27.8688 215.09
85.4863 27.8688 215.9648
85.503 27.8688 212.8004
85.5197 27.8688 212.2983
85.5364 27.8688 221.16
85.5531 27.8688 243.3554
85.5698 27.8688 271.9278
85.5865 27.8688 297.1888
85.6032 27.8688 309.45
85.6199 27.8688 302.1278
85.6366 27.8688 281.0583
85.6533 27.8688 255.1821
85.67 27.8688 233.44
85.6867 27.8688 222.3534
85.7034 27.8688 218.7653
85.7201 27.8688 217.0996
85.7368 27.8688 211.78
85.7535 27.8688 198.7989
85.7702 27.8688 180.4241
85.7869 27.8688 160.4923
85.8036 27.8688 142.84
85.8203 27.8688 130.4206
85.837 27.8688 122.6544
85.8537 27.8688 118.0785
85.8704 27.8688 115.23
85.8871 27.8688 112.7829
85.9038 27.8688 109.9584
85.9205 27.8688 106.1148
85.9372 27.8688 100.61
85.9539 27.8688 93.1569
85.9706 27.8688 84.8869
85.9873 27.8688 77.2859
86.004 27.8688 71.84
86.0207 27.8688 69.5359
86.0374 27.8688 69.3628
86.0541 27.8688 69.8109
86.0708 27.8688 69.37
86.0875 27.8688 66.9362
86.1042 27.8688 63.0293
86.1209 27.8688 58.5753
86.1376 27.8688 54.5
86.1543 27.8688 51.5275
86.171 27.8688 49.5749
86.1877 27.8688 48.3573
86.2044 27.8688 47.59
86.2211 27.8688 46.9657
86.2378 27.8688 46.0873
86.2545 27.8688 44.5352
86.2712 27.8688 41.89
86.2879 27.8688 37.9974
86.3046 27.8688 33.7647
86.3213 27.8688 30.3647
86.338 27.8688 28.97
86.3547 27.8688 30.2881
86.3714 27.8688 33.1652
86.3881 27.8688 35.9821
86.4048 27.8688 37.12
86.4215 27.8688 35.46
86.4382 27.8688 31.8847
86.4549 27.8688 27.777
86.4716 27.8688 24.52
86.4883 27.8688 23.1144
86.505 27.8688 23.0324
86.5217 27.8688 23.3642
86.5384 27.8688 23.2
86.5551 27.8688 21.9324
86.5718 27.8688 20.1645
86.5885 27.8688 18.8018
86.6052 27.8688 18.75
86.6219 27.8688 20.5544
86.6386 27.8688 23.3197
86.6553 27.8688 25.7901
86.672 27.8688 26.71
86.6887 27.8688 25.2327
86.7054 27.8688 22.1468
86.7221 27.8688 18.6501
86.7388 27.8688 15.94
86.7555 27.8688 14.908
86.7722 27.8688 15.2205
86.7889 27.8688 16.2378
86.8056 27.8688 17.32
86.8223 27.8688 17.9513
86.839 27.8688 18.1111
86.8557 27.8688 17.9029
86.8724 27.8688 17.43
86.8891 27.8688 16.7913
86.9058 27.8688 16.0675
86.9225 27.8688 15.335
86.9392 27.8688 14.67
86.9559 27.8688 14.1487
86.9726 27.8688 13.8475
86.9893 27.8688 13.8425
84.0 27.8855 19.6704
84.0167 27.8855 20.5225
84.0334 27.8855 21.9874
84.0501 27.8855 23.8498
84.0668 27.8855 25.8937
84.0835 27.8855 27.9036
84.1002 27.8855 29.6638
84.1169 27.8855 30.9587
84.1336 27.8855 31.5725
84.1503 27.8855 31.4479
84.167 27.8855 31.1603
84.1837 27.8855 31.4435
84.2004 27.8855 33.0311
84.2171 27.8855 36.3374
84.2338 27.8855 40.4974
84.2505 27.8855 44.3268
84.2672 27.8855 46.6412
84.2839 27.8855 46.6694
84.3006 27.8855 45.2929
84.3173 27.8855 43.8068
84.334 27.8855 43.5059
84.3507 27.8855 45.2993
84.3674 27.8855 48.5535
84.3841 27.8855 52.2492
84.4008 27.8855 55.367
84.4175 27.8855 57.2092
84.4342 27.8855 58.363
84.4509 27.8855 59.7373
84.4676 27.8855 62.2409
84.4843 27.8855 66.4606
84.501 27.8855 71.6961
84.5177 27.8855 76.9248
84.5344 27.8855 81.1245
84.5511 27.8855 83.5026
84.5678 27.8855 84.1855
84.5845 27.8855 83.5297
84.6012 27.8855 81.8913
84.6179 27.8855 79.7149
84.6346 27.8855 77.7978
84.6513 27.8855 77.0255
84.668 27.8855 78.2835
84.6847 27.8855 82.0927
84.7014 27.8855 87.5147
84.7181 27.8855 93.2464
84.7348 27.8855 97.9849
84.7515 27.8855 100.7739
84.7682 27.8855 102.0437
84.7849 27.8855 102.5716
84.8016 27.8855 103.1349
84.8183 27.8855 104.3119
84.835 27.8855 105.8863
84.8517 27.8855 107.4429
84.8684 27.8855 108.5668
84.8851 27.8855 109.0289
84.9018 27.8855 109.3461
84.9185 27.8855 110.2213
84.9352 27.8855 112.3573
84.9519 27.8855 116.3409
84.9686 27.8855 122.2933
84.9853 27.8855 130.2192
85.002 27.8855 140.1235
85.0187 27.8855 151.9314
85.0354 27.8855 165.2495
85.0521 27.8855 179.6048
85.0688 27.8855 194.5243
85.0855 27.8855 209.3924
85.1022 27.8855 223.0233
85.1189 27.8855 234.0888
85.1356 27.8855 241.2606
85.1523 27.8855 243.7098
85.169 27.8855 242.6057
85.1857 27.8855 239.6169
85.2024 27.8855 236.412
85.2191 27.8855 234.3254
85.2358 27.8855 233.3544
85.2525 27.8855 233.1619
85.2692 27.8855 233.411
85.2859 27.8855 233.5674
85.3026 27.8855 232.3082
85.3193 27.8855 228.1135
85.336 27.8855 219.4632
85.3527 27.8855 205.8108
85.3694 27.8855 190.5037
85.3861 27.8855 177.863
85.4028 27.8855 172.2095
85.4195 27.8855 176.3695
85.4362 27.8855 187.1899
85.4529 27.8855 200.0226
85.4696 27.8855 210.2199
85.4863 27.8855 214.7547
85.503 27.8855 217.0842
85.5197 27.8855 222.2867
85.5364 27.8855 235.4403
85.5531 27.8855 259.2868
85.5698 27.8855 287.2224
85.5865 27.8855 310.3068
85.6032 27.8855 319.5997
85.6199 27.8855 309.1706
85.6366 27.8855 285.1272
85.6533 27.8855 256.5873
85.67 27.8855 232.6682
85.6867 27.8855 220.0414
85.7034 27.8855 215.5933
85.7201 27.8855 213.7643
85.7368 27.8855 208.9947
85.7535 27.8855 197.2329
85.7702 27.8855 180.4607
85.7869 27.8855 162.1679
85.8036 27.8855 145.8442
85.8203 27.8855 134.162
85.837 27.8855 126.524
85.8537 27.8855 121.5151
85.8704 27.8855 117.7207
85.8871 27.8855 113.9106
85.9038 27.8855 109.595
85.9205 27.8855 104.4689
85.9372 27.8855 98.2273
85.9539 27.8855 90.802
85.9706 27.8855 83.0727
85.9873 27.8855 76.1558
86.004 27.8855 71.1679
86.0207 27.8855 68.8412
86.0374 27.8855 68.3718
86.0541 27.8855 68.5713
86.0708 27.8855 68.2515
86.0875 27.8855 66.512
86.1042 27.8855 63.6028
86.1209 27.8855 60.062
86.1376 27.8855 56.4274
86.1543 27.8855 53.1613
86.171 27.8855 50.4232
86.1877 27.8855 48.297
86.2044 27.8855 46.8666
86.2211 27.8855 46.1062
86.2378 27.8855 45.5513
86.2545 27.8855 44.6275
86.2712 27.8855 42.7607
86.2879 27.8855 39.6411
86.3046 27.8855 36.0166
86.3213 27.8855 32.8995
86.338 27.8855 31.3022
86.3547 27.8855 31.8611
86.3714 27.8855 33.7091
86.3881 27.8855 35.603
86.4048 27.8855 36.2997
86.4215 27.8855 34.93
86.4382 27.8855 32.121
86.4549 27.8855 28.8737
86.4716 27.8855 26.1892
86.4883 27.8855 24.7944
86.505 27.8855 24.3195
86.5217 27.8855 24.1203
86.5384 27.8855 23.5528
86.5551 27.8855 22.2013
86.5718 27.8855 20.5628
86.5885 27.8855 19.3624
86.6052 27.8855 19.3254
86.6219 27.8855 20.873
86.6386 27.8855 23.2105
86.6553 27.8855 25.239
86.672 27.8855 25.8598
86.6887 27.8855 24.341
86.7054 27.8855 21.4185
86.7221 27.8855 18.1951
86.7388 27.8855 15.7735
86.7555 27.8855 14.9659
86.7722 27.8855 15.4216
86.7889 27.8855 16.499
86.8056 27.8855 17.5569
86.8223 27.8855 18.0819
86.839 27.8855 18.0741
86.8557 27.8855 17.6614
86.8724 27.8855 16.972
86.8891 27.8855 16.1276
86.9058 27.8855 15.2248
86.9225 27.8855 14.3539
86.9392 27.8855 13.6052
86.9559 27.8855 13.0689
86.9726 27.8855 12.8354
86.9893 27.8855 12.9949
84.0 27.9022 19.5543
84.0167 27.9022 19.9776
84.0334 27.9022 21.3332
84.0501 27.9022 23.3254
84.0668 27.9022 25.6585
84.0835 27.9022 28.0371
84.1002 27.9022 30.1655
84.1169 27.9022 31.748
84.1336 27.9022 32.4891
84.1503 27.9022 32.2696
84.167 27.9022 31.6761
84.1837 27.9022 31.4718
84.2004 27.9022 32.4196
84.2171 27.9022 35.0003
84.2338 27.9022 38.564
84.2505 27.9022 42.1787
84.2672 27.9022 44.9122
84.2839 27.9022 46.1266
84.3006 27.9022 46.3606
84.3173 27.9022 46.4472
84.334 27.9022 47.2196
84.3507 27.9022 49.2543
84.3674 27.9022 52.103
84.3841 27.9022 55.0608
84.4008 27.9022 57.4231
84.4175 27.9022 58.742
84.4342 27.9022 59.5983
84.4509 27.9022 60.8297
84.4676 27.9022 63.2739
84.4843 27.9022 67.4657
