lon lat pga(cm/s/s)
86.5384 27.1006 20.4727
86.5551 27.1006 19.2672
86.5718 27.1006 18.2052
86.5885 27.1006 17.3753
86.6052 27.1006 16.8656
86.6219 27.1006 16.721
86.6386 27.1006 16.8124
86.6553 27.1006 16.9673
86.672 27.1006 17.0131
86.6887 27.1006 16.8132
86.7054 27.1006 16.374
86.7221 27.1006 15.738
86.7388 27.1006 14.9476
86.7555 27.1006 14.054
86.7722 27.1006 13.1439
86.7889 27.1006 12.3129
86.8056 27.1006 11.6565
86.8223 27.1006 11.2437
86.839 27.1006 11.0368
86.8557 27.1006 10.9711
86.8724 27.1006 10.9823
86.8891 27.1006 11.0175
86.9058 27.1006 11.0696
86.9225 27.1006 11.1431
86.9392 27.1006 11.2425
86.9559 27.1006 11.3722
86.9726 27.1006 11.5369
86.9893 27.1006 11.7409
84.0 27.1173 10.099
84.0167 27.1173 8.8293
84.0334 27.1173 8.3391
84.0501 27.1173 8.4532
84.0668 27.1173 8.9967
84.0835 27.1173 9.7943
84.1002 27.1173 10.6711
84.1169 27.1173 11.4519
84.1336 27.1173 11.9617
84.1503 27.1173 12.0866
84.167 27.1173 11.9581
84.1837 27.1173 11.7689
84.2004 27.1173 11.7116
84.2171 27.1173 11.931
84.2338 27.1173 12.3804
84.2505 27.1173 12.9652
84.2672 27.1173 13.5908
84.2839 27.1173 14.1648
84.3006 27.1173 14.6043
84.3173 27.1173 14.8287
84.334 27.1173 14.7574
84.3507 27.1173 14.3535
84.3674 27.1173 13.7549
84.3841 27.1173 13.1429
84.4008 27.1173 12.6991
84.4175 27.1173 12.5722
84.4342 27.1173 12.7793
84.4509 27.1173 13.3048
84.4676 27.1173 14.1332
84.4843 27.1173 15.2201
84.501 27.1173 16.4068
84.5177 27.1173 17.5061
84.5344 27.1173 18.3308
84.5511 27.1173 18.7421
84.5678 27.1173 18.7968
84.5845 27.1173 18.6001
84.6012 27.1173 18.2573
84.6179 27.1173 17.8698
84.6346 27.1173 17.523
84.6513 27.1173 17.2985
84.668 27.1173 17.2778
84.6847 27.1173 17.5023
84.7014 27.1173 17.8529
84.7181 27.1173 18.1704
84.7348 27.1173 18.2954
84.7515 27.1173 18.1247
84.7682 27.1173 17.7793
84.7849 27.1173 17.4361
84.8016 27.1173 17.2719
84.8183 27.1173 17.4312
84.835 27.1173 17.9275
84.8517 27.1173 18.7417
84.8684 27.1173 19.8548
84.8851 27.1173 21.2094
84.9018 27.1173 22.5949
84.9185 27.1173 23.7621
84.9352 27.1173 24.4622
84.9519 27.1173 24.5438
84.9686 27.1173 24.2472
84.9853 27.1173 23.9102
85.002 27.1173 23.8707
85.0187 27.1173 24.3575
85.0354 27.1173 25.1614
85.0521 27.1173 25.9644
85.0688 27.1173 26.4482
85.0855 27.1173 26.3727
85.1022 27.1173 25.8102
85.1189 27.1173 24.9112
85.1356 27.1173 23.826
85.1523 27.1173 22.7197
85.169 27.1173 21.8152
85.1857 27.1173 21.35
85.2024 27.1173 21.5615
85.2191 27.1173 22.5729
85.2358 27.1173 24.0498
85.2525 27.1173 25.5437
85.2692 27.1173 26.6058
85.2859 27.1173 26.917
85.3026 27.1173 26.675
85.3193 27.1173 26.2069
85.336 27.1173 25.8399
85.3527 27.1173 25.8217
85.3694 27.1173 26.0827
85.3861 27.1173 26.4739
85.4028 27.1173 26.8464
85.4195 27.1173 27.0872
85.4362 27.1173 27.2282
85.4529 27.1173 27.3373
85.4696 27.1173 27.4822
85.4863 27.1173 27.7034
85.503 27.1173 27.9298
85.5197 27.1173 28.0632
85.5364 27.1173 28.0049
85.5531 27.1173 27.6924
85.5698 27.1173 27.2059
85.5865 27.1173 26.6617
85.6032 27.1173 26.176
85.6199 27.1173 25.852
85.6366 27.1173 25.7404
85.6533 27.1173 25.8791
85.67 27.1173 26.3058
85.6867 27.1173 26.9931
85.7034 27.1173 27.6529
85.7201 27.1173 27.9317
85.7368 27.1173 27.4762
85.7535 27.1173 26.1358
85.7702 27.1173 24.5713
85.7869 27.1173 23.6459
85.8036 27.1173 24.2234
85.8203 27.1173 26.8074
85.837 27.1173 30.4637
85.8537 27.1173 33.8983
85.8704 27.1173 35.8173
85.8871 27.1173 35.3507
85.9038 27.1173 33.3248
85.9205 27.1173 30.9901
85.9372 27.1173 29.5969
85.9539 27.1173 30.0173
85.9706 27.1173 31.6106
85.9873 27.1173 33.3575
86.004 27.1173 34.2388
86.0207 27.1173 33.5454
86.0374 27.1173 31.8067
86.0541 27.1173 29.8623
86.0708 27.1173 28.5517
86.0875 27.1173 28.4586
86.1042 27.1173 29.1444
86.1209 27.1173 29.9146
86.1376 27.1173 30.075
86.1543 27.1173 29.1359
86.171 27.1173 27.4274
86.1877 27.1173 25.4843
86.2044 27.1173 23.8414
86.2211 27.1173 22.9214
86.2378 27.1173 22.6982
86.2545 27.1173 23.0336
86.2712 27.1173 23.7894
86.2879 27.1173 24.793
86.3046 27.1173 25.7346
86.3213 27.1173 26.27
86.338 27.1173 26.0548
86.3547 27.1173 24.9054
86.3714 27.1173 23.2804
86.3881 27.1173 21.7989
86.4048 27.1173 21.0801
86.4215 27.1173 21.5314
86.4382 27.1173 22.7126
86.4549 27.1173 23.9722
86.4716 27.1173 24.6583
86.4883 27.1173 24.2989
86.505 27.1173 23.1404
86.5217 27.1173 21.6092
86.5384 27.1173 20.1316
86.5551 27.1173 19.0441
86.5718 27.1173 18.3249
86.5885 27.1173 17.8626
86.6052 27.1173 17.5458
86.6219 27.1173 17.2844
86.6386 27.1173 17.0742
86.6553 27.1173 16.9328
86.672 27.1173 16.8772
86.6887 27.1173 16.8979
86.7054 27.1173 16.877
86.7221 27.1173 16.6696
86.7388 27.1173 16.1308
86.7555 27.1173 15.1792
86.7722 27.1173 13.9878
86.7889 27.1173 12.7931
86.8056 27.1173 11.8316
86.8223 27.1173 11.2789
86.839 27.1173 11.0673
86.8557 27.1173 11.0682
86.8724 27.1173 11.153
86.8891 27.1173 11.2196
86.9058 27.1173 11.2725
86.9225 27.1173 11.3429
86.9392 27.1173 11.4617
86.9559 27.1173 11.6601
86.9726 27.1173 11.969
86.9893 27.1173 12.4197
84.0 27.134 10.18
84.0167 27.134 9.1176
84.0334 27.134 8.7632
84.0501 27.134 8.9547
84.0668 27.134 9.53
84.0835 27.134 10.3272
84.1002 27.134 11.1843
84.1169 27.134 11.9392
84.1336 27.134 12.43
84.1503 27.134 12.5519
84.167 27.134 12.4296
84.1837 27.134 12.245
84.2004 27.134 12.18
84.2171 27.134 12.3742
84.2338 27.134 12.7974
84.2505 27.134 13.3769
84.2672 27.134 14.04
84.2839 27.134 14.7026
84.3006 27.134 15.2346
84.3173 27.134 15.4943
84.334 27.134 15.34
84.3507 27.134 14.7017
84.3674 27.134 13.7954
84.3841 27.134 12.909
84.4008 27.134 12.33
84.4175 27.134 12.2817
84.4342 27.134 12.7287
84.4509 27.134 13.5714
84.4676 27.134 14.71
84.4843 27.134 16.0302
84.501 27.134 17.3597
84.5177 27.134 18.5119
84.5344 27.134 19.3
84.5511 27.134 19.5941
84.5678 27.134 19.4913
84.5845 27.134 19.1453
84.6012 27.134 18.71
84.6179 27.134 18.3192
84.6346 27.134 18.0275
84.6513 27.134 17.8696
84.668 27.134 17.88
84.6847 27.134 18.07
84.7014 27.134 18.3573
84.7181 27.134 18.6359
84.7348 27.134 18.8
84.7515 27.134 18.7795
84.7682 27.134 18.6471
84.7849 27.134 18.5111
84.8016 27.134 18.48
84.8183 27.134 18.6522
84.835 27.134 19.0868
84.8517 27.134 19.833
84.8684 27.134 20.94
84.8851 27.134 22.3992
84.9018 27.134 23.9707
84.9185 27.134 25.3569
84.9352 27.134 26.26
84.9519 27.134 26.4862
84.9686 27.134 26.2567
84.9853 27.134 25.8963
85.002 27.134 25.73
85.0187 27.134 25.9849
85.0354 27.134 26.4964
85.0521 27.134 27.0023
85.0688 27.134 27.24
85.0855 27.134 27.0135
85.1022 27.134 26.3913
85.1189 27.134 25.5085
85.1356 27.134 24.5
85.1523 27.134 23.5146
85.169 27.134 22.757
85.1857 27.134 22.4459
85.2024 27.134 22.8
85.2191 27.134 23.922
85.2358 27.134 25.4507
85.2525 27.134 26.909
85.2692 27.134 27.82
85.2859 27.134 27.8557
85.3026 27.134 27.2853
85.3193 27.134 26.5273
85.336 27.134 26.0
85.3527 27.134 26.0105
85.3694 27.134 26.4205
85.3861 27.134 26.9802
85.4028 27.134 27.44
85.4195 27.134 27.6162
85.4362 27.134 27.589
85.4529 27.134 27.5049
85.4696 27.134 27.51
85.4863 27.134 27.7017
85.503 27.134 27.981
85.5197 27.134 28.1997
85.5364 27.134 28.21
85.5531 27.134 27.9153
85.5698 27.134 27.4259
85.5865 27.134 26.9035
85.6032 27.134 26.51
85.6199 27.134 26.3783
85.6366 27.134 26.5266
85.6533 27.134 26.944
85.67 27.134 27.62
85.6867 27.134 28.4869
85.7034 27.134 29.2502
85.7201 27.134 29.5584
85.7368 27.134 29.06
85.7535 27.134 27.6181
85.7702 27.134 25.9538
85.7869 27.134 25.0025
85.8036 27.134 25.7
85.8203 27.134 28.5806
85.837 27.134 32.5747
85.8537 27.134 36.2114
85.8704 27.134 38.02
85.8871 27.134 37.0304
85.9038 27.134 34.2761
85.9205 27.134 31.2912
85.9372 27.134 29.61
85.9539 27.134 30.2936
85.9706 27.134 32.511
85.9873 27.134 34.9578
86.004 27.134 36.33
86.0207 27.134 35.7065
86.0374 27.134 33.6988
86.0541 27.134 31.3017
86.0708 27.134 29.51
86.0875 27.134 29.0352
86.1042 27.134 29.4563
86.1209 27.134 30.0693
86.1376 27.134 30.17
86.1543 27.134 29.2626
86.171 27.134 27.6846
86.1877 27.134 25.9818
86.2044 27.134 24.7
86.2211 27.134 24.2463
86.2378 27.134 24.4727
86.2545 27.134 25.0928
86.2712 27.134 25.82
86.2879 27.134 26.3925
86.3046 27.134 26.6482
86.3213 27.134 26.4498
86.338 27.134 25.66
86.3547 27.134 24.2518
86.3714 27.134 22.6394
86.3881 27.134 21.3473
86.4048 27.134 20.9
86.4215 27.134 21.6181
86.4382 27.134 23.0067
86.4549 27.134 24.3669
86.4716 27.134 25.0
86.4883 27.134 24.4163
86.505 27.134 22.9627
86.5217 27.134 21.1953
86.5384 27.134 19.67
86.5551 27.134 18.8032
86.5718 27.134 18.4524
86.5885 27.134 18.3354
86.6052 27.134 18.17
86.6219 27.134 17.7552
86.6386 27.134 17.2151
86.6553 27.134 16.755
86.672 27.134 16.58
86.6887 27.134 16.806
86.7054 27.134 17.1909
86.7221 27.134 17.4028
86.7388 27.134 17.11
86.7555 27.134 16.1
86.7722 27.134 14.6364
86.7889 27.134 13.1021
86.8056 27.134 11.88
86.8223 27.134 11.2545
86.839 27.134 11.1172
86.8557 27.134 11.2613
86.8724 27.134 11.48
86.8891 27.134 11.6105
86.9058 27.134 11.6659
86.9225 27.134 11.7034
86.9392 27.134 11.78
86.9559 27.134 11.9529
86.9726 27.134 12.2791
86.9893 27.134 12.8158
84.0 27.1507 9.8773
84.0167 27.1507 9.3875
84.0334 27.1507 9.3982
84.0501 27.1507 9.7833
84.0668 27.1507 10.4169
84.0835 27.1507 11.1727
84.1002 27.1507 11.9247
84.1169 27.1507 12.5468
84.1336 27.1507 12.9129
84.1503 27.1507 12.9479
84.167 27.1507 12.7803
84.1837 27.1507 12.5896
84.2004 27.1507 12.5552
84.2171 27.1507 12.8083
84.2338 27.1507 13.2863
84.2505 27.1507 13.8785
84.2672 27.1507 14.474
84.2839 27.1507 14.9718
84.3006 27.1507 15.3104
84.3173 27.1507 15.4385
84.334 27.1507 15.3042
84.3507 27.1507 14.8914
84.3674 27.1507 14.3249
84.3841 27.1507 13.7646
84.4008 27.1507 13.3707
84.4175 27.1507 13.2767
84.4342 27.1507 13.5104
84.4509 27.1507 14.0732
84.4676 27.1507 14.9662
84.4843 27.1507 16.1528
84.501 27.1507 17.444
84.5177 27.1507 18.6127
84.5344 27.1507 19.4318
84.5511 27.1507 19.7445
84.5678 27.1507 19.6746
84.5845 27.1507 19.4163
84.6012 27.1507 19.1637
84.6179 27.1507 19.0682
84.6346 27.1507 19.111
84.6513 27.1507 19.2307
84.668 27.1507 19.3655
84.6847 27.1507 19.4669
84.7014 27.1507 19.5363
84.7181 27.1507 19.5882
84.7348 27.1507 19.6368
84.7515 27.1507 19.6937
84.7682 27.1507 19.7591
84.7849 27.1507 19.8306
84.8016 27.1507 19.9057
84.8183 27.1507 20.0026
84.835 27.1507 20.2225
84.8517 27.1507 20.6874
84.8684 27.1507 21.5193
84.8851 27.1507 22.7725
84.9018 27.1507 24.2314
84.9185 27.1507 25.6126
84.9352 27.1507 26.6328
84.9519 27.1507 27.094
84.9686 27.1507 27.1378
84.9853 27.1507 26.9913
85.002 27.1507 26.8813
85.0187 27.1507 26.9709
85.0354 27.1507 27.1682
85.0521 27.1507 27.3175
85.0688 27.1507 27.2632
85.0855 27.1507 26.8949
85.1022 27.1507 26.2848
85.1189 27.1507 25.5502
85.1356 27.1507 24.8086
85.1523 27.1507 24.1771
85.169 27.1507 23.7704
85.1857 27.1507 23.7031
85.2024 27.1507 24.0896
85.2191 27.1507 24.9694
85.2358 27.1507 26.0825
85.2525 27.1507 27.0939
85.2692 27.1507 27.6687
85.2859 27.1507 27.5852
85.3026 27.1507 27.0744
85.3193 27.1507 26.4803
85.336 27.1507 26.1471
85.3527 27.1507 26.3131
85.3694 27.1507 26.794
85.3861 27.1507 27.2994
85.4028 27.1507 27.5392
85.4195 27.1507 27.3271
85.4362 27.1507 26.893
85.4529 27.1507 26.5707
85.4696 27.1507 26.6942
85.4863 27.1507 27.4671
85.503 27.1507 28.5732
85.5197 27.1507 29.5661
85.5364 27.1507 29.9994
85.5531 27.1507 29.5778
85.5698 27.1507 28.61
85.5865 27.1507 27.5559
85.6032 27.1507 26.8751
85.6199 27.1507 26.9186
85.6366 27.1507 27.601
85.6533 27.1507 28.728
85.67 27.1507 30.1051
85.6867 27.1507 31.5148
85.7034 27.1507 32.6458
85.7201 27.1507 33.1636
85.7368 27.1507 32.7336
85.7535 27.1507 31.2353
85.7702 27.1507 29.4039
85.7869 27.1507 28.1887
85.8036 27.1507 28.5389
85.8203 27.1507 31.0037
85.837 27.1507 34.5305
85.8537 27.1507 37.6668
85.8704 27.1507 38.9598
85.8871 27.1507 37.4726
85.9038 27.1507 34.331
85.9205 27.1507 31.1764
85.9372 27.1507 29.6504
85.9539 27.1507 30.8678
85.9706 27.1507 33.837
85.9873 27.1507 37.0396
86.004 27.1507 38.9573
86.0207 27.1507 38.5055
86.0374 27.1507 36.3343
86.0541 27.1507 33.5274
86.0708 27.1507 31.1686
86.0875 27.1507 30.0625
86.1042 27.1507 29.8974
86.1209 27.1507 30.0821
86.1376 27.1507 30.0259
86.1543 27.1507 29.308
86.171 27.1507 28.1897
86.1877 27.1507 27.1025
86.2044 27.1507 26.4779
86.2211 27.1507 26.6075
86.2378 27.1507 27.2235
86.2545 27.1507 27.9185
86.2712 27.1507 28.2847
86.2879 27.1507 28.0115
86.3046 27.1507 27.1769
86.3213 27.1507 25.9556
86.338 27.1507 24.5225
86.3547 27.1507 23.0665
86.3714 27.1507 21.8319
86.3881 27.1507 21.0768
86.4048 27.1507 21.0595
86.4215 27.1507 21.8984
86.4382 27.1507 23.1517
86.4549 27.1507 24.238
86.4716 27.1507 24.5756
86.4883 27.1507 23.7759
86.505 27.1507 22.2209
86.5217 27.1507 20.4856
86.5384 27.1507 19.1449
86.5551 27.1507 18.6104
86.5718 27.1507 18.6401
86.5885 27.1507 18.8285
86.6052 27.1507 18.7702
86.6219 27.1507 18.189
86.6386 27.1507 17.325
86.6553 27.1507 16.5476
86.672 27.1507 16.226
86.6887 27.1507 16.5863
86.7054 27.1507 17.2817
86.7221 27.1507 17.822
86.7388 27.1507 17.7172
86.7555 27.1507 16.6448
86.7722 27.1507 14.9526
86.7889 27.1507 13.1559
86.8056 27.1507 11.7699
86.8223 27.1507 11.1752
86.839 27.1507 11.212
86.8557 27.1507 11.586
86.8724 27.1507 12.0025
86.8891 27.1507 12.2296
86.9058 27.1507 12.2851
86.9225 27.1507 12.2495
86.9392 27.1507 12.203
86.9559 27.1507 12.226
86.9726 27.1507 12.399
86.9893 27.1507 12.8023
84.0 27.1674 9.3838
84.0167 27.1674 9.6726
84.0334 27.1674 10.1645
84.0501 27.1674 10.7866
84.0668 27.1674 11.4662
84.0835 27.1674 12.1306
84.1002 27.1674 12.7069
84.1169 27.1674 13.1225
84.1336 27.1674 13.3045
84.1503 27.1674 13.2211
84.167 27.1674 13.0042
84.1837 27.1674 12.8267
84.2004 27.1674 12.8614
84.2171 27.1674 13.2227
84.2338 27.1674 13.7908
84.2505 27.1674 14.3877
84.2672 27.1674 14.835
84.2839 27.1674 15.0058
84.3006 27.1674 14.9781
84.3173 27.1674 14.881
84.334 27.1674 14.8437
84.3507 27.1674 14.9548
84.3674 27.1674 15.1408
84.3841 27.1674 15.2876
84.4008 27.1674 15.281
84.4175 27.1674 15.0625
84.4342 27.1674 14.7949
84.4509 27.1674 14.6964
84.4676 27.1674 14.9852
84.4843 27.1674 15.795
84.501 27.1674 16.9204
84.5177 27.1674 18.0715
84.5344 27.1674 18.9581
84.5511 27.1674 19.3759
84.5678 27.1674 19.4631
84.5845 27.1674 19.4436
84.6012 27.1674 19.5411
84.6179 27.1674 19.9125
84.6346 27.1674 20.4462
84.6513 27.1674 20.9637
84.668 27.1674 21.2865
84.6847 27.1674 21.2928
84.7014 27.1674 21.0877
84.7181 27.1674 20.8333
84.7348 27.1674 20.6915
84.7515 27.1674 20.7761
84.7682 27.1674 21.0094
84.7849 27.1674 21.2656
84.8016 27.1674 21.4188
84.8183 27.1674 21.3946
84.835 27.1674 21.3248
84.8517 27.1674 21.3926
84.8684 27.1674 21.7812
84.8851 27.1674 22.6069
84.9018 27.1674 23.719
84.9185 27.1674 24.8999
84.9352 27.1674 25.9319
84.9519 27.1674 26.6463
84.9686 27.1674 27.0699
84.9853 27.1674 27.2784
85.002 27.1674 27.3475
85.0187 27.1674 27.3366
85.0354 27.1674 27.2401
85.0521 27.1674 27.036
85.0688 27.1674 26.7023
85.0855 27.1674 26.2372
85.1022 27.1674 25.7182
85.1189 27.1674 25.243
85.1356 27.1674 24.9092
85.1523 27.1674 24.7915
85.169 27.1674 24.8726
85.1857 27.1674 25.1121
85.2024 27.1674 25.4698
85.2191 27.1674 25.8977
85.2358 27.1674 26.3171
85.2525 27.1674 26.6416
85.2692 27.1674 26.7848
85.2859 27.1674 26.701
85.3026 27.1674 26.5066
85.3193 27.1674 26.3586
85.336 27.1674 26.4141
85.3527 27.1674 26.7608
85.3694 27.1674 27.2087
85.3861 27.1674 27.4987
85.4028 27.1674 27.3716
85.4195 27.1674 26.6992
85.4362 27.1674 25.8774
85.4529 27.1674 25.4332
85.4696 27.1674 25.8935
85.4863 27.1674 27.5581
85.503 27.1674 29.818
85.5197 27.1674 31.837
85.5364 27.1674 32.779
85.5531 27.1674 32.0934
85.5698 27.1674 30.372
85.5865 27.1674 28.492
85.6032 27.1674 27.3307
85.6199 27.1674 27.5441
85.6366 27.1674 28.9022
85.6533 27.1674 30.9539
85.67 27.1674 33.2478
85.6867 27.1674 35.3586
85.7034 27.1674 36.9648
85.7201 27.1674 37.771
85.7368 27.1674 37.4818
85.7535 27.1674 36.0009
85.7702 27.1674 34.0293
85.7869 27.1674 32.4675
85.8036 27.1674 32.2158
85.8203 27.1674 33.8114
85.837 27.1674 36.3388
85.8537 27.1674 38.5194
85.8704 27.1674 39.0746
85.8871 27.1674 37.2026
85.9038 27.1674 34.0089
85.9205 27.1674 31.0759
85.9372 27.1674 29.9859
85.9539 27.1674 31.7882
85.9706 27.1674 35.3991
85.9873 27.1674 39.2017
86.004 27.1674 41.579
86.0207 27.1674 41.364
86.0374 27.1674 39.1884
86.0541 27.1674 36.1335
86.0708 27.1674 33.2808
86.0875 27.1674 31.4669
86.1042 27.1674 30.5496
86.1209 27.1674 30.1418
86.1376 27.1674 29.8564
86.1543 27.1674 29.4099
86.171 27.1674 28.9318
86.1877 27.1674 28.6556
86.2044 27.1674 28.8142
86.2211 27.1674 29.5209
86.2378 27.1674 30.4092
86.2545 27.1674 30.9923
86.2712 27.1674 30.7839
86.2879 27.1674 29.465
86.3046 27.1674 27.3886
86.3213 27.1674 25.075
86.338 27.1674 23.045
86.3547 27.1674 21.7153
86.3714 27.1674 21.088
86.3881 27.1674 21.0613
86.4048 27.1674 21.5337
86.4215 27.1674 22.3609
86.4382 27.1674 23.2293
86.4549 27.1674 23.7826
86.4716 27.1674 23.6649
86.4883 27.1674 22.6645
86.505 27.1674 21.1486
86.5217 27.1674 19.6288
86.5384 27.1674 18.617
86.5551 27.1674 18.4595
86.5718 27.1674 18.841
86.5885 27.1674 19.2809
86.6052 27.1674 19.2987
86.6219 27.1674 18.5759
86.6386 27.1674 17.443
86.6553 27.1674 16.3926
86.672 27.1674 15.9172
86.6887 27.1674 16.3273
86.7054 27.1674 17.2049
86.7221 27.1674 17.9502
86.7388 27.1674 17.9629
86.7555 27.1674 16.8449
86.7722 27.1674 15.0053
86.7889 27.1674 13.055
86.8056 27.1674 11.6049
86.8223 27.1674 11.1026
86.839 27.1674 11.3418
86.8557 27.1674 11.9527
86.8724 27.1674 12.5657
86.8891 27.1674 12.8886
86.9058 27.1674 12.9405
86.9225 27.1674 12.818
86.9392 27.1674 12.6175
86.9559 27.1674 12.4357
86.9726 27.1674 12.3692
86.9893 27.1674 12.5147
84.0 27.1841 8.9785
84.0167 27.1841 10.0318
84.0334 27.1841 10.9658
84.0501 27.1841 11.7703
84.0668 27.1841 12.4349
84.0835 27.1841 12.9494
84.1002 27.1841 13.3034
84.1169 27.1841 13.4867
84.1336 27.1841 13.4888
84.1503 27.1841 13.3256
84.167 27.1841 13.1167
84.1837 27.1841 13.0077
84.2004 27.1841 13.1445
84.2171 27.1841 13.6099
84.2338 27.1841 14.2363
84.2505 27.1841 14.7934
84.2672 27.1841 15.051
84.2839 27.1841 14.8688
84.3006 27.1841 14.4678
84.3173 27.1841 14.1591
84.334 27.1841 14.2538
84.3507 27.1841 14.9439
84.3674 27.1841 15.9444
84.3841 27.1841 16.8514
84.4008 27.1841 17.2609
84.4175 27.1841 16.9105
84.4342 27.1841 16.1052
84.4509 27.1841 15.2917
84.4676 27.1841 14.9166
84.4843 27.1841 15.294
84.501 27.1841 16.2079
84.5177 27.1841 17.3095
84.5344 27.1841 18.2503
84.5511 27.1841 18.7801
84.5678 27.1841 19.0427
84.5845 27.1841 19.2804
84.6012 27.1841 19.7355
84.6179 27.1841 20.5634
84.6346 27.1841 21.5718
84.6513 27.1841 22.4818
84.668 27.1841 23.0142
84.6847 27.1841 22.9838
84.7014 27.1841 22.5813
84.7181 27.1841 22.0912
84.7348 27.1841 21.7979
84.7515 27.1841 21.9013
84.7682 27.1841 22.2629
84.7849 27.1841 22.6594
84.8016 27.1841 22.8675
84.8183 27.1841 22.737
84.835 27.1841 22.4093
84.8517 27.1841 22.0989
84.8684 27.1841 22.02
84.8851 27.1841 22.3312
84.9018 27.1841 22.9679
84.9185 27.1841 23.8093
84.9352 27.1841 24.735
84.9519 27.1841 25.6303
84.9686 27.1841 26.4047
84.9853 27.1841 26.9736
85.002 27.1841 27.2524
85.0187 27.1841 27.1889
85.0354 27.1841 26.8596
85.0521 27.1841 26.3738
85.0688 27.1841 25.8403
85.0855 27.1841 25.3623
85.1022 27.1841 25.0191
85.1189 27.1841 24.8839
85.1356 27.1841 25.0302
85.1523 27.1841 25.4862
85.169 27.1841 26.1001
85.1857 27.1841 26.6754
85.2024 27.1841 27.0151
85.2191 27.1841 26.9849
85.2358 27.1841 26.6994
85.2525 27.1841 26.3358
85.2692 27.1841 26.071
85.2859 27.1841 26.0417
85.3026 27.1841 26.2231
85.3193 27.1841 26.5498
85.336 27.1841 26.9566
85.3527 27.1841 27.3648
85.3694 27.1841 27.6421
85.3861 27.1841 27.6426
85.4028 27.1841 27.2207
85.4195 27.1841 26.3528
85.4362 27.1841 25.5035
85.4529 27.1841 25.2598
85.4696 27.1841 26.2085
85.4863 27.1841 28.6551
85.503 27.1841 31.7794
85.5197 27.1841 34.4796
85.5364 27.1841 35.6541
85.5531 27.1841 34.5898
85.5698 27.1841 32.128
85.5865 27.1841 29.4984
85.6032 27.1841 27.9309
85.6199 27.1841 28.3343
85.6366 27.1841 30.3334
85.6533 27.1841 33.2321
85.67 27.1841 36.334
85.6867 27.1841 39.0218
85.7034 27.1841 40.9923
85.7201 27.1841 42.0212
85.7368 27.1841 41.884
85.7535 27.1841 40.5253
85.7702 27.1841 38.5639
85.7869 27.1841 36.7878
85.8036 27.1841 35.9848
85.8203 27.1841 36.642
85.837 27.1841 38.0443
85.8537 27.1841 39.1763
85.8704 27.1841 39.0221
85.8871 27.1841 36.9673
85.9038 27.1841 34.0013
85.9205 27.1841 31.5148
85.9372 27.1841 30.8985
85.9539 27.1841 33.0515
85.9706 27.1841 36.9078
85.9873 27.1841 40.9102
86.004 27.1841 43.5012
86.0207 27.1841 43.5438
86.0374 27.1841 41.5814
86.0541 27.1841 38.5781
86.0708 27.1841 35.4976
86.0875 27.1841 33.1199
86.1042 27.1841 31.4899
86.1209 27.1841 30.4684
86.1376 27.1841 29.9163
86.1543 27.1841 29.7192
86.171 27.1841 29.8616
86.1877 27.1841 30.3525
86.2044 27.1841 31.2009
86.2211 27.1841 32.3297
86.2378 27.1841 33.3154
86.2545 27.1841 33.6483
86.2712 27.1841 32.8186
86.2879 27.1841 30.5366
86.3046 27.1841 27.3913
86.3213 27.1841 24.1919
86.338 27.1841 21.7474
86.3547 27.1841 20.6569
86.3714 27.1841 20.679
86.3881 27.1841 21.3625
86.4048 27.1841 22.256
86.4215 27.1841 22.9666
86.4382 27.1841 23.335
86.4549 27.1841 23.2603
86.4716 27.1841 22.6417
86.4883 27.1841 21.4632
86.505 27.1841 20.0488
86.5217 27.1841 18.8075
86.5384 27.1841 18.1482
86.5551 27.1841 18.3262
86.5718 27.1841 18.9834
86.5885 27.1841 19.6079
86.6052 27.1841 19.6878
86.6219 27.1841 18.89
86.6386 27.1841 17.5954
86.6553 27.1841 16.3638
86.672 27.1841 15.7547
86.6887 27.1841 16.1274
86.7054 27.1841 17.0386
86.7221 27.1841 17.8448
86.7388 27.1841 17.9021
86.7555 27.1841 16.7819
86.7722 27.1841 14.9148
86.7889 27.1841 12.9465
86.8056 27.1841 11.5224
86.8223 27.1841 11.1131
86.839 27.1841 11.4877
86.8557 27.1841 12.2406
86.8724 27.1841 12.9659
86.8891 27.1841 13.3423
86.9058 27.1841 13.3862
86.9225 27.1841 13.1987
86.9392 27.1841 12.8808
86.9559 27.1841 12.5333
86.9726 27.1841 12.2575
86.9893 27.1841 12.1541
84.0 27.2008 8.94
84.0167 27.2008 10.5235
84.0334 27.2008 11.706
84.0501 27.2008 12.5405
84.0668 27.2008 13.08
84.0835 27.2008 13.3777
84.1002 27.2008 13.4865
84.1169 27.2008 13.4596
84.1336 27.2008 13.35
84.1503 27.2008 13.2155
84.167 27.2008 13.1329
84.1837 27.2008 13.1839
84.2004 27.2008 13.45
84.2171 27.2008 13.9621
84.2338 27.2008 14.548
84.2505 27.2008 14.9849
84.2672 27.2008 15.05
84.2839 27.2008 14.6249
84.3006 27.2008 14.01
84.3173 27.2008 13.6101
84.334 27.2008 13.83
84.3507 27.2008 14.9107
84.3674 27.2008 16.4369
84.3841 27.2008 17.8297
84.4008 27.2008 18.51
84.4175 27.2008 18.0921
84.4342 27.2008 16.9648
84.4509 27.2008 15.71
84.4676 27.2008 14.91
84.4843 27.2008 14.9872
84.501 27.2008 15.7253
84.5177 27.2008 16.7482
